species	organ	plate	cell	ABratio	cleanReads	mpRatio	genes	nUMI	mito	avg.cor	filter	CO
human	blood	PR10_XXL_X-T-3	PR10XT3cell55	0.970969240203638	1851936	0.894	3896	39653	0.0458225102766499	1	TRUE	T cells
human	blood	PR10_XXL_X-T-3	PR10XT3cell56	0.978602421473325	1937754	0.8997	3559	31810	0.0288902860735618	1	TRUE	T cells
human	blood	PR10_XXL_X-T-3	PR10XT3cell57	0.921371755755742	1350324	0.8745	4125	56972	0.0313662851927263	1	TRUE	T cells
human	blood	PR10_XXL_X-T-3	PR10XT3cell58	0.934760334736677	1402074	0.8863	3894	57507	0.0423948388891787	1	TRUE	T cells
human	blood	PR10_XXL_X-T-3	PR10XT3cell59	0.955996579491199	806393	0.8945	3220	31608	0.047867628448494	1	TRUE	T cells
human	blood	PR10_XXL_X-T-3	PR10XT3cell60	0.923194752431166	839442	0.8222	2977	24667	0.0529452304698585	1	TRUE	T cells
human	blood	PR10_XXL_X-T-3	PR10XT3cell61	0.988060758451152	3914120	0.9235	4425	98870	0.0281076160614949	1	FALSE	NA
human	blood	PR10_XXL_X-T-3	PR10XT3cell62	0.855749071000745	396378	0.8599	2811	14860	0.0491924629878869	1	FALSE	NA
human	blood	PR10_XXL_X-T-3	PR10XT3cell63	0.927941816306689	430405	0.8609	3525	21587	0.0339556214388289	1	FALSE	NA
human	blood	PR10_XXL_X-T-3	PR10XT3cell64	0.871055332829779	279105	0.7531	2630	11472	0.0449790794979079	1	FALSE	NA
human	blood	PR10_XXL_X-T-3	PR10XT3cell65	0.96349059063539	3067412	0.8946	5085	52002	0.0227683550632668	1	TRUE	T cells
human	blood	PR10_XXL_X-T-3	PR10XT3cell66	0.955278560101393	2149913	0.8854	4257	35602	0.0410089320824673	1	TRUE	T cells
human	blood	PR10_XXL_X-T-3	PR10XT3cell67	0.975053193460374	1161748	0.9026	3609	24392	0.0396441456215152	1	TRUE	T cells
human	blood	PR10_XXL_X-T-3	PR10XT3cell68	0.895527153077222	784671	0.8032	2700	10918	0.0435977285217073	1	FALSE	NA
human	blood	PR10_XXL_X-T-3	PR10XT3cell69	0.958834905264634	1035683	0.8892	3550	19850	0.029168765743073	1	TRUE	T cells
human	blood	PR10_XXL_X-T-3	PR10XT3cell70	0.865872300768611	429377	0.8819	3113	11184	0.0424713876967096	1	FALSE	NA
human	blood	PR10_XXL_X-T-3	PR10XT3cell71	0.924350402292857	570645	0.8528	3389	16547	0.0540279204689672	1	TRUE	T cells
human	blood	PR10_XXL_X-T-3	PR10XT3cell72	0.893624273764105	405611	0.8075	2971	11632	0.0251031636863824	1	FALSE	NA
human	blood	PR10_XXL_X-T-3	PR10XT3cell73	0.960436828658029	2275791	0.8862	4527	42408	0.0314327485380117	1	TRUE	T cells
human	blood	PR10_XXL_X-T-3	PR10XT3cell74	0.961670181528309	2713194	0.8945	4317	45022	0.0342499222602283	1	TRUE	T cells
human	blood	PR10_XXL_X-T-3	PR10XT3cell75	0.974953236467298	1249178	0.9048	3374	23730	0.0348082595870206	1	TRUE	T cells
human	blood	PR10_XXL_X-T-3	PR10XT3cell76	0.86003285554316	486827	0.8297	2237	7791	0.0483891669875497	1	FALSE	NA
human	blood	PR10_XXL_X-T-3	PR10XT3cell77	0.945508553700357	665329	0.8935	3232	14916	0.0283588093322607	1	TRUE	T cells
human	blood	PR10_XXL_X-T-3	PR10XT3cell78	0.961287180127124	1351645	0.9084	3879	22153	0.0351193969214102	1	TRUE	T cells
human	blood	PR10_XXL_X-T-3	PR10XT3cell79	0.985177053118416	2475286	0.9157	4236	32623	0.0298562363976336	1	TRUE	T cells
human	blood	PR10_XXL_X-T-3	PR10XT3cell80	0.836931152111694	188591	0.71	1839	4981	0.0230877333868701	1	FALSE	NA
human	blood	PR10_XXL_X-T-3	PR10XT3cell81	0.939420808472877	1614641	0.8725	4007	59491	0.0340891899615068	1	TRUE	T cells
human	blood	PR10_XXL_X-T-3	PR10XT3cell82	0.926652980470578	1510947	0.8766	3600	61954	0.0439519643606547	1	TRUE	T cells
human	blood	PR10_XXL_X-T-3	PR10XT3cell83	0.975350011283946	1447248	0.9115	3480	48017	0.0377366349417914	1	TRUE	T cells
human	blood	PR10_XXL_X-T-3	PR10XT3cell84	0.850120241986999	351829	0.7821	1677	8625	0.0508985507246377	1	FALSE	NA
human	blood	PR10_XXL_X-T-3	PR10XT3cell85	0.985883690804242	1871335	0.905	3742	79363	0.0390736237289417	1	TRUE	T cells
human	blood	PR10_XXL_X-T-3	PR10XT3cell86	0.840335180662534	262966	0.8709	2710	12900	0.0430232558139535	1	FALSE	NA
human	blood	PR10_XXL_X-T-3	PR10XT3cell87	0.943716374672369	634965	0.8873	3391	25946	0.039312418099129	1	TRUE	T cells
human	blood	PR10_XXL_X-T-3	PR10XT3cell88	0.970901366005484	953641	0.8894	3268	32585	0.0251956421666411	1	TRUE	T cells
human	blood	PR10_XXL_X-T-3	PR10XT3cell89	0.940002071204771	1073851	0.8546	3912	27887	0.0523182845053251	1	TRUE	T cells
human	blood	PR10_XXL_X-T-3	PR10XT3cell90	0.898563548948471	669995	0.8408	2734	15213	0.0308946295931112	1	FALSE	NA
human	blood	PR10_XXL_X-T-3	PR10XT3cell91	0.967865870440184	610988	0.8917	2944	16067	0.0326756706292401	1	TRUE	T cells
human	blood	PR10_XXL_X-T-3	PR10XT3cell92	0.726668685099871	109460	0.725	1482	4043	0.0645560227553797	1	FALSE	NA
human	blood	PR10_XXL_X-T-3	PR10XT3cell93	0.95990956734315	480727	0.8811	2554	11418	0.0433526011560694	1	FALSE	NA
human	blood	PR10_XXL_X-T-3	PR10XT3cell94	0.970158701993456	932476	0.8864	3499	19726	0.0397951941599919	1	TRUE	T cells
human	blood	PR10_XXL_X-T-3	PR10XT3cell95	0.955262330270279	644867	0.8764	3172	18214	0.0416712419018338	1	TRUE	T cells
human	blood	PR10_XXL_X-T-3	PR10XT3cell96	0.958461069290403	476520	0.8389	2833	12268	0.0374144114770134	1	FALSE	NA
human	blood	PR10_XXL_X-T-4	PR10XT4cell1	0.957069940061216	2275769	0.8824	4333	32224	0.0377979145978153	1	TRUE	T cells
human	blood	PR10_XXL_X-T-4	PR10XT4cell2	0.954390387855493	1908187	0.8628	3656	23338	0.0436626960322221	1	TRUE	T cells
human	blood	PR10_XXL_X-T-4	PR10XT4cell3	0.954230808696041	835963	0.8918	3184	16451	0.0381739711871619	1	TRUE	T cells
human	blood	PR10_XXL_X-T-4	PR10XT4cell4	0.919166239954228	908670	0.8323	2684	11189	0.056841540798999	1	TRUE	T cells
human	blood	PR10_XXL_X-T-4	PR10XT4cell5	0.985507642649886	3445984	0.8986	4951	47361	0.0336563839445958	1	TRUE	T cells
human	blood	PR10_XXL_X-T-4	PR10XT4cell6	0.980355257831034	2352899	0.9002	4330	29874	0.036118363794604	1	TRUE	T cells
human	blood	PR10_XXL_X-T-4	PR10XT4cell7	0.985226030389916	2372751	0.9096	3972	24126	0.0329520019895548	1	TRUE	T cells
human	blood	PR10_XXL_X-T-4	PR10XT4cell8	0.917717054858535	533787	0.8397	2521	9578	0.0472958864063479	1	TRUE	T cells
human	blood	PR10_XXL_X-T-4	PR10XT4cell9	0.961810158238546	2014486	0.8827	4092	30143	0.0256776034236805	1	TRUE	T cells
human	blood	PR10_XXL_X-T-4	PR10XT4cell10	0.938921974145478	1843050	0.8756	3729	26081	0.0292933553161305	1	TRUE	T cells
human	blood	PR10_XXL_X-T-4	PR10XT4cell11	0.970900256383914	989781	0.8991	3311	17469	0.0234129028564886	1	TRUE	T cells
human	blood	PR10_XXL_X-T-4	PR10XT4cell12	0.914585744389561	733010	0.8213	2353	9536	0.0447776845637584	1	TRUE	T cells
human	blood	PR10_XXL_X-T-4	PR10XT4cell13	0.987034197624982	1575149	0.8992	3943	27430	0.038279256288735	1	TRUE	T cells
human	blood	PR10_XXL_X-T-4	PR10XT4cell14	0.98112344929608	2157642	0.9016	4348	32079	0.0342279996259235	1	TRUE	T cells
human	blood	PR10_XXL_X-T-4	PR10XT4cell15	0.968499632648777	2264747	0.8961	4191	29078	0.0364880665795447	1	TRUE	T cells
human	blood	PR10_XXL_X-T-4	PR10XT4cell16	0.977936937739702	1213506	0.8733	3210	19385	0.041320608718081	1	TRUE	T cells
human	blood	PR10_XXL_X-T-4	PR10XT4cell17	0.959347918877173	2353685	0.8825	4452	31818	0.0315230372744987	1	TRUE	T cells
human	blood	PR10_XXL_X-T-4	PR10XT4cell18	0.937370713263955	1616925	0.8713	3609	21810	0.035946813388354	1	TRUE	T cells
human	blood	PR10_XXL_X-T-4	PR10XT4cell19	0.960467988166761	957502	0.9013	3371	16155	0.0417208294645621	1	TRUE	T cells
human	blood	PR10_XXL_X-T-4	PR10XT4cell20	0.907435882731847	804473	0.8417	2985	12189	0.0526704405611617	1	TRUE	T cells
human	blood	PR10_XXL_X-T-4	PR10XT4cell21	0.981942245224564	2114361	0.9008	4243	28084	0.0395954992166358	1	TRUE	T cells
human	blood	PR10_XXL_X-T-4	PR10XT4cell22	0.984911559849086	3356745	0.9206	4715	32556	0.0280747020518491	1	TRUE	T cells
human	blood	PR10_XXL_X-T-4	PR10XT4cell23	0.980755002746563	2010721	0.9109	4188	21822	0.0304280084318578	1	TRUE	T cells
human	blood	PR10_XXL_X-T-4	PR10XT4cell24	0.976777213576499	1349252	0.8836	3301	17615	0.0320181663355095	1	TRUE	T cells
human	blood	PR10_XXL_X-T-4	PR10XT4cell25	0.938359697087783	2137201	0.8806	4249	32005	0.031026402124668	1	TRUE	T cells
human	blood	PR10_XXL_X-T-4	PR10XT4cell26	0.927298028945398	1470550	0.8754	3585	21017	0.0338297568634915	1	TRUE	T cells
human	blood	PR10_XXL_X-T-4	PR10XT4cell27	0.959585324869536	900311	0.9011	3120	15378	0.0394719729483678	1	TRUE	T cells
human	blood	PR10_XXL_X-T-4	PR10XT4cell28	0.906652695613602	943575	0.8326	2911	13130	0.052018278750952	1	TRUE	T cells
human	blood	PR10_XXL_X-T-4	PR10XT4cell29	0.975066237039271	1741825	0.9086	3902	21067	0.0354582997104476	1	TRUE	T cells
human	blood	PR10_XXL_X-T-4	PR10XT4cell30	0.979891537765992	2580709	0.9078	4532	36964	0.0264581755221296	1	TRUE	T cells
human	blood	PR10_XXL_X-T-4	PR10XT4cell31	0.985445965353293	2666111	0.901	4657	37569	0.0328462296041949	1	TRUE	T cells
human	blood	PR10_XXL_X-T-4	PR10XT4cell32	0.986789556391911	2205184	0.8994	4087	27211	0.0310903678659366	1	TRUE	T cells
human	blood	PR10_XXL_X-T-4	PR10XT4cell33	0.92983086769587	909335	0.857	3434	18140	0.0293825799338478	1	TRUE	T cells
human	blood	PR10_XXL_X-T-4	PR10XT4cell34	0.937861345178956	1467317	0.8715	3300	24200	0.0340082644628099	1	TRUE	T cells
human	blood	PR10_XXL_X-T-4	PR10XT4cell35	0.964617651694931	778827	0.8923	2707	14654	0.0244301897092944	1	TRUE	T cells
human	blood	PR10_XXL_X-T-4	PR10XT4cell36	0.887823134523266	733369	0.8377	2369	11436	0.0531654424623994	1	FALSE	NA
human	blood	PR10_XXL_X-T-4	PR10XT4cell37	0.976538133473788	1821564	0.8933	3752	34242	0.0342561766251971	1	TRUE	T cells
human	blood	PR10_XXL_X-T-4	PR10XT4cell38	0.575485482028531	51215	0.8753	1672	3647	0.0235810255004113	1	FALSE	NA
human	blood	PR10_XXL_X-T-4	PR10XT4cell39	0.984827265549281	2406393	0.9011	4271	39581	0.0335767161011596	1	TRUE	T cells
human	blood	PR10_XXL_X-T-4	PR10XT4cell40	0.986881686408437	1925364	0.8971	3702	27551	0.0320859496932961	1	TRUE	T cells
human	blood	PR10_XXL_X-T-4	PR10XT4cell41	0.954574563844626	1695996	0.866	4186	53026	0.0350582732998906	1	TRUE	T cells
human	blood	PR10_XXL_X-T-4	PR10XT4cell42	0.962434607296175	2350557	0.8949	4528	71671	0.0407277699487938	1	TRUE	T cells
human	blood	PR10_XXL_X-T-4	PR10XT4cell43	0.970750792126309	1060650	0.8971	3441	32043	0.0258714851917736	1	TRUE	T cells
human	blood	PR10_XXL_X-T-4	PR10XT4cell44	0.932914046121593	1018504	0.8202	3119	25116	0.0527154005414875	1	TRUE	T cells
human	blood	PR10_XXL_X-T-4	PR10XT4cell45	0.986288497337835	3910344	0.9202	5123	76513	0.0338765961339903	1	TRUE	T cells
human	blood	PR10_XXL_X-T-4	PR10XT4cell46	0.972883073410762	2090169	0.9037	4579	60382	0.0279387897055414	1	TRUE	T cells
human	blood	PR10_XXL_X-T-4	PR10XT4cell47	0.991284543748727	4924898	0.927	5495	102185	0.0240152664285365	1	FALSE	NA
human	blood	PR10_XXL_X-T-4	PR10XT4cell48	0.89097994487216	344176	0.8099	2707	14156	0.0314354337383442	1	FALSE	NA
human	blood	PR10_XXL_X-T-4	PR10XT4cell49	0.966894914153843	2714583	0.8879	4479	48397	0.0351054817447362	1	TRUE	T cells
human	blood	PR10_XXL_X-T-4	PR10XT4cell50	0.954839020655508	1967976	0.8801	3746	33054	0.0453802868034126	1	TRUE	T cells
human	blood	PR10_XXL_X-T-4	PR10XT4cell51	0.953786603307476	769833	0.8857	2773	15499	0.032969869023808	1	TRUE	T cells
human	blood	PR10_XXL_X-T-4	PR10XT4cell52	0.903210527274604	1062985	0.8662	2945	16236	0.0468711505296871	1	TRUE	T cells
human	blood	PR10_XXL_X-T-4	PR10XT4cell53	0.98120148890614	2178278	0.9135	3481	26768	0.0177824267782427	1	TRUE	T cells
human	blood	PR10_XXL_X-T-4	PR10XT4cell54	0.981308806083063	3342021	0.9164	4745	37536	0.0209665387894288	1	TRUE	T cells
human	blood	PR10_XXL_X-T-4	PR10XT4cell55	0.99005224950255	2722653	0.9086	4432	42023	0.0235585274730505	1	TRUE	T cells
human	blood	PR10_XXL_X-T-4	PR10XT4cell56	0.908121577787655	440777	0.8407	2586	10955	0.0492925604746691	1	FALSE	NA
human	blood	PR10_XXL_X-T-4	PR10XT4cell57	0.948011712377177	1526945	0.8801	4324	58148	0.0277223636238564	1	TRUE	T cells
human	blood	PR10_XXL_X-T-4	PR10XT4cell58	0.954163572688022	2153861	0.8904	4366	76469	0.0315552707633159	1	TRUE	T cells
human	blood	PR10_XXL_X-T-4	PR10XT4cell59	0.958236290210575	865880	0.8968	3458	34375	0.0399418181818182	1	TRUE	T cells
human	blood	PR10_XXL_X-T-4	PR10XT4cell60	0.919052748041823	772763	0.8307	2874	19432	0.0530568135034994	1	TRUE	T cells
human	blood	PR10_XXL_X-T-4	PR10XT4cell61	0.96561344290162	1528229	0.916	4819	51967	0.0277291357977178	1	TRUE	T cells
human	blood	PR10_XXL_X-T-4	PR10XT4cell62	0.916306433587078	635512	0.8734	3917	27175	0.0343698252069917	1	TRUE	T cells
human	blood	PR10_XXL_X-T-4	PR10XT4cell63	0.990043476482096	2712149	0.9064	4929	87935	0.0257008017285495	1	TRUE	T cells
human	blood	PR10_XXL_X-T-4	PR10XT4cell64	0.96962030961271	1243874	0.8817	3843	39806	0.0265789077023564	1	TRUE	T cells
human	blood	PR10_XXL_X-T-4	PR10XT4cell65	0.940423797936732	1591933	0.8753	4169	29763	0.0311796525887847	1	TRUE	T cells
human	blood	PR10_XXL_X-T-4	PR10XT4cell66	0.945495245242806	1642807	0.8828	3827	26831	0.036897618426447	1	TRUE	T cells
human	blood	PR10_XXL_X-T-4	PR10XT4cell67	0.956656071484141	944495	0.8994	3573	20364	0.0297092909055195	1	TRUE	T cells
human	blood	PR10_XXL_X-T-4	PR10XT4cell68	0.93899220929873	1039497	0.8099	3092	14597	0.0443926834281017	1	TRUE	T cells
human	blood	PR10_XXL_X-T-4	PR10XT4cell69	0.984239585342238	3369672	0.9078	4895	38930	0.037426149499101	1	TRUE	T cells
human	blood	PR10_XXL_X-T-4	PR10XT4cell70	0.984065053539242	3251535	0.9154	4704	39434	0.0285540396612061	1	TRUE	T cells
human	blood	PR10_XXL_X-T-4	PR10XT4cell71	0.778422420099387	70339	0.8579	3083	9385	0.0293020777836974	1	FALSE	NA
human	blood	PR10_XXL_X-T-4	PR10XT4cell72	0.911646281394684	515431	0.8339	2899	13158	0.0392156862745098	1	TRUE	T cells
human	blood	PR10_XXL_X-T-4	PR10XT4cell73	0.964446267943578	2118493	0.8804	4338	36076	0.0336511808404479	1	TRUE	T cells
human	blood	PR10_XXL_X-T-4	PR10XT4cell74	0.956225724311648	1892123	0.8928	3847	28601	0.0490542288731163	1	TRUE	T cells
human	blood	PR10_XXL_X-T-4	PR10XT4cell75	0.969594764608688	1085337	0.9025	3385	19724	0.0286960048671669	1	TRUE	T cells
human	blood	PR10_XXL_X-T-4	PR10XT4cell76	0.565206575386085	66401	0.8395	1501	3692	0.0381906825568797	1	FALSE	NA
human	blood	PR10_XXL_X-T-4	PR10XT4cell77	0.983869216974397	2224035	0.908	4048	34594	0.0281551714170087	1	TRUE	T cells
human	blood	PR10_XXL_X-T-4	PR10XT4cell78	0.963324768851201	1548772	0.908	4141	24263	0.0240283559329019	1	TRUE	T cells
human	blood	PR10_XXL_X-T-4	PR10XT4cell79	0.875228635484227	215524	0.8213	2748	8774	0.0306587645315705	1	FALSE	NA
human	blood	PR10_XXL_X-T-4	PR10XT4cell80	0.86103126122889	138013	0.5445	1369	2814	0.0202558635394456	1	FALSE	NA
human	blood	PR10_XXL_X-T-4	PR10XT4cell81	0.959299111368199	1468269	0.8818	3941	52808	0.0309044084229662	1	TRUE	T cells
human	blood	PR10_XXL_X-T-4	PR10XT4cell82	0.933660803938095	1195021	0.8758	3148	38707	0.0584907122742656	1	TRUE	T cells
human	blood	PR10_XXL_X-T-4	PR10XT4cell83	0.975619745446418	951445	0.9011	3261	32181	0.029831266896616	1	TRUE	T cells
human	blood	PR10_XXL_X-T-4	PR10XT4cell84	0.919170425086118	809866	0.8654	2679	21523	0.0537564465920178	1	TRUE	T cells
human	blood	PR10_XXL_X-T-4	PR10XT4cell85	0.951710187464764	829603	0.8852	3099	30570	0.0148511612692182	1	TRUE	T cells
human	blood	PR10_XXL_X-T-4	PR10XT4cell86	0.974635110905059	1475582	0.8949	3593	45258	0.0211233373105307	1	TRUE	T cells
human	blood	PR10_XXL_X-T-4	PR10XT4cell87	0.896481767680876	457898	0.8403	2734	17145	0.0477690288713911	1	FALSE	NA
human	blood	PR10_XXL_X-T-4	PR10XT4cell88	0.974389095931421	615437	0.8344	2184	18618	0.0268020195509722	1	TRUE	T cells
human	blood	PR10_XXL_X-T-4	PR10XT4cell89	0.942767033603792	756306	0.8612	3461	19907	0.0371728537700306	1	TRUE	T cells
human	blood	PR10_XXL_X-T-4	PR10XT4cell90	0.938496120813317	705661	0.8704	3238	17705	0.0346229878565377	1	TRUE	T cells
human	blood	PR10_XXL_X-T-4	PR10XT4cell91	0.974608564073702	616207	0.891	3224	16143	0.0344421730781144	1	TRUE	T cells
human	blood	PR10_XXL_X-T-4	PR10XT4cell92	0.905441462532922	375358	0.867	2174	6810	0.0358296622613803	1	FALSE	NA
human	blood	PR10_XXL_X-T-4	PR10XT4cell93	0.959502327615945	616378	0.8889	3648	16766	0.0310747942264106	1	TRUE	T cells
human	blood	PR10_XXL_X-T-4	PR10XT4cell94	0.938101360472032	432344	0.8712	2860	11262	0.0392470253951341	1	FALSE	NA
human	blood	PR10_XXL_X-T-4	PR10XT4cell95	0.972623983482593	725314	0.8874	3568	17295	0.0437698756866146	1	TRUE	T cells
human	blood	PR10_XXL_X-T-4	PR10XT4cell96	0.767414447268575	71238	0.724	1708	4018	0.0343454454952713	1	FALSE	NA
human	blood	PR10_XXL_X-T-5	PR10XT5cell1	0.957019374400682	1772671	0.8743	4010	28076	0.0394643111554352	1	TRUE	T cells
human	blood	PR10_XXL_X-T-5	PR10XT5cell2	0.953898893148966	1870947	0.874	3728	25777	0.0549714862086356	1	TRUE	T cells
human	blood	PR10_XXL_X-T-5	PR10XT5cell3	0.967068026153683	988332	0.8905	2953	15546	0.0381448604142545	1	TRUE	T cells
human	blood	PR10_XXL_X-T-5	PR10XT5cell4	0.928519033767548	1169320	0.8501	2830	14049	0.0558046836073742	1	TRUE	T cells
human	blood	PR10_XXL_X-T-5	PR10XT5cell5	0.981000620757778	1972459	0.8955	3644	25987	0.036287374456459	1	TRUE	T cells
human	blood	PR10_XXL_X-T-5	PR10XT5cell6	0.980184747492849	2946857	0.9172	3830	27432	0.0258092738407699	1	TRUE	T cells
human	blood	PR10_XXL_X-T-5	PR10XT5cell7	0.911000806452994	601460	0.8642	2492	9053	0.0486026731470231	1	TRUE	T cells
human	blood	PR10_XXL_X-T-5	PR10XT5cell8	0.980246862872948	1514422	0.871	2948	19504	0.0386587366694012	1	TRUE	T cells
human	blood	PR10_XXL_X-T-5	PR10XT5cell9	0.941827193645094	1510366	0.8657	3552	26094	0.049474975090059	1	TRUE	T cells
human	blood	PR10_XXL_X-T-5	PR10XT5cell10	0.933945410175652	1338989	0.866	3242	18694	0.0429014657109233	1	TRUE	T cells
human	blood	PR10_XXL_X-T-5	PR10XT5cell11	0.975637524230829	1222080	0.8992	3555	20472	0.027989449003517	1	TRUE	T cells
human	blood	PR10_XXL_X-T-5	PR10XT5cell12	0.926605517933648	746942	0.8262	2374	10533	0.0500332288996487	1	TRUE	T cells
human	blood	PR10_XXL_X-T-5	PR10XT5cell13	0.985263016565716	2354957	0.9023	3889	35244	0.0445182158665305	1	TRUE	T cells
human	blood	PR10_XXL_X-T-5	PR10XT5cell14	0.96088280662896	1344472	0.8837	3794	25343	0.0548080337765853	1	TRUE	T cells
human	blood	PR10_XXL_X-T-5	PR10XT5cell15	0.954183444782537	1188375	0.8915	3101	18072	0.0340858787073927	1	TRUE	T cells
human	blood	PR10_XXL_X-T-5	PR10XT5cell16	0.97627457429851	1295730	0.8875	3103	14160	0.0205508474576271	1	TRUE	T cells
human	blood	PR10_XXL_X-T-5	PR10XT5cell17	0.951110771153748	1826579	0.8821	3912	24076	0.0273716564213324	1	TRUE	T cells
human	blood	PR10_XXL_X-T-5	PR10XT5cell18	0.943102051031475	1796294	0.8696	3706	24843	0.0943525339129735	1	TRUE	T cells
human	blood	PR10_XXL_X-T-5	PR10XT5cell19	0.96917899437626	1179282	0.902	3337	18359	0.0453183724603737	1	TRUE	T cells
human	blood	PR10_XXL_X-T-5	PR10XT5cell20	0.916343811705518	909472	0.8462	2820	12111	0.0532573693336636	1	TRUE	T cells
human	blood	PR10_XXL_X-T-5	PR10XT5cell21	0.984717027287218	2247130	0.9079	3875	26616	0.0355425308085362	1	TRUE	T cells
human	blood	PR10_XXL_X-T-5	PR10XT5cell22	0.972134579122856	2245410	0.895	4233	32188	0.0342363613769106	1	TRUE	T cells
human	blood	PR10_XXL_X-T-5	PR10XT5cell23	0.981801011799816	3251374	0.9167	4319	36131	0.0367551410146412	1	TRUE	T cells
human	blood	PR10_XXL_X-T-5	PR10XT5cell24	0.984057241466002	1916398	0.8787	3716	26660	0.0384096024006002	1	TRUE	T cells
human	blood	PR10_XXL_X-T-5	PR10XT5cell25	0.961507383252575	1982621	0.8802	4207	33859	0.0346141350896364	1	TRUE	T cells
human	blood	PR10_XXL_X-T-5	PR10XT5cell26	0.938021563188149	2039893	0.8926	3863	26480	0.0463368580060423	1	TRUE	T cells
human	blood	PR10_XXL_X-T-5	PR10XT5cell27	0.974490173781062	1193791	0.8929	3498	19713	0.0421041952011363	1	TRUE	T cells
human	blood	PR10_XXL_X-T-5	PR10XT5cell28	0.897188251969542	848177	0.8208	2452	10070	0.0611717974180735	1	FALSE	NA
human	blood	PR10_XXL_X-T-5	PR10XT5cell29	0.972968667135046	1571564	0.8897	3476	20947	0.0318900081157206	1	TRUE	T cells
human	blood	PR10_XXL_X-T-5	PR10XT5cell30	0.967256443324186	1754479	0.9011	4049	27940	0.0360057265569077	1	TRUE	T cells
human	blood	PR10_XXL_X-T-5	PR10XT5cell31	0.926455616747661	473752	0.8672	3073	11796	0.0326381824347236	1	FALSE	NA
human	blood	PR10_XXL_X-T-5	PR10XT5cell32	0.90902079249285	480940	0.8365	2355	8389	0.0323042078912862	1	FALSE	NA
human	blood	PR10_XXL_X-T-5	PR10XT5cell33	0.942659371192601	1485214	0.8634	3330	27656	0.032253398900781	1	TRUE	T cells
human	blood	PR10_XXL_X-T-5	PR10XT5cell34	0.948855958481575	1995485	0.8851	3658	33504	0.0430396370582617	1	TRUE	T cells
human	blood	PR10_XXL_X-T-5	PR10XT5cell35	0.969382500209938	1105896	0.9015	3031	19864	0.0396697543294402	1	TRUE	T cells
human	blood	PR10_XXL_X-T-5	PR10XT5cell36	0.903883136292781	811284	0.8503	2615	12923	0.0491371972452217	1	TRUE	T cells
human	blood	PR10_XXL_X-T-5	PR10XT5cell37	0.979099996988472	1417475	0.9059	3087	23240	0.0251290877796902	1	TRUE	T cells
human	blood	PR10_XXL_X-T-5	PR10XT5cell38	0.978527339244294	2229181	0.9035	4214	46136	0.0282209120860066	1	TRUE	T cells
human	blood	PR10_XXL_X-T-5	PR10XT5cell39	0.971507976827285	1840196	0.8996	3574	34021	0.0352135445754093	1	TRUE	T cells
human	blood	PR10_XXL_X-T-5	PR10XT5cell40	0.985321305312689	1676714	0.8858	3222	29308	0.0350416268595605	1	TRUE	T cells
human	blood	PR10_XXL_X-T-5	PR10XT5cell41	0.935184522658661	1509108	0.8823	4013	49703	0.035551173973402	1	TRUE	T cells
human	blood	PR10_XXL_X-T-5	PR10XT5cell42	0.93447347576266	1600825	0.8681	3859	46967	0.0500564225945877	1	TRUE	T cells
human	blood	PR10_XXL_X-T-5	PR10XT5cell43	0.968206461742266	850376	0.8885	3217	27395	0.0407373608322687	1	TRUE	T cells
human	blood	PR10_XXL_X-T-5	PR10XT5cell44	0.923992190513543	1063978	0.8376	3185	25434	0.0518203978925847	1	TRUE	T cells
human	blood	PR10_XXL_X-T-5	PR10XT5cell45	0.966046936590007	1976730	0.914	4233	53590	0.0314984138831872	1	TRUE	T cells
human	blood	PR10_XXL_X-T-5	PR10XT5cell46	0.977761357301385	2660527	0.9131	4536	71493	0.032576615892465	1	TRUE	T cells
human	blood	PR10_XXL_X-T-5	PR10XT5cell47	0.939047483235944	683028	0.8678	3130	23002	0.0424310929484393	1	TRUE	T cells
human	blood	PR10_XXL_X-T-5	PR10XT5cell48	0.954748802644425	1137473	0.8916	3774	34658	0.029343874430146	1	TRUE	T cells
human	blood	PR10_XXL_X-T-5	PR10XT5cell49	0.939576548903072	1680428	0.8741	3695	30036	0.0357237981089359	1	TRUE	T cells
human	blood	PR10_XXL_X-T-5	PR10XT5cell50	0.952395457605309	2226870	0.8898	3653	31786	0.0472535078336375	1	TRUE	T cells
human	blood	PR10_XXL_X-T-5	PR10XT5cell51	0.967949985897591	1220762	0.8973	3073	21275	0.0362397179788484	1	TRUE	T cells
human	blood	PR10_XXL_X-T-5	PR10XT5cell52	0.901511753993928	812954	0.8236	2322	11556	0.0555555555555556	1	TRUE	T cells
human	blood	PR10_XXL_X-T-5	PR10XT5cell53	0.979293406905275	2279477	0.8969	3785	38119	0.0347333350822425	1	TRUE	T cells
human	blood	PR10_XXL_X-T-5	PR10XT5cell54	0.820475701686469	387116	0.8444	2362	7746	0.0263361735089078	1	FALSE	NA
human	blood	PR10_XXL_X-T-5	PR10XT5cell55	0.979074300830207	2643102	0.9117	3849	32297	0.0317366938105706	1	TRUE	T cells
human	blood	PR10_XXL_X-T-5	PR10XT5cell56	0.889025424818119	393502	0.8237	2280	9062	0.0382917678216729	1	FALSE	NA
human	blood	PR10_XXL_X-T-5	PR10XT5cell57	0.944270115441818	1782520	0.8803	4147	62046	0.0377139541630403	1	TRUE	T cells
