mdid	size	TF	PPI	GO	KEGG	class	avgCor_Small intestine.Fibro-COL14A1.14w	avgCor_Small intestine.Fibro-COL14A1.20w	avgCor_Small intestine.Fibro-COL6A5.20w	avgCor_Small intestine.SM-Visceral.20w	avgCor_Small intestine.T.20w	avgCor_Stomach.Fibro-ADAM28.14w	avgCor_Stomach.Fibro-ADAM28.20w	avgCor_Stomach.Fibro-FBLN1.14w	avgCor_Stomach.Fibro-FBLN1.20w	avgCor_Stomach.Fibro-IRF1.20w	avgExpr_Small intestine.Fibro-COL14A1.14w	avgExpr_Small intestine.Fibro-COL14A1.20w	avgExpr_Small intestine.Fibro-COL6A5.20w	avgExpr_Small intestine.SM-Visceral.20w	avgExpr_Small intestine.T.20w	avgExpr_Stomach.Fibro-ADAM28.14w	avgExpr_Stomach.Fibro-ADAM28.20w	avgExpr_Stomach.Fibro-FBLN1.14w	avgExpr_Stomach.Fibro-FBLN1.20w	avgExpr_Stomach.Fibro-IRF1.20w
SD109	18	TRUE	FALSE	TRUE	FALSE	Development	0.00510326066453964	0.0134040669840671	0.0351546745220623	0.0174248635870416	0.000435839801822207	0.114741921676747	0.0462338507334348	0.0187514517732441	0.0170102392455916	0.0623147933124112	119.311442959247	97.8705925168149	146.164261776267	82.8695205444135	39.5217224855586	145.069601592782	142.518129357032	89.0686751177009	85.0247244078979	121.02830921458
SD145	12	FALSE	FALSE	TRUE	FALSE	Development	0.0357492406585062	0.0486530342339037	0.0237811924655621	0.0337565281940926	-0.0196835753613309	0.0226437747319037	0.0258972574404755	0.0905906484898084	0.0300035828180109	0.0270900117096332	54.6638727239205	59.8263556745416	75.7146776657248	107.483079927854	72.0235695096837	148.0380374982	148.761309375998	68.5701729434487	61.947502485547	126.173799139121
SD14	50	TRUE	FALSE	TRUE	FALSE	Development	0.0888091633117904	0.054298533006424	0.0194610753578286	0.0247838512064657	0.0086837233481834	0.00818117856028009	0.0149646192028867	0.0277983330223374	0.0362664236547047	0.019172940461288	229.434527487484	188.705760858359	238.054617571057	247.864339538155	81.0628267814792	219.160061229683	194.425863817115	196.637269157007	172.952908422107	181.898609057807
SD111	34	TRUE	FALSE	TRUE	FALSE	Development	0.0112515140861576	0.0190902356095565	0.0332289480468233	0.0389293425838288	0.0162005395230428	0.0889475669414054	0.0241350544424414	0.00978704113885528	0.013797026997901	0.0340758036147568	168.153087900716	174.255975406167	239.361619492744	117.755734689657	124.491223905335	246.101772437911	255.455994607893	195.422872856775	200.181721453244	237.860684837426
SD53	25	FALSE	TRUE	TRUE	TRUE	Development	0.0292738930296429	0.0368602758647787	0.0192990804470438	0.0930406030596923	0.0222210252151014	0.017351572935574	0.0122955598660615	0.0167208598184956	0.0181569629859983	0.0216365558636503	294.006631228802	241.361584837921	375.145708552519	213.221750157626	27.7572788807102	278.550144154311	270.929337818133	252.550849367334	226.083292321955	220.34985201791
SD59	34	FALSE	FALSE	TRUE	FALSE	Development	0.0146694026013796	0.0182809361328025	0.0149963778303451	0.0955696966005631	0.0161871555397917	0.0110908839548188	0.0160662021353139	0.019777544599452	0.0294170048588722	0.0163072957919588	87.2949523940514	81.2607291194826	135.079319341085	161.400024238065	123.905898277082	127.101559729796	118.309369707885	99.5461653645858	89.3258633393222	106.692301738847
SD12	46	TRUE	TRUE	TRUE	TRUE	Development	0.134993347424064	0.0156679100103746	0.0101312082879938	0.0155364426013649	0.00291918645284686	0.00993156927207776	0.00925754012124317	0.0157741837615203	0.0161928851812698	0.0097511448236072	61.6060930483513	50.9130254941752	103.539094023418	56.8614973698573	28.7279261914297	99.6779244289447	126.717019557331	97.3838539862056	104.484512468507	107.487983588248
SD179	24	TRUE	TRUE	TRUE	TRUE	ECM organization	0.016480234937344	0.0149161440403542	0.0878964044341137	0.025862472971688	0.0204463848205154	0.208644651387763	0.145612511085139	0.0172831033711544	0.0138827411244754	0.208114612247153	360.218766745598	359.813498016061	431.705577473971	225.809695182453	54.6269666145884	390.121446971109	409.883637153925	276.091971527828	250.929333974458	340.233736615816
SD138	25	TRUE	TRUE	TRUE	TRUE	ECM organization	0.0182217990512724	0.0157399872696634	0.0891069701098292	0.0570942895811632	0.00964318408016799	0.19645394428715	0.174132800930157	0.0173374259505114	0.0162918126746249	0.160712767774174	210.549822817343	174.024721582503	442.130379954013	199.774415672491	48.0069924614959	431.055409624575	457.894237269142	186.35656738405	164.666126716226	356.956536682777
SD127	38	TRUE	TRUE	TRUE	TRUE	ECM organization	0.0350585201094076	0.0353027407079999	0.0845630765504643	0.0246712795332827	0.019807428707447	0.146357775987967	0.122243457761908	0.0240847210817748	0.0398634807370498	0.139470664686459	458.108248814287	439.749450830965	301.359092007906	454.393440313531	36.6476643059027	430.299656663521	372.643932755338	647.862489118087	545.173179124016	324.841921037137
SD41	20	FALSE	TRUE	TRUE	TRUE	ECM organization	0.0136989755000009	0.0302013099784133	0.214570951552565	0.0401919785313697	0.0354337495953018	0.0628183840968639	0.0457766488537895	0.0283571100983188	0.0267097627999436	0.0644638989290218	1336.95496886423	1425.97032185296	938.800166167559	555.752789481275	10.4627689776676	755.306159469786	608.190850398446	1436.47199032698	1063.12928496495	486.287039333168
SD52	12	TRUE	FALSE	TRUE	FALSE	ECM organization	0.0516753336666902	0.0365798797565382	0.039034201154423	0.186325377001479	0.0195072210825507	0.0664957340647389	0.0352229410459785	0.0188228934397204	0.0372207707852034	0.0439175705123558	261.681344714226	186.097225064048	502.544735480712	194.874587960238	10.4279657331762	409.202062809401	441.455416320111	246.164596615899	216.064295266976	359.04442740441
SD104	22	TRUE	FALSE	TRUE	FALSE	Gene expression regulation	0.0292713287852732	0.11210189003358	0.109547756494827	0.145836091849579	0.270683142048311	0.0388597577806639	0.0456140207792889	0.0927037635187162	0.0901232042867231	0.0604962767049214	85.7667334182657	171.737879554521	190.621013393228	170.498624209888	1501.55466174374	75.1731332698385	91.3338374686961	102.272223592751	135.108758579241	253.258877915784
SD57	22	TRUE	FALSE	TRUE	FALSE	Gene expression regulation	0.0180029121896917	0.0646185032008756	0.0590127200742171	0.123567412193316	0.0169151506684543	0.0201444973752413	0.0235409173455356	0.046211279739347	0.0564587976922497	0.031529956932564	103.734109040042	133.467835173889	137.150483584041	137.519665392982	523.142529115123	92.7639324220147	97.4278090567876	100.226558024444	109.908803791532	168.758195724151
SD103	21	TRUE	FALSE	TRUE	FALSE	Gene expression regulation	0.0150369573675674	0.0350999664544348	0.0269818192025548	0.0216698542509937	0.181223943119916	0.00602873440570437	0.0185307335058261	0.0219997941051999	0.0256706314738349	0.0199157441925872	162.840074889194	134.597947054921	175.751791832926	141.852269076049	386.642713480092	171.999905272997	133.914522867069	157.445776872802	118.185846441121	151.804279777731
SD71	33	FALSE	TRUE	TRUE	TRUE	Immune	0.0142549246522133	0.0351848801460814	0.0305571182034499	0.0373126200419129	0.248413564775534	0.0140096212927258	0.0246033981835028	0.00385045128393221	0.0155929983387631	0.0347434292710583	78.4384763688097	95.1000111446952	204.449129014069	121.989185055155	1033.48021606929	80.906422226584	101.616939833699	81.2694876266394	101.359723424881	129.192628360376
SD135	56	TRUE	TRUE	TRUE	TRUE	Metabolism	0.163727465703537	0.293543694414652	0.331893385557839	0.381192546420006	0.0927901117201482	0.217305793326314	0.220775215831732	0.336428685563123	0.309749763119653	0.0863721431240513	588.759764255975	1166.81240343971	982.971202135885	874.418328593032	906.022110550862	496.478788168128	481.239660411117	865.265358377875	1029.43861135307	1519.45710261388
SD31	126	TRUE	TRUE	TRUE	TRUE	Metabolism	0.0960117300460811	0.22435023992217	0.219188011556308	0.271579617514777	0.0543980396030328	0.109446910209649	0.11611770099254	0.221916365766002	0.224150688167078	0.065382435414137	396.374809249304	730.068597701026	628.234351697174	554.60286335655	643.317117473251	351.837095093709	350.247642927365	540.052531252179	661.465135558101	949.135730917043
SD167	120	TRUE	TRUE	TRUE	TRUE	Metabolism	0.0897929890863503	0.199204902202602	0.211696609298656	0.246399794356715	0.0574661394444521	0.104875822687153	0.111348399487629	0.211797652250887	0.256787546739991	0.0676494685426615	383.817668131342	718.543767905837	605.725384905182	543.395157160067	619.785164426809	334.266152033509	336.033897450735	525.994927271274	668.666390474407	932.441783889077
SD113	11	TRUE	TRUE	TRUE	FALSE	Metabolism	0.149954486314809	0.161898880951493	0.169965125232031	0.159700688587469	0.175042611474029	0.171890758145736	0.0992741949355203	0.190317338067236	0.15695395426503	0.110704010137786	466.632173742709	495.854889983333	661.982289105903	550.700338523473	1488.60862268306	509.942129323624	535.695412165592	416.480531970613	449.960516813221	645.284494450933
SD47	148	TRUE	TRUE	TRUE	TRUE	Metabolism	0.0812752052402681	0.18129953756684	0.225867511307028	0.237257647580888	0.0493887665306457	0.0911836535166791	0.0966798355014273	0.180741959192133	0.18684752711095	0.0640595028544856	304.192425176623	580.018536697722	526.604855879525	449.413514946789	592.332628100687	270.285595872837	267.02841120996	424.921832435183	505.043844322112	766.373909134039
SD58	161	TRUE	TRUE	TRUE	TRUE	Metabolism	0.0821949276045105	0.180943805960327	0.197547304809894	0.249920961367531	0.0451876276485229	0.091688289617912	0.0936800247521222	0.180528201325575	0.189016063569532	0.0584211541921238	307.452809195505	567.1055542011	498.461917384626	433.924242438871	503.68998367316	273.517839295968	264.76183740819	420.196682310979	502.974120662655	738.98936253036
SD22	26	TRUE	FALSE	TRUE	FALSE	Metabolism	0.105352815484504	0.124869066664299	0.0959823419935198	0.103566063461421	0.0773970486220281	0.102606555595581	0.0990521768156487	0.101481908366485	0.12122837488434	0.106991643808711	199.615396546479	181.748159212018	166.052833843251	198.890607663175	115.28605956814	221.682745585975	184.149433051632	188.54267343228	138.297770354747	162.561792097822
SD105	57	TRUE	TRUE	TRUE	TRUE	Metabolism	0.0455258687193618	0.0853727520414081	0.112603298853779	0.105884958659533	0.13195201991022	0.0587337077060551	0.0738424252966268	0.101348151880301	0.107100611882994	0.0336972464570405	241.577065220154	578.131577811655	491.512730721723	445.613865431704	429.889487437618	207.597345646583	263.361464601489	359.7966349318	545.446329719776	809.553569142125
SD166	38	TRUE	FALSE	TRUE	TRUE	Metabolism	0.0437563352666128	0.0941753906635237	0.0937976799401508	0.11179230502799	0.0469913265803688	0.0494202508870044	0.0541569580973429	0.102264242956304	0.116027481635702	0.0435311302652222	191.216041897077	308.206826348947	301.657077621869	233.082900437141	324.767794671723	193.763866981229	216.890872179585	239.160018096834	285.587707151866	391.86434724739
SD88	70	TRUE	TRUE	TRUE	TRUE	Metabolism	0.032924484187616	0.0347818230663086	0.0444544979773431	0.0392366583062576	0.17790929495256	0.0361981942555855	0.0396220783660013	0.044353997912525	0.0452675202573984	0.0325020753604315	247.629919695653	218.460354657336	228.589045588463	248.853948424198	287.702593162273	232.59854152386	274.475742423396	218.890329943271	258.116013466836	245.256002963267
SD95	28	TRUE	FALSE	TRUE	TRUE	Metabolism	0.0228844436071847	0.040279352115771	0.0246558964977313	0.0307922084931452	0.164697359765089	0.0318506902112511	0.0232564097767715	0.0285469972625706	0.0352416687492363	0.0246172403959387	97.6846254628044	83.8843196541214	90.2015979920785	97.0504508785996	105.829834020827	103.296794436207	90.3818493288829	92.9644508049433	84.3250289847615	87.9259840951465
