cluster	gene	size	boundary	protein_coding	lncRNA	sncRNA	pseudogene	Ig/TCR	tf
SD1	FIBIN	38	1:38	0.973684210526316	0.0263157894736842	0	0	0	0.0263157894736842
SD1	ADH1A	38	1:38	0.973684210526316	0.0263157894736842	0	0	0	0.0263157894736842
SD1	ADH1B	38	1:38	0.973684210526316	0.0263157894736842	0	0	0	0.0263157894736842
SD1	MAPK10	38	1:38	0.973684210526316	0.0263157894736842	0	0	0	0.0263157894736842
SD1	PRSS12	38	1:38	0.973684210526316	0.0263157894736842	0	0	0	0.0263157894736842
SD1	RSPO3	38	1:38	0.973684210526316	0.0263157894736842	0	0	0	0.0263157894736842
SD1	PCDH11X	38	1:38	0.973684210526316	0.0263157894736842	0	0	0	0.0263157894736842
SD1	PCDH11Y	38	1:38	0.973684210526316	0.0263157894736842	0	0	0	0.0263157894736842
SD1	SHISA3	38	1:38	0.973684210526316	0.0263157894736842	0	0	0	0.0263157894736842
SD1	C1QTNF3	38	1:38	0.973684210526316	0.0263157894736842	0	0	0	0.0263157894736842
SD1	PDGFD	38	1:38	0.973684210526316	0.0263157894736842	0	0	0	0.0263157894736842
SD2	SLC6A15	17	39:55	1	0	0	0	0	0.117647058823529
SD2	HOXC6	17	39:55	1	0	0	0	0	0.117647058823529
SD2	HOXC8	17	39:55	1	0	0	0	0	0.117647058823529
SD2	ISLR	17	39:55	1	0	0	0	0	0.117647058823529
SD2	FAM198B	17	39:55	1	0	0	0	0	0.117647058823529
SD2	PRSS35	17	39:55	1	0	0	0	0	0.117647058823529
SD2	ITGA4	17	39:55	1	0	0	0	0	0.117647058823529
SD2	CHRM2	17	39:55	1	0	0	0	0	0.117647058823529
SD2	EFNA5	17	39:55	1	0	0	0	0	0.117647058823529
SD2	GFRA2	17	39:55	1	0	0	0	0	0.117647058823529
SD2	GXYLT2	17	39:55	1	0	0	0	0	0.117647058823529
SD2	CYP26B1	17	39:55	1	0	0	0	0	0.117647058823529
SD2	PIEZO2	17	39:55	1	0	0	0	0	0.117647058823529
SD2	ALCAM	17	39:55	1	0	0	0	0	0.117647058823529
SD2	SPON1	17	39:55	1	0	0	0	0	0.117647058823529
SD2	SULF1	17	39:55	1	0	0	0	0	0.117647058823529
SD2	SULF2	17	39:55	1	0	0	0	0	0.117647058823529
SD3	SP5	38	56:93	1	0	0	0	0	0.0789473684210526
SD3	KCNN3	38	56:93	1	0	0	0	0	0.0789473684210526
SD3	FREM1	38	56:93	1	0	0	0	0	0.0789473684210526
SD3	PBX1	38	56:93	1	0	0	0	0	0.0789473684210526
SD3	KITLG	38	56:93	1	0	0	0	0	0.0789473684210526
SD3	ITPR1	38	56:93	1	0	0	0	0	0.0789473684210526
SD3	PLOD2	38	56:93	1	0	0	0	0	0.0789473684210526
SD3	TMTC2	38	56:93	1	0	0	0	0	0.0789473684210526
SD3	COL9A1	38	56:93	1	0	0	0	0	0.0789473684210526
SD3	SEPT11	38	56:93	1	0	0	0	0	0.0789473684210526
SD3	ZFHX4	38	56:93	1	0	0	0	0	0.0789473684210526
SD3	LRRN3	38	56:93	1	0	0	0	0	0.0789473684210526
SD3	NELL1	38	56:93	1	0	0	0	0	0.0789473684210526
SD3	FZD7	38	56:93	1	0	0	0	0	0.0789473684210526
SD3	SCN7A	38	56:93	1	0	0	0	0	0.0789473684210526
SD3	PDGFRA	38	56:93	1	0	0	0	0	0.0789473684210526
SD3	DHRS3	38	56:93	1	0	0	0	0	0.0789473684210526
SD3	MYO3B	38	56:93	1	0	0	0	0	0.0789473684210526
SD3	SLIT2	38	56:93	1	0	0	0	0	0.0789473684210526
SD3	GREM1	38	56:93	1	0	0	0	0	0.0789473684210526
SD3	TENM3	38	56:93	1	0	0	0	0	0.0789473684210526
SD3	SEMA3D	38	56:93	1	0	0	0	0	0.0789473684210526
SD3	TNC	38	56:93	1	0	0	0	0	0.0789473684210526
SD3	PTN	38	56:93	1	0	0	0	0	0.0789473684210526
SD3	C7	38	56:93	1	0	0	0	0	0.0789473684210526
SD3	ADAMTSL3	38	56:93	1	0	0	0	0	0.0789473684210526
SD3	LOX	38	56:93	1	0	0	0	0	0.0789473684210526
SD3	THBS2	38	56:93	1	0	0	0	0	0.0789473684210526
SD3	SPARC	38	56:93	1	0	0	0	0	0.0789473684210526
SD3	COL3A1	38	56:93	1	0	0	0	0	0.0789473684210526
SD3	COL1A2	38	56:93	1	0	0	0	0	0.0789473684210526
SD3	COL1A1	38	56:93	1	0	0	0	0	0.0789473684210526
SD3	MATN2	38	56:93	1	0	0	0	0	0.0789473684210526
SD3	DPT	38	56:93	1	0	0	0	0	0.0789473684210526
SD3	NPR3	38	56:93	1	0	0	0	0	0.0789473684210526
SD3	P4HA2	38	56:93	1	0	0	0	0	0.0789473684210526
SD3	NET1	38	56:93	1	0	0	0	0	0.0789473684210526
SD3	PMEPA1	38	56:93	1	0	0	0	0	0.0789473684210526
SD4	CEP128	24	94:117	0.375	0	0	0.625	0	0
SD4	AB019441.29	24	94:117	0.375	0	0	0.625	0	0
SD4	CAPZB	24	94:117	0.375	0	0	0.625	0	0
SD4	RPL3P2	24	94:117	0.375	0	0	0.625	0	0
SD4	RP11-478C6.4	24	94:117	0.375	0	0	0.625	0	0
SD4	RPL3P7	24	94:117	0.375	0	0	0.625	0	0
SD4	CTD-2287O16.1	24	94:117	0.375	0	0	0.625	0	0
SD4	RPS25	24	94:117	0.375	0	0	0.625	0	0
SD4	EEF1A1P13	24	94:117	0.375	0	0	0.625	0	0
SD4	MADD	24	94:117	0.375	0	0	0.625	0	0
SD4	SLC25A3	24	94:117	0.375	0	0	0.625	0	0
SD4	YWHAE	24	94:117	0.375	0	0	0.625	0	0
SD4	NKD1	24	94:117	0.375	0	0	0.625	0	0
SD4	OSTC	24	94:117	0.375	0	0	0.625	0	0
SD4	FTH1P12	24	94:117	0.375	0	0	0.625	0	0
SD4	FTH1P16	24	94:117	0.375	0	0	0.625	0	0
SD4	FTH1P5	24	94:117	0.375	0	0	0.625	0	0
SD4	FTH1P11	24	94:117	0.375	0	0	0.625	0	0
SD4	FTH1	24	94:117	0.375	0	0	0.625	0	0
SD4	FTH1P10	24	94:117	0.375	0	0	0.625	0	0
SD4	FTH1P7	24	94:117	0.375	0	0	0.625	0	0
SD4	FTH1P8	24	94:117	0.375	0	0	0.625	0	0
SD4	FTH1P2	24	94:117	0.375	0	0	0.625	0	0
SD4	FTH1P20	24	94:117	0.375	0	0	0.625	0	0
SD5	ATP6V0E1	34	118:151	0.529411764705882	0.0882352941176471	0.0588235294117647	0.323529411764706	0	0
SD5	LIPA	34	118:151	0.529411764705882	0.0882352941176471	0.0588235294117647	0.323529411764706	0	0
SD5	UQCRB	34	118:151	0.529411764705882	0.0882352941176471	0.0588235294117647	0.323529411764706	0	0
SD5	EPB41L4A-AS1	34	118:151	0.529411764705882	0.0882352941176471	0.0588235294117647	0.323529411764706	0	0
SD5	ZFAS1	34	118:151	0.529411764705882	0.0882352941176471	0.0588235294117647	0.323529411764706	0	0
SD5	AC098614.2	34	118:151	0.529411764705882	0.0882352941176471	0.0588235294117647	0.323529411764706	0	0
SD5	TPM4	34	118:151	0.529411764705882	0.0882352941176471	0.0588235294117647	0.323529411764706	0	0
SD5	RHOA	34	118:151	0.529411764705882	0.0882352941176471	0.0588235294117647	0.323529411764706	0	0
SD5	ACTB	34	118:151	0.529411764705882	0.0882352941176471	0.0588235294117647	0.323529411764706	0	0
SD5	TMSB4X	34	118:151	0.529411764705882	0.0882352941176471	0.0588235294117647	0.323529411764706	0	0
SD5	IGBP1	34	118:151	0.529411764705882	0.0882352941176471	0.0588235294117647	0.323529411764706	0	0
SD5	EIF4BP3	34	118:151	0.529411764705882	0.0882352941176471	0.0588235294117647	0.323529411764706	0	0
SD5	EIF4B	34	118:151	0.529411764705882	0.0882352941176471	0.0588235294117647	0.323529411764706	0	0
SD5	EIF4BP6	34	118:151	0.529411764705882	0.0882352941176471	0.0588235294117647	0.323529411764706	0	0
SD5	EIF4BP7	34	118:151	0.529411764705882	0.0882352941176471	0.0588235294117647	0.323529411764706	0	0
SD5	MIR1244-3	34	118:151	0.529411764705882	0.0882352941176471	0.0588235294117647	0.323529411764706	0	0
SD5	PTMA	34	118:151	0.529411764705882	0.0882352941176471	0.0588235294117647	0.323529411764706	0	0
SD5	MIR1244-2	34	118:151	0.529411764705882	0.0882352941176471	0.0588235294117647	0.323529411764706	0	0
SD5	PTMAP5	34	118:151	0.529411764705882	0.0882352941176471	0.0588235294117647	0.323529411764706	0	0
SD5	PTMAP2	34	118:151	0.529411764705882	0.0882352941176471	0.0588235294117647	0.323529411764706	0	0
SD5	PTMAP4	34	118:151	0.529411764705882	0.0882352941176471	0.0588235294117647	0.323529411764706	0	0
SD5	NPM1P6	34	118:151	0.529411764705882	0.0882352941176471	0.0588235294117647	0.323529411764706	0	0
SD5	NPM1P27	34	118:151	0.529411764705882	0.0882352941176471	0.0588235294117647	0.323529411764706	0	0
SD5	NPM1	34	118:151	0.529411764705882	0.0882352941176471	0.0588235294117647	0.323529411764706	0	0
SD5	AC004069.2	34	118:151	0.529411764705882	0.0882352941176471	0.0588235294117647	0.323529411764706	0	0
SD5	HNRNPA1P10	34	118:151	0.529411764705882	0.0882352941176471	0.0588235294117647	0.323529411764706	0	0
SD5	HNRNPA1L2	34	118:151	0.529411764705882	0.0882352941176471	0.0588235294117647	0.323529411764706	0	0
SD5	HNRNPA1	34	118:151	0.529411764705882	0.0882352941176471	0.0588235294117647	0.323529411764706	0	0
SD5	HNRNPA1P48	34	118:151	0.529411764705882	0.0882352941176471	0.0588235294117647	0.323529411764706	0	0
SD5	NAP1L1	34	118:151	0.529411764705882	0.0882352941176471	0.0588235294117647	0.323529411764706	0	0
SD5	ACTG1	34	118:151	0.529411764705882	0.0882352941176471	0.0588235294117647	0.323529411764706	0	0
SD5	EIF3E	34	118:151	0.529411764705882	0.0882352941176471	0.0588235294117647	0.323529411764706	0	0
SD5	PABPC1	34	118:151	0.529411764705882	0.0882352941176471	0.0588235294117647	0.323529411764706	0	0
SD5	VIM	34	118:151	0.529411764705882	0.0882352941176471	0.0588235294117647	0.323529411764706	0	0
SD6	PEBP1	48	152:199	0.520833333333333	0.0208333333333333	0	0.458333333333333	0	0
SD6	RPL13	48	152:199	0.520833333333333	0.0208333333333333	0	0.458333333333333	0	0
SD6	RPL13P12	48	152:199	0.520833333333333	0.0208333333333333	0	0.458333333333333	0	0
SD6	RPL37	48	152:199	0.520833333333333	0.0208333333333333	0	0.458333333333333	0	0
SD6	RPS7P10	48	152:199	0.520833333333333	0.0208333333333333	0	0.458333333333333	0	0
SD6	RPS7P11	48	152:199	0.520833333333333	0.0208333333333333	0	0.458333333333333	0	0
SD6	RPS7	48	152:199	0.520833333333333	0.0208333333333333	0	0.458333333333333	0	0
SD6	RPS7P1	48	152:199	0.520833333333333	0.0208333333333333	0	0.458333333333333	0	0
SD6	RPL24P8	48	152:199	0.520833333333333	0.0208333333333333	0	0.458333333333333	0	0
SD6	RPL10P6	48	152:199	0.520833333333333	0.0208333333333333	0	0.458333333333333	0	0
SD6	RPL10P9	48	152:199	0.520833333333333	0.0208333333333333	0	0.458333333333333	0	0
SD6	RPL10P16	48	152:199	0.520833333333333	0.0208333333333333	0	0.458333333333333	0	0
SD6	RPL10	48	152:199	0.520833333333333	0.0208333333333333	0	0.458333333333333	0	0
SD6	RPL9P32	48	152:199	0.520833333333333	0.0208333333333333	0	0.458333333333333	0	0
SD6	RPL9P7	48	152:199	0.520833333333333	0.0208333333333333	0	0.458333333333333	0	0
SD6	RACK1	48	152:199	0.520833333333333	0.0208333333333333	0	0.458333333333333	0	0
SD6	BTF3	48	152:199	0.520833333333333	0.0208333333333333	0	0.458333333333333	0	0
SD6	TOMM7	48	152:199	0.520833333333333	0.0208333333333333	0	0.458333333333333	0	0
SD6	LRRC75A-AS1	48	152:199	0.520833333333333	0.0208333333333333	0	0.458333333333333	0	0
SD6	RPL8	48	152:199	0.520833333333333	0.0208333333333333	0	0.458333333333333	0	0
SD6	RPLP1	48	152:199	0.520833333333333	0.0208333333333333	0	0.458333333333333	0	0
SD6	RPL32	48	152:199	0.520833333333333	0.0208333333333333	0	0.458333333333333	0	0
SD6	EDF1	48	152:199	0.520833333333333	0.0208333333333333	0	0.458333333333333	0	0
SD6	COX6C	48	152:199	0.520833333333333	0.0208333333333333	0	0.458333333333333	0	0
SD6	RP11-69L16.5	48	152:199	0.520833333333333	0.0208333333333333	0	0.458333333333333	0	0
SD6	RPS3	48	152:199	0.520833333333333	0.0208333333333333	0	0.458333333333333	0	0
SD6	RPL36	48	152:199	0.520833333333333	0.0208333333333333	0	0.458333333333333	0	0
SD6	RPL14	48	152:199	0.520833333333333	0.0208333333333333	0	0.458333333333333	0	0
SD6	RPL14P1	48	152:199	0.520833333333333	0.0208333333333333	0	0.458333333333333	0	0
SD6	RPL35A	48	152:199	0.520833333333333	0.0208333333333333	0	0.458333333333333	0	0
SD6	RPL29	48	152:199	0.520833333333333	0.0208333333333333	0	0.458333333333333	0	0
SD6	RPS13	48	152:199	0.520833333333333	0.0208333333333333	0	0.458333333333333	0	0
SD6	RPS29	48	152:199	0.520833333333333	0.0208333333333333	0	0.458333333333333	0	0
SD6	RPS21	48	152:199	0.520833333333333	0.0208333333333333	0	0.458333333333333	0	0
SD6	RPS23P8	48	152:199	0.520833333333333	0.0208333333333333	0	0.458333333333333	0	0
SD6	RPL7P32	48	152:199	0.520833333333333	0.0208333333333333	0	0.458333333333333	0	0
SD6	RPL7P23	48	152:199	0.520833333333333	0.0208333333333333	0	0.458333333333333	0	0
SD6	RPL7P9	48	152:199	0.520833333333333	0.0208333333333333	0	0.458333333333333	0	0
SD6	RPL7P1	48	152:199	0.520833333333333	0.0208333333333333	0	0.458333333333333	0	0
SD6	RPL7	48	152:199	0.520833333333333	0.0208333333333333	0	0.458333333333333	0	0
SD6	RPS3AP5	48	152:199	0.520833333333333	0.0208333333333333	0	0.458333333333333	0	0
SD6	AC010468.1	48	152:199	0.520833333333333	0.0208333333333333	0	0.458333333333333	0	0
SD6	RPS3AP47	48	152:199	0.520833333333333	0.0208333333333333	0	0.458333333333333	0	0
SD6	RPS3AP6	48	152:199	0.520833333333333	0.0208333333333333	0	0.458333333333333	0	0
SD6	RPS3A	48	152:199	0.520833333333333	0.0208333333333333	0	0.458333333333333	0	0
SD6	RPS3AP26	48	152:199	0.520833333333333	0.0208333333333333	0	0.458333333333333	0	0
SD6	FAU	48	152:199	0.520833333333333	0.0208333333333333	0	0.458333333333333	0	0
SD6	RPL26	48	152:199	0.520833333333333	0.0208333333333333	0	0.458333333333333	0	0
SD7	RPS4X	22	200:221	0.5	0	0	0.5	0	0
SD7	RPL22	22	200:221	0.5	0	0	0.5	0	0
SD7	RPS11	22	200:221	0.5	0	0	0.5	0	0
SD7	RPL15	22	200:221	0.5	0	0	0.5	0	0
SD7	RPL30	22	200:221	0.5	0	0	0.5	0	0
SD7	RPL10AP6	22	200:221	0.5	0	0	0.5	0	0
SD7	RPL10A	22	200:221	0.5	0	0	0.5	0	0
SD7	RPL6	22	200:221	0.5	0	0	0.5	0	0
SD7	RPL6P27	22	200:221	0.5	0	0	0.5	0	0
SD7	RP11-408P14.1	22	200:221	0.5	0	0	0.5	0	0
SD7	AC009245.3	22	200:221	0.5	0	0	0.5	0	0
SD7	RP4-706A16.3	22	200:221	0.5	0	0	0.5	0	0
SD7	RP11-20O24.4	22	200:221	0.5	0	0	0.5	0	0
SD7	RP11-234A1.1	22	200:221	0.5	0	0	0.5	0	0
SD7	RPS18	22	200:221	0.5	0	0	0.5	0	0
SD7	RP11-371A22.1	22	200:221	0.5	0	0	0.5	0	0
SD7	EEF1A1P11	22	200:221	0.5	0	0	0.5	0	0
SD7	EEF1A1P6	22	200:221	0.5	0	0	0.5	0	0
SD7	EEF1A1	22	200:221	0.5	0	0	0.5	0	0
SD7	EEF1A1P5	22	200:221	0.5	0	0	0.5	0	0
SD7	RPL37A	22	200:221	0.5	0	0	0.5	0	0
SD7	RPL27A	22	200:221	0.5	0	0	0.5	0	0
SD8	RPLP2	33	222:254	0.757575757575758	0	0	0.242424242424242	0	0
SD8	RPS27A	33	222:254	0.757575757575758	0	0	0.242424242424242	0	0
SD8	RPL38	33	222:254	0.757575757575758	0	0	0.242424242424242	0	0
SD8	RPL5	33	222:254	0.757575757575758	0	0	0.242424242424242	0	0
SD8	RPL5P34	33	222:254	0.757575757575758	0	0	0.242424242424242	0	0
SD8	RPL11	33	222:254	0.757575757575758	0	0	0.242424242424242	0	0
SD8	RPS16	33	222:254	0.757575757575758	0	0	0.242424242424242	0	0
SD8	RPL27	33	222:254	0.757575757575758	0	0	0.242424242424242	0	0
SD8	RPL31	33	222:254	0.757575757575758	0	0	0.242424242424242	0	0
SD8	RPS12	33	222:254	0.757575757575758	0	0	0.242424242424242	0	0
SD8	RPL4	33	222:254	0.757575757575758	0	0	0.242424242424242	0	0
SD8	RPL9	33	222:254	0.757575757575758	0	0	0.242424242424242	0	0
SD8	RPL9P9	33	222:254	0.757575757575758	0	0	0.242424242424242	0	0
SD8	RPL3P4	33	222:254	0.757575757575758	0	0	0.242424242424242	0	0
SD8	RPL3	33	222:254	0.757575757575758	0	0	0.242424242424242	0	0
SD8	RPL34	33	222:254	0.757575757575758	0	0	0.242424242424242	0	0
SD8	RPS20	33	222:254	0.757575757575758	0	0	0.242424242424242	0	0
SD8	RPS23	33	222:254	0.757575757575758	0	0	0.242424242424242	0	0
SD8	TPT1	33	222:254	0.757575757575758	0	0	0.242424242424242	0	0
SD8	RPL23	33	222:254	0.757575757575758	0	0	0.242424242424242	0	0
SD8	RPS6	33	222:254	0.757575757575758	0	0	0.242424242424242	0	0
SD8	RPS17	33	222:254	0.757575757575758	0	0	0.242424242424242	0	0
SD8	RPL13AP5	33	222:254	0.757575757575758	0	0	0.242424242424242	0	0
SD8	RPL13AP25	33	222:254	0.757575757575758	0	0	0.242424242424242	0	0
SD8	RPL13A	33	222:254	0.757575757575758	0	0	0.242424242424242	0	0
SD8	RPL24	33	222:254	0.757575757575758	0	0	0.242424242424242	0	0
SD8	RPS8	33	222:254	0.757575757575758	0	0	0.242424242424242	0	0
SD8	RPS24	33	222:254	0.757575757575758	0	0	0.242424242424242	0	0
SD8	RPL19P16	33	222:254	0.757575757575758	0	0	0.242424242424242	0	0
SD8	RPL19	33	222:254	0.757575757575758	0	0	0.242424242424242	0	0
SD8	RPLP0P6	33	222:254	0.757575757575758	0	0	0.242424242424242	0	0
SD8	CTB-63M22.1	33	222:254	0.757575757575758	0	0	0.242424242424242	0	0
SD8	RPLP0	33	222:254	0.757575757575758	0	0	0.242424242424242	0	0
SD9	GSTP1	20	255:274	0.95	0	0	0.05	0	0
SD9	NDUFA13	20	255:274	0.95	0	0	0.05	0	0
SD9	RHOC	20	255:274	0.95	0	0	0.05	0	0
SD9	CHID1	20	255:274	0.95	0	0	0.05	0	0
SD9	MDK	20	255:274	0.95	0	0	0.05	0	0
SD9	CD99--1	20	255:274	0.95	0	0	0.05	0	0
SD9	PPP2R1A	20	255:274	0.95	0	0	0.05	0	0
SD9	NUMA1	20	255:274	0.95	0	0	0.05	0	0
SD9	ALDOA	20	255:274	0.95	0	0	0.05	0	0
SD9	EEF1D	20	255:274	0.95	0	0	0.05	0	0
SD9	UBXN1	20	255:274	0.95	0	0	0.05	0	0
SD9	RPL18A	20	255:274	0.95	0	0	0.05	0	0
SD9	RPS14	20	255:274	0.95	0	0	0.05	0	0
SD9	RPL28	20	255:274	0.95	0	0	0.05	0	0
SD9	SPCS2P4	20	255:274	0.95	0	0	0.05	0	0
SD9	SPCS2	20	255:274	0.95	0	0	0.05	0	0
SD9	HAUS3	20	255:274	0.95	0	0	0.05	0	0
SD9	C19orf66	20	255:274	0.95	0	0	0.05	0	0
SD9	IQCE	20	255:274	0.95	0	0	0.05	0	0
SD9	FAM120A	20	255:274	0.95	0	0	0.05	0	0
SD10	GNL2	10	275:284	1	0	0	0	0	0
SD10	TIMP1	10	275:284	1	0	0	0	0	0
SD10	UBE2V2	10	275:284	1	0	0	0	0	0
SD10	PSMC3	10	275:284	1	0	0	0	0	0
SD10	SEC61A2	10	275:284	1	0	0	0	0	0
SD10	MPP2	10	275:284	1	0	0	0	0	0
SD10	STIP1	10	275:284	1	0	0	0	0	0
SD10	NUDT15	10	275:284	1	0	0	0	0	0
SD10	RNF165	10	275:284	1	0	0	0	0	0
SD10	LARGE1	10	275:284	1	0	0	0	0	0
SD11	UNG	31	285:315	1	0	0	0	0	0.0645161290322581
SD11	CDCA7	31	285:315	1	0	0	0	0	0.0645161290322581
SD11	RNASEH2A	31	285:315	1	0	0	0	0	0.0645161290322581
SD11	MCM6	31	285:315	1	0	0	0	0	0.0645161290322581
SD11	TIPIN	31	285:315	1	0	0	0	0	0.0645161290322581
SD11	MCM3	31	285:315	1	0	0	0	0	0.0645161290322581
SD11	NUSAP1	31	285:315	1	0	0	0	0	0.0645161290322581
SD11	RFC4	31	285:315	1	0	0	0	0	0.0645161290322581
SD11	TUBA1B	31	285:315	1	0	0	0	0	0.0645161290322581
SD11	TYMS	31	285:315	1	0	0	0	0	0.0645161290322581
SD11	RMI2	31	285:315	1	0	0	0	0	0.0645161290322581
SD11	CENPK	31	285:315	1	0	0	0	0	0.0645161290322581
SD11	FANCA	31	285:315	1	0	0	0	0	0.0645161290322581
SD11	ATAD5	31	285:315	1	0	0	0	0	0.0645161290322581
SD11	FEN1	31	285:315	1	0	0	0	0	0.0645161290322581
SD11	CHEK1	31	285:315	1	0	0	0	0	0.0645161290322581
SD11	MCM8	31	285:315	1	0	0	0	0	0.0645161290322581
SD11	DSN1	31	285:315	1	0	0	0	0	0.0645161290322581
SD11	MCM4	31	285:315	1	0	0	0	0	0.0645161290322581
SD11	WDHD1	31	285:315	1	0	0	0	0	0.0645161290322581
SD11	TCF19	31	285:315	1	0	0	0	0	0.0645161290322581
SD11	KNTC1	31	285:315	1	0	0	0	0	0.0645161290322581
SD11	MCM5	31	285:315	1	0	0	0	0	0.0645161290322581
SD11	TIMELESS	31	285:315	1	0	0	0	0	0.0645161290322581
SD11	MCM2	31	285:315	1	0	0	0	0	0.0645161290322581
SD11	GINS2	31	285:315	1	0	0	0	0	0.0645161290322581
SD11	PUS7	31	285:315	1	0	0	0	0	0.0645161290322581
SD11	PCNA	31	285:315	1	0	0	0	0	0.0645161290322581
SD11	GMNN	31	285:315	1	0	0	0	0	0.0645161290322581
SD11	SCARA3	31	285:315	1	0	0	0	0	0.0645161290322581
SD11	FANCI	31	285:315	1	0	0	0	0	0.0645161290322581
SD12	P2RY1	46	316:361	0.978260869565217	0.0217391304347826	0	0	0	0.260869565217391
SD12	DDX3Y	46	316:361	0.978260869565217	0.0217391304347826	0	0	0	0.260869565217391
SD12	FAM84A	46	316:361	0.978260869565217	0.0217391304347826	0	0	0	0.260869565217391
SD12	PUDP	46	316:361	0.978260869565217	0.0217391304347826	0	0	0	0.260869565217391
SD12	SFT2D2	46	316:361	0.978260869565217	0.0217391304347826	0	0	0	0.260869565217391
SD12	OLFML2A	46	316:361	0.978260869565217	0.0217391304347826	0	0	0	0.260869565217391
SD12	HLA-DRA	46	316:361	0.978260869565217	0.0217391304347826	0	0	0	0.260869565217391
SD12	RP11-713P17.3	46	316:361	0.978260869565217	0.0217391304347826	0	0	0	0.260869565217391
SD12	ZFHX3	46	316:361	0.978260869565217	0.0217391304347826	0	0	0	0.260869565217391
SD12	LANCL2	46	316:361	0.978260869565217	0.0217391304347826	0	0	0	0.260869565217391
SD12	PLAG1	46	316:361	0.978260869565217	0.0217391304347826	0	0	0	0.260869565217391
SD12	COL13A1	46	316:361	0.978260869565217	0.0217391304347826	0	0	0	0.260869565217391
SD12	GOLGA8A	46	316:361	0.978260869565217	0.0217391304347826	0	0	0	0.260869565217391
SD12	GOLGA8B	46	316:361	0.978260869565217	0.0217391304347826	0	0	0	0.260869565217391
SD12	BMP4	46	316:361	0.978260869565217	0.0217391304347826	0	0	0	0.260869565217391
SD12	CRABP2	46	316:361	0.978260869565217	0.0217391304347826	0	0	0	0.260869565217391
SD12	ADAMTS17	46	316:361	0.978260869565217	0.0217391304347826	0	0	0	0.260869565217391
SD12	KLF4	46	316:361	0.978260869565217	0.0217391304347826	0	0	0	0.260869565217391
SD12	MXRA5	46	316:361	0.978260869565217	0.0217391304347826	0	0	0	0.260869565217391
SD12	TSPAN5	46	316:361	0.978260869565217	0.0217391304347826	0	0	0	0.260869565217391
SD12	CDH13	46	316:361	0.978260869565217	0.0217391304347826	0	0	0	0.260869565217391
SD12	THRB	46	316:361	0.978260869565217	0.0217391304347826	0	0	0	0.260869565217391
SD12	CCDC80	46	316:361	0.978260869565217	0.0217391304347826	0	0	0	0.260869565217391
SD12	TMEM132C	46	316:361	0.978260869565217	0.0217391304347826	0	0	0	0.260869565217391
SD12	ZNF385D	46	316:361	0.978260869565217	0.0217391304347826	0	0	0	0.260869565217391
