tissue	cluster	ident	myAUC	avg_diff	power	avg_logFC	pct.1	pct.2	p_val_adj	gene	spec
stomach	1	Fibro-FBLN1	0.751	0.786338726691882	0.502	0.786338726691882	0.566	0.076	NA	GDF6	FALSE
stomach	1	Fibro-FBLN1	0.745	0.751576783633518	0.49	0.751576783633518	0.601	0.152	NA	CNTNAP2	FALSE
stomach	1	Fibro-FBLN1	0.725	0.770278084090645	0.45	0.770278084090645	0.514	0.078	NA	DLK1	FALSE
stomach	1	Fibro-FBLN1	0.709	1.04142601605304	0.418	1.04142601605304	0.634	0.293	NA	CADM3	FALSE
stomach	2	Fibro-IRF1	0.849	1.18095985813912	0.698	1.18095985813912	0.976	0.71	NA	IRF1	FALSE
stomach	2	Fibro-IRF1	0.838	0.858181604855596	0.676	0.858181604855596	0.998	0.911	NA	MCL1	FALSE
stomach	2	Fibro-IRF1	0.83	0.948354368625853	0.66	0.948354368625853	1	0.981	NA	FOSB	FALSE
stomach	2	Fibro-IRF1	0.829	0.899635637443541	0.658	0.899635637443541	0.933	0.466	NA	BTG2	FALSE
stomach	2	Fibro-IRF1	0.829	0.747023169047498	0.658	0.747023169047498	0.909	0.431	NA	SOCS3	FALSE
stomach	2	Fibro-IRF1	0.828	0.819394254781832	0.656	0.819394254781832	1	0.912	NA	DNAJA1	FALSE
stomach	2	Fibro-IRF1	0.827	0.738987230570033	0.654	0.738987230570033	1	0.995	NA	HSP90AA1	FALSE
stomach	2	Fibro-IRF1	0.826	1.11494659585279	0.652	1.11494659585279	0.938	0.65	NA	KLF10	FALSE
stomach	2	Fibro-IRF1	0.825	0.806800843822725	0.65	0.806800843822725	1	0.933	NA	FOS	FALSE
stomach	2	Fibro-IRF1	0.819	0.833028719948291	0.638	0.833028719948291	1	0.966	NA	EGR1	FALSE
stomach	2	Fibro-IRF1	0.813	1.12781810599495	0.626	1.12781810599495	0.922	0.525	NA	CTD-3252C9.4	FALSE
stomach	2	Fibro-IRF1	0.813	0.769001645079856	0.626	0.769001645079856	0.926	0.478	NA	NFKBIZ	FALSE
stomach	2	Fibro-IRF1	0.799	0.773034965945434	0.598	0.773034965945434	0.884	0.422	NA	ZFP36	FALSE
stomach	2	Fibro-IRF1	0.782	0.696795300951945	0.564	0.696795300951945	0.99	0.907	NA	HSPD1	FALSE
stomach	2	Fibro-IRF1	0.771	0.703504427243358	0.542	0.703504427243358	0.963	0.822	NA	HSPE1	FALSE
stomach	2	Fibro-IRF1	0.762	0.745826262456044	0.524	0.745826262456044	0.895	0.543	NA	DNAJB4	FALSE
stomach	2	Fibro-IRF1	0.759	0.817734082761094	0.518	0.817734082761094	0.961	0.792	NA	HSPH1	FALSE
stomach	2	Fibro-IRF1	0.754	0.693523747304028	0.508	0.693523747304028	0.702	0.245	NA	CSRNP1	FALSE
stomach	2	Fibro-IRF1	0.748	0.900597448406333	0.496	0.900597448406333	0.821	0.469	NA	IER3	FALSE
stomach	2	Fibro-IRF1	0.728	0.878928730645826	0.456	0.878928730645826	0.993	0.898	NA	MEG3	FALSE
stomach	3	Fibro-Prol	0.976	1.88161253058	0.952	1.88161253058	1	0.959	NA	TUBA1B	TRUE
stomach	3	Fibro-Prol	0.974	2.79030412460351	0.948	2.79030412460351	0.99	0.518	NA	TYMS	TRUE
stomach	3	Fibro-Prol	0.935	1.94688108549392	0.87	1.94688108549392	0.98	0.69	NA	HMGB2	TRUE
stomach	3	Fibro-Prol	0.93	1.37191432153217	0.86	1.37191432153217	0.892	0.091	NA	ZWINT	TRUE
stomach	3	Fibro-Prol	0.904	1.29103746390197	0.808	1.29103746390197	0.993	0.889	NA	STMN1	FALSE
stomach	3	Fibro-Prol	0.903	1.31558653084818	0.806	1.31558653084818	0.997	0.924	NA	TUBB	TRUE
stomach	3	Fibro-Prol	0.9	1.66030198994337	0.8	1.66030198994337	0.966	0.579	NA	SMC4	TRUE
stomach	3	Fibro-Prol	0.891	1.15708001867731	0.782	1.15708001867731	0.922	0.314	NA	SMC2	TRUE
stomach	3	Fibro-Prol	0.885	1.0383489135745	0.77	1.0383489135745	0.946	0.403	NA	NSD2	TRUE
stomach	3	Fibro-Prol	0.883	0.988844351231648	0.766	0.988844351231648	1	0.985	NA	HMGB1	TRUE
stomach	3	Fibro-Prol	0.88	0.91555069535245	0.76	0.91555069535245	0.828	0.122	NA	FANCI	TRUE
stomach	3	Fibro-Prol	0.876	2.29611317333009	0.752	2.29611317333009	0.791	0.096	NA	TOP2A	TRUE
stomach	3	Fibro-Prol	0.876	1.15086192655104	0.752	1.15086192655104	0.878	0.267	NA	ATAD2	TRUE
stomach	3	Fibro-Prol	0.872	1.21013214721894	0.744	1.21013214721894	0.875	0.268	NA	TIMELESS	TRUE
stomach	3	Fibro-Prol	0.871	1.13238989806398	0.742	1.13238989806398	0.787	0.1	NA	NUSAP1	TRUE
stomach	3	Fibro-Prol	0.87	1.26698979616909	0.74	1.26698979616909	0.885	0.413	NA	PCNA	TRUE
stomach	3	Fibro-Prol	0.869	1.09048477625934	0.738	1.09048477625934	0.841	0.194	NA	BRCA1	TRUE
stomach	3	Fibro-Prol	0.867	1.95803150913077	0.734	1.95803150913077	0.797	0.154	NA	PRC1	TRUE
stomach	3	Fibro-Prol	0.867	1.00504748760079	0.734	1.00504748760079	0.895	0.358	NA	RRM1	TRUE
stomach	3	Fibro-Prol	0.867	0.713180117427358	0.734	0.713180117427358	0.787	0.077	NA	CENPK	TRUE
stomach	3	Fibro-Prol	0.865	1.07745740521253	0.73	1.07745740521253	0.828	0.221	NA	MCM4	TRUE
stomach	3	Fibro-Prol	0.865	0.896635766373239	0.73	0.896635766373239	0.993	0.883	NA	DEK	TRUE
stomach	3	Fibro-Prol	0.865	0.894792666258497	0.73	0.894792666258497	1	0.811	NA	PSIP1	TRUE
stomach	3	Fibro-Prol	0.864	0.9871829978855	0.728	0.9871829978855	0.983	0.758	NA	H2AFV	TRUE
stomach	3	Fibro-Prol	0.863	0.931594942132479	0.726	0.931594942132479	1	0.814	NA	CBX5	TRUE
stomach	3	Fibro-Prol	0.86	1.18977605927266	0.72	1.18977605927266	0.865	0.335	NA	HELLS	TRUE
stomach	3	Fibro-Prol	0.854	0.894747571295419	0.708	0.894747571295419	1	0.962	NA	NUCKS1	TRUE
stomach	3	Fibro-Prol	0.853	0.935497678462754	0.706	0.935497678462754	0.916	0.446	NA	EZH2	FALSE
stomach	3	Fibro-Prol	0.852	0.882682239095428	0.704	0.882682239095428	0.993	0.897	NA	HMGB1P5	TRUE
stomach	3	Fibro-Prol	0.85	1.07148726252505	0.7	1.07148726252505	0.797	0.179	NA	GINS2	TRUE
stomach	3	Fibro-Prol	0.849	1.07355230404836	0.698	1.07355230404836	0.828	0.258	NA	DHFR	TRUE
stomach	3	Fibro-Prol	0.847	1.10824565130483	0.694	1.10824565130483	0.78	0.177	NA	FEN1	TRUE
stomach	3	Fibro-Prol	0.844	1.14061773389366	0.688	1.14061773389366	0.72	0.059	NA	FAM111B	TRUE
stomach	3	Fibro-Prol	0.843	1.38568081052642	0.686	1.38568081052642	0.716	0.058	NA	ANLN	TRUE
stomach	3	Fibro-Prol	0.843	0.868587833880677	0.686	0.868587833880677	0.784	0.16	NA	TCF19	TRUE
stomach	3	Fibro-Prol	0.84	1.31968083293714	0.68	1.31968083293714	0.753	0.145	NA	SPAG5	TRUE
stomach	3	Fibro-Prol	0.84	0.987176366259504	0.68	0.987176366259504	0.794	0.177	NA	CHEK1	TRUE
stomach	3	Fibro-Prol	0.84	0.760016617026893	0.68	0.760016617026893	0.807	0.201	NA	RNASEH2A	TRUE
stomach	3	Fibro-Prol	0.839	0.713305903038054	0.678	0.713305903038054	0.757	0.125	NA	PCLAF	FALSE
stomach	3	Fibro-Prol	0.838	0.835361198036894	0.676	0.835361198036894	0.693	0.029	NA	CDK1	TRUE
stomach	3	Fibro-Prol	0.837	0.698264448807727	0.674	0.698264448807727	0.821	0.207	NA	GMNN	TRUE
stomach	3	Fibro-Prol	0.834	1.2695755933417	0.668	1.2695755933417	0.76	0.183	NA	CLSPN	FALSE
stomach	3	Fibro-Prol	0.832	2.33239258717213	0.664	2.33239258717213	0.743	0.184	NA	TPX2	TRUE
stomach	3	Fibro-Prol	0.832	0.693360028361117	0.664	0.693360028361117	0.76	0.136	NA	KNTC1	TRUE
stomach	3	Fibro-Prol	0.83	0.795680999244061	0.66	0.795680999244061	0.77	0.158	NA	MCM8	TRUE
stomach	3	Fibro-Prol	0.829	0.718089107670847	0.658	0.718089107670847	0.747	0.13	NA	MCM2	TRUE
stomach	3	Fibro-Prol	0.828	2.53148189319936	0.656	2.53148189319936	0.811	0.336	NA	CENPF	TRUE
stomach	3	Fibro-Prol	0.827	0.707160997851573	0.654	0.707160997851573	0.861	0.381	NA	TMPO	TRUE
stomach	3	Fibro-Prol	0.826	0.744048703612359	0.652	0.744048703612359	0.693	0.06	NA	DTL	TRUE
stomach	3	Fibro-Prol	0.824	1.22654932316194	0.648	1.22654932316194	0.824	0.279	NA	KIF20B	TRUE
stomach	3	Fibro-Prol	0.822	0.855207121193871	0.644	0.855207121193871	0.662	0.033	NA	MELK	TRUE
stomach	3	Fibro-Prol	0.821	1.06804493971528	0.642	1.06804493971528	0.966	0.757	NA	MCM7	TRUE
stomach	3	Fibro-Prol	0.819	1.29462342682104	0.638	1.29462342682104	0.882	0.581	NA	MCM3	TRUE
stomach	3	Fibro-Prol	0.819	0.702680425567952	0.638	0.702680425567952	0.659	0.031	NA	ZNF367	TRUE
stomach	3	Fibro-Prol	0.818	1.86459652949433	0.636	1.86459652949433	0.682	0.083	NA	ASPM	TRUE
stomach	3	Fibro-Prol	0.818	1.24488857668679	0.636	1.24488857668679	0.659	0.047	NA	NCAPG	TRUE
stomach	3	Fibro-Prol	0.817	1.29645542419269	0.634	1.29645542419269	0.814	0.379	NA	NCAPD2	TRUE
stomach	3	Fibro-Prol	0.815	1.34451335049417	0.63	1.34451335049417	0.679	0.1	NA	KIF11	TRUE
stomach	3	Fibro-Prol	0.814	1.18988741598183	0.628	1.18988741598183	0.686	0.107	NA	KIF15	TRUE
stomach	3	Fibro-Prol	0.814	0.877561820961126	0.628	0.877561820961126	0.905	0.643	NA	DUT	TRUE
stomach	3	Fibro-Prol	0.814	0.768051226493867	0.628	0.768051226493867	0.824	0.292	NA	DNAJC9	TRUE
stomach	3	Fibro-Prol	0.813	0.900860859890076	0.626	0.900860859890076	0.949	0.743	NA	H2AFZ	FALSE
stomach	3	Fibro-Prol	0.813	0.751877775498717	0.626	0.751877775498717	0.764	0.186	NA	DSN1	TRUE
stomach	3	Fibro-Prol	0.813	0.715120543629402	0.626	0.715120543629402	0.963	0.741	NA	SMC3	TRUE
stomach	3	Fibro-Prol	0.811	2.64062341656458	0.622	2.64062341656458	0.716	0.22	NA	MKI67	FALSE
stomach	3	Fibro-Prol	0.811	1.63398011472886	0.622	1.63398011472886	0.672	0.104	NA	RRM2	FALSE
stomach	3	Fibro-Prol	0.811	0.714060092256025	0.622	0.714060092256025	0.922	0.558	NA	USP1	TRUE
stomach	3	Fibro-Prol	0.81	0.715441056277281	0.62	0.715441056277281	1	0.979	NA	ANP32B	FALSE
stomach	3	Fibro-Prol	0.807	1.37996180241024	0.614	1.37996180241024	0.652	0.068	NA	NDC80	TRUE
stomach	3	Fibro-Prol	0.807	0.715324257940857	0.614	0.715324257940857	0.909	0.653	NA	HMGN2	TRUE
stomach	3	Fibro-Prol	0.806	0.771757541740318	0.612	0.771757541740318	0.932	0.651	NA	KDELC2	TRUE
stomach	3	Fibro-Prol	0.804	0.785947477161908	0.608	0.785947477161908	0.76	0.197	NA	PRIM1	TRUE
stomach	3	Fibro-Prol	0.804	0.761573716940752	0.608	0.761573716940752	0.632	0.038	NA	RAD51	TRUE
stomach	3	Fibro-Prol	0.801	1.57523198418868	0.602	1.57523198418868	0.652	0.096	NA	KNL1	TRUE
stomach	3	Fibro-Prol	0.801	0.765844942286579	0.602	0.765844942286579	0.973	0.795	NA	RANBP1	FALSE
stomach	3	Fibro-Prol	0.798	0.983412689781261	0.596	0.983412689781261	0.672	0.126	NA	CENPN	TRUE
stomach	3	Fibro-Prol	0.798	0.932832558635393	0.596	0.932832558635393	0.794	0.296	NA	MNS1	TRUE
stomach	3	Fibro-Prol	0.794	1.33761162170573	0.588	1.33761162170573	0.628	0.082	NA	CDCA5	TRUE
stomach	3	Fibro-Prol	0.794	1.13598627819022	0.588	1.13598627819022	0.642	0.097	NA	SHCBP1	TRUE
stomach	3	Fibro-Prol	0.792	1.01440087720793	0.584	1.01440087720793	0.649	0.099	NA	DIAPH3	TRUE
stomach	3	Fibro-Prol	0.792	0.808128561905891	0.584	0.808128561905891	0.625	0.057	NA	ARHGAP11A	TRUE
stomach	3	Fibro-Prol	0.789	0.745422418239426	0.578	0.745422418239426	0.716	0.186	NA	CEP152	FALSE
stomach	3	Fibro-Prol	0.788	0.957060747650376	0.576	0.957060747650376	0.618	0.066	NA	MCM10	TRUE
stomach	3	Fibro-Prol	0.788	0.718732014084678	0.576	0.718732014084678	0.983	0.917	NA	NASP	FALSE
stomach	3	Fibro-Prol	0.787	1.00634585746442	0.574	1.00634585746442	0.824	0.492	NA	MCM6	TRUE
stomach	3	Fibro-Prol	0.786	1.14714110534301	0.572	1.14714110534301	0.611	0.068	NA	RAD54L	TRUE
stomach	3	Fibro-Prol	0.786	0.792393550873728	0.572	0.792393550873728	0.824	0.341	NA	MIS18BP1	FALSE
stomach	3	Fibro-Prol	0.784	0.889736483229315	0.568	0.889736483229315	0.608	0.064	NA	FOXM1	TRUE
stomach	3	Fibro-Prol	0.784	0.754805691732979	0.568	0.754805691732979	0.98	0.825	NA	SYNE2	FALSE
stomach	3	Fibro-Prol	0.783	2.02702266983179	0.566	2.02702266983179	0.689	0.25	NA	BIRC5	TRUE
stomach	3	Fibro-Prol	0.783	0.694973078932496	0.566	0.694973078932496	0.929	0.595	NA	SMC1A	FALSE
stomach	3	Fibro-Prol	0.782	0.846442778056677	0.564	0.846442778056677	0.689	0.195	NA	RACGAP1	TRUE
stomach	3	Fibro-Prol	0.781	0.698189878284897	0.562	0.698189878284897	0.794	0.328	NA	CCDC34	FALSE
stomach	3	Fibro-Prol	0.78	0.747160199219555	0.56	0.747160199219555	0.973	0.827	NA	RAD21	TRUE
stomach	3	Fibro-Prol	0.779	1.03461288839711	0.558	1.03461288839711	0.753	0.298	NA	MCM5	TRUE
stomach	3	Fibro-Prol	0.775	1.11617996356867	0.55	1.11617996356867	0.584	0.056	NA	KIF23	TRUE
stomach	3	Fibro-Prol	0.774	0.810228706787648	0.548	0.810228706787648	0.652	0.147	NA	CKAP2	TRUE
stomach	3	Fibro-Prol	0.771	1.34227746499566	0.542	1.34227746499566	0.568	0.046	NA	KIF18B	TRUE
stomach	3	Fibro-Prol	0.77	0.947571682702571	0.54	0.947571682702571	0.557	0.028	NA	PBK	TRUE
stomach	3	Fibro-Prol	0.762	0.748646397019932	0.524	0.748646397019932	0.885	0.546	NA	CDK5RAP2	TRUE
stomach	3	Fibro-Prol	0.761	0.789191398968677	0.522	0.789191398968677	0.544	0.031	NA	NUF2	TRUE
stomach	3	Fibro-Prol	0.76	0.812454376835297	0.52	0.812454376835297	0.554	0.048	NA	CDC45	TRUE
stomach	3	Fibro-Prol	0.76	0.716554119463802	0.52	0.716554119463802	0.541	0.031	NA	BUB1B	TRUE
stomach	3	Fibro-Prol	0.758	0.695435543584241	0.516	0.695435543584241	0.892	0.593	NA	TUBB6	FALSE
stomach	3	Fibro-Prol	0.756	0.96378144215611	0.512	0.96378144215611	0.537	0.037	NA	KIF4A	FALSE
stomach	3	Fibro-Prol	0.755	0.86378102555037	0.51	0.86378102555037	0.53	0.031	NA	HJURP	TRUE
stomach	3	Fibro-Prol	0.755	0.712452229380884	0.51	0.712452229380884	0.568	0.082	NA	ESCO2	FALSE
stomach	3	Fibro-Prol	0.753	1.00145102623148	0.506	1.00145102623148	0.574	0.093	NA	SKA3	TRUE
stomach	3	Fibro-Prol	0.753	0.837078001355665	0.506	0.837078001355665	0.818	0.53	NA	SLBP	FALSE
stomach	3	Fibro-Prol	0.749	0.695747205517566	0.498	0.695747205517566	0.959	0.807	NA	YWHAH	FALSE
stomach	3	Fibro-Prol	0.739	1.04725372400224	0.478	1.04725372400224	0.527	0.076	NA	CCNA2	TRUE
stomach	3	Fibro-Prol	0.738	0.76050097089664	0.476	0.76050097089664	0.537	0.081	NA	SGO2	FALSE
stomach	3	Fibro-Prol	0.73	0.836408378770042	0.46	0.836408378770042	0.841	0.564	NA	ICMT	FALSE
stomach	3	Fibro-Prol	0.728	0.726001770166202	0.456	0.726001770166202	0.51	0.066	NA	ARHGAP11B	FALSE
stomach	3	Fibro-Prol	0.727	1.02540070519797	0.454	1.02540070519797	0.486	0.048	NA	KIF20A	TRUE
stomach	3	Fibro-Prol	0.727	0.773897673245748	0.454	0.773897673245748	0.483	0.041	NA	AURKB	TRUE
stomach	3	Fibro-Prol	0.722	0.701140853729123	0.444	0.701140853729123	0.76	0.469	NA	CKAP5	FALSE
stomach	3	Fibro-Prol	0.721	1.49972976928879	0.442	1.49972976928879	0.517	0.11	NA	CENPE	FALSE
stomach	3	Fibro-Prol	0.702	0.725625982226902	0.404	0.725625982226902	0.453	0.058	NA	KIF14	FALSE
stomach	4	Fibro-KCNJ8	0.969	1.70400180512447	0.938	1.70400180512447	0.957	0.075	NA	KCNJ8	TRUE
stomach	4	Fibro-KCNJ8	0.955	1.62870060256388	0.91	1.62870060256388	0.942	0.108	NA	ABCC9	TRUE
stomach	4	Fibro-KCNJ8	0.949	1.25024593366227	0.898	1.25024593366227	0.99	0.291	NA	EDNRA	FALSE
stomach	4	Fibro-KCNJ8	0.936	1.52928630307566	0.872	1.52928630307566	0.995	0.443	NA	IGFBP7	FALSE
stomach	4	Fibro-KCNJ8	0.931	1.93409781364868	0.862	1.93409781364868	0.971	0.316	NA	GUCY1A3	FALSE
stomach	4	Fibro-KCNJ8	0.93	1.19731267974038	0.86	1.19731267974038	0.981	0.384	NA	GUCY1B3	FALSE
stomach	4	Fibro-KCNJ8	0.927	1.37213868841135	0.854	1.37213868841135	1	0.746	NA	COL4A1	FALSE
stomach	4	Fibro-KCNJ8	0.916	1.2965896602095	0.832	1.2965896602095	0.99	0.627	NA	PDGFRB	TRUE
stomach	4	Fibro-KCNJ8	0.912	1.25802698259179	0.824	1.25802698259179	0.957	0.407	NA	ITGA1	TRUE
stomach	4	Fibro-KCNJ8	0.891	0.928299796439432	0.782	0.928299796439432	0.86	0.131	NA	EBF1	FALSE
stomach	4	Fibro-KCNJ8	0.885	1.38591242602535	0.77	1.38591242602535	0.952	0.41	NA	CCDC102B	FALSE
stomach	4	Fibro-KCNJ8	0.884	2.40519396238117	0.768	2.40519396238117	0.792	0.058	NA	RGS5--1	FALSE
stomach	4	Fibro-KCNJ8	0.884	1.04685726561066	0.768	1.04685726561066	0.981	0.66	NA	DLC1	FALSE
stomach	4	Fibro-KCNJ8	0.878	0.904358436307251	0.756	0.904358436307251	0.952	0.574	NA	COL4A2	FALSE
stomach	4	Fibro-KCNJ8	0.874	1.11667481831724	0.748	1.11667481831724	0.879	0.286	NA	MCAM	FALSE
stomach	4	Fibro-KCNJ8	0.871	0.942472724233594	0.742	0.942472724233594	1	0.863	NA	NR2F2	FALSE
stomach	4	Fibro-KCNJ8	0.87	1.93301723195224	0.74	1.93301723195224	0.87	0.339	NA	HEYL	FALSE
stomach	4	Fibro-KCNJ8	0.86	0.950499934255477	0.72	0.950499934255477	0.99	0.71	NA	MYO1B	FALSE
stomach	4	Fibro-KCNJ8	0.858	0.887158804026225	0.716	0.887158804026225	0.995	0.891	NA	SEPT11	FALSE
stomach	4	Fibro-KCNJ8	0.857	1.18019098695992	0.714	1.18019098695992	0.744	0.045	NA	MYO3A	FALSE
stomach	4	Fibro-KCNJ8	0.856	1.35845046775671	0.712	1.35845046775671	0.816	0.184	NA	SEPT4	FALSE
stomach	4	Fibro-KCNJ8	0.854	1.25447369285556	0.708	1.25447369285556	0.787	0.127	NA	C8orf4	FALSE
stomach	4	Fibro-KCNJ8	0.853	0.954075447831978	0.706	0.954075447831978	0.99	0.69	NA	COL6A3	FALSE
stomach	4	Fibro-KCNJ8	0.837	1.01879282725719	0.674	1.01879282725719	0.923	0.505	NA	A2M	FALSE
stomach	4	Fibro-KCNJ8	0.833	0.930480447027414	0.666	0.930480447027414	0.932	0.454	NA	PAG1	FALSE
