cell	nGene	nUMI	orig.ident	percent.mito	batch	bigBatch	outer_id	inner_id	bigInner_id	res.1	cluster	tSNE_1	tSNE_2	ABratio	cleanReads	mpRatio	mitoRatio	ERCCratio	avgCor	doublet	filter	ident
SD-1_38	3543	16864	SD	0.0390180265654649	SD-1	SD	5	6	5-8	4	4	10.305392187038	-1.03384630754363	0.981611843205161	1613212	0.8504	0.0388521492678318	0.105113925301958	0.414134097063556	FALSE	TRUE	LUM-0
SD-1_39	3463	17348	SD	0.0591999077703482	SD-1	SD	5	7	5-8	1	1	-27.8758448315924	-6.65468089905711	0.983602858823435	1416865	0.8808	0.0590875093492895	0.0621929368796656	0.419496228640575	FALSE	TRUE	Ms-E
SD-1_40	4356	24252	SD	0.0430892297542471	SD-1	SD	5	8	5-8	3	3	17.2380198789347	0.274103743618433	0.983257636420607	1816931	0.8753	0.0430253623188406	0.0596362416016072	0.451734904586961	FALSE	TRUE	LUM-2
SD-1_41	4252	38360	SD	0.0467935349322211	SD-1	SD	6	1	1-4	10	10	-12.6080589945732	-1.32140131398603	0.959338809158872	1466717	0.8702	0.0467046548539016	0.0480462721773679	0.445830557105791	FALSE	TRUE	PECAM1
SD-1_42	4442	49401	SD	0.042752171008684	SD-1	SD	6	2	1-4	3	3	17.3088777140724	-3.65976937163946	0.966177866727496	2108484	0.8547	0.0426744256531491	0.0638234579159353	0.448127580617333	FALSE	TRUE	LUM-2
SD-1_43	3227	17296	SD	0.0405874190564292	SD-1	SD	6	3	1-4	8	8	6.9129563344029	-15.6687104664388	0.970342469753195	928015	0.8726	0.0404774260508563	0.094419879085206	0.404523741153541	FALSE	TRUE	LUM-3
SD-1_45	4747	60480	SD	0.0576554232804233	SD-1	SD	6	5	5-8	10	10	-11.5912369436737	-2.19420039895892	0.989036098202698	2933046	0.8708	0.0575802110338678	0.0616271211115355	0.43638132456329	FALSE	TRUE	PECAM1
SD-1_46	4728	48336	SD	0.0322533929162529	SD-1	SD	6	6	5-8	3	3	16.5724871821299	-4.06663034244156	0.98623480239809	2660563	0.8721	0.0321688710975383	0.0496328446557541	0.449465291751495	FALSE	TRUE	LUM-2
SD-1_48	2802	18683	SD	0.0281539367339292	SD-1	SD	6	8	5-8	8	8	6.43033359888117	-16.3813151946727	0.971691061265718	696740	0.8791	0.0281328555383217	0.0673922342094007	0.410953970048072	FALSE	TRUE	LUM-3
SD-1_49	2534	10121	SD	0.0484141883213121	SD-1	SD	7	1	1-4	2	2	-1.32909769420819	-2.66960982851819	0.911170100343751	981398	0.8078	0.048347311297484	0.150891268123347	0.386515509720571	FALSE	TRUE	LUM-1
SD-1_50	3372	17624	SD	0.0854516568315933	SD-1	SD	7	2	1-4	1	1	-28.9389876333775	-5.46352079016481	0.952532235376683	1841048	0.8371	0.0853064461311884	0.106293311870819	0.407087178227374	FALSE	TRUE	Ms-E
SD-1_51	2492	7928	SD	0.114026236125126	SD-1	SD	7	3	1-4	9	9	12.5088726695427	-24.5640474443807	0.957591430403566	539734	0.8676	0.113739305485657	0.106752493370827	0.373112537611486	FALSE	TRUE	KIT
SD-1_53	3772	20145	SD	0.0334077934971457	SD-1	SD	7	5	5-8	1	1	-32.0838699324348	-7.83522172258687	0.983735223061863	2066885	0.8711	0.0333845163207687	0.0730124451621163	0.422989484241049	FALSE	TRUE	Ms-E
SD-1_54	2975	14263	SD	0.0473252471429573	SD-1	SD	7	6	5-8	2	2	-0.532570309096166	-3.41135492866847	0.963170988742898	1385361	0.8401	0.0472556706804817	0.120782074198693	0.399317275909951	FALSE	TRUE	LUM-1
SD-1_55	3708	19948	SD	0.0504311209143774	SD-1	SD	7	7	5-8	0	0	-4.84097952781576	24.626451698775	0.97843059509045	2221066	0.8752	0.0502924561315803	0.0797272318122722	0.426813668739757	FALSE	TRUE	Epi-15
SD-1_56	3058	13905	SD	0.0371808701905789	SD-1	SD	7	8	5-8	1	1	-23.522034915276	-2.67531889874663	0.980947992498892	1233677	0.8676	0.0371088142405972	0.132726796616148	0.411963728641991	FALSE	TRUE	Ms-E
SD-1_57	3379	27681	SD	0.0383656659802753	SD-1	SD	8	1	1-4	2	2	-2.0535812562142	-6.17404860742771	0.954292108224616	1333259	0.833	0.0383020160854041	0.113811491960722	0.424773494612147	FALSE	TRUE	LUM-1
SD-1_58	4286	50410	SD	0.0303709581432255	SD-1	SD	8	2	1-4	7	7	27.7980308166756	-9.59179702953233	0.963522888126447	1975727	0.855	0.0303132301112739	0.0770559390634822	0.445528536617101	FALSE	TRUE	Ms-A
SD-1_59	3329	21791	SD	0.0273507411316599	SD-1	SD	8	3	1-4	4	4	11.1024159422008	0.328919354452382	0.971511007533007	935932	0.8761	0.0273156423300793	0.0911158154035641	0.418420610538066	FALSE	TRUE	LUM-0
SD-1_61	2881	20058	SD	0.0877953933592582	SD-1	SD	8	5	5-8	0	0	-7.31963160647917	13.2461004089217	0.970778019876503	776793	0.8591	0.0876206587720171	0.154237636720576	0.394514043300049	FALSE	TRUE	Epi-15
SD-1_64	2509	13086	SD	0.0994956441999083	SD-1	SD	8	8	5-8	7	7	28.8927401190109	-9.8152795709554	0.958056279177736	468402	0.8653	0.0993362325474937	0.104716021900971	0.388647878505602	FALSE	TRUE	Ms-A
SD-1_65	5409	34878	SD	0.0700154825391364	SD-1	SD	9	1	1-4	5	5	9.47296541103374	17.7372375452531	0.969942756480858	2812679	0.8768	0.0699332741487442	0.032276991344141	0.459666312883293	FALSE	TRUE	Epi-13
SD-1_66	4760	32927	SD	0.0730403620129377	SD-1	SD	9	2	1-4	5	5	10.4263851913724	18.2380372865299	0.977162916275772	3606935	0.856	0.0728942502955172	0.0648031404956706	0.448488469137628	FALSE	TRUE	Epi-13
SD-1_67	2986	10392	SD	0.041955350269438	SD-1	SD	9	3	1-4	4	4	7.23156767249596	-1.28378688466442	0.973980392110752	965111	0.8584	0.0418466263556963	0.0943835914409968	0.401608057338702	FALSE	TRUE	LUM-0
SD-1_69	3827	19982	SD	0.0763687318586728	SD-1	SD	9	5	5-8	0	0	-11.2456508242009	18.2390880174146	0.986013957971698	2269533	0.8691	0.0761819180270581	0.0860067460058768	0.414978801774353	FALSE	TRUE	Epi-15
SD-1_70	3812	18924	SD	0.0465017966603255	SD-1	SD	9	6	5-8	3	3	17.8253416453438	2.24785723361062	0.982662425874086	2181577	0.864	0.0464159502083443	0.0954910704400009	0.438851772110144	FALSE	TRUE	LUM-2
SD-1_71	3551	17061	SD	0.0351093136392943	SD-1	SD	9	7	5-8	1	1	-22.6120904715551	-4.84325692207007	0.984804347091974	2290283	0.8812	0.0350476859165643	0.100433342769402	0.431812783988135	FALSE	TRUE	Ms-E
SD-1_72	5520	43849	SD	0.0711304704782321	SD-1	SD	9	8	5-8	5	5	11.195828292097	17.8731361963993	0.987208700917409	4145103	0.8796	0.0710187166993032	0.0223422620224064	0.457879828948745	FALSE	TRUE	Epi-13
SD-1_73	3383	13179	SD	0.0253433492677745	SD-1	SD	10	1	1-4	8	8	5.4307296360679	-15.8824251028637	0.940318432199934	1206369	0.8524	0.0252800484408114	0.0865267249803427	0.419893023102047	FALSE	TRUE	LUM-3
SD-1_74	2316	9218	SD	0.0509871989585593	SD-1	SD	10	2	1-4	2	2	-2.07500970065224	-3.49409900167802	0.92091670551955	989008	0.8141	0.0508658008658009	0.197385215879241	0.361653786585284	FALSE	TRUE	LUM-1
SD-1_75	2481	9331	SD	0.0565855749651699	SD-1	SD	10	3	1-4	2	2	-0.350534445704048	-3.11758809848305	0.96901163694508	814758	0.8526	0.0564585115483319	0.160670156682706	0.370624344198134	FALSE	TRUE	LUM-1
SD-1_83	3135	17585	SD	0.0524310491896503	SD-1	SD	11	3	1-4	3	3	20.3943104263516	-1.48398508891118	0.976473345125016	787496	0.8645	0.0522912885662432	0.112404805626947	0.402022341364322	FALSE	TRUE	LUM-2
SD-1_85	5526	44300	SD	0.07686230248307	SD-1	SD	11	5	5-8	5	5	8.28877269682699	13.1833501865758	0.972477474195507	1276010	0.8587	0.0765633080745621	0.0198510857423777	0.451891435868816	FALSE	TRUE	Epi-13
SD-1_86	4052	45860	SD	0.0875490623637157	SD-1	SD	11	6	5-8	4	4	8.76129343688234	11.2673830299377	0.984050835750108	2007443	0.8661	0.0874422859134071	0.0539302337593765	0.427041775754909	FALSE	TRUE	LUM-0
SD-1_87	2557	15319	SD	0.104967687185848	SD-1	SD	11	7	5-8	1	1	-30.8392432798104	-5.38062095758241	0.972974567586871	789556	0.8519	0.10481032459914	0.180557130297561	0.386710562413545	FALSE	TRUE	Ms-E
SD-1_89	5046	35403	SD	0.0745699516990086	SD-1	SD	12	1	1-4	5	5	10.2050180866251	17.8976202658505	0.979332069586274	2297361	0.8598	0.0744521842127528	0.0441898166692249	0.455436912023588	FALSE	TRUE	Epi-13
SD-1_90	3531	18567	SD	0.0980233748047611	SD-1	SD	12	2	1-4	5	5	10.7669177958483	17.2602825380319	0.962821017014551	1214130	0.8457	0.0979284369114878	0.0641004171914931	0.420778884530069	FALSE	TRUE	Epi-13
SD-1_91	3106	9622	SD	0.0427146123467055	SD-1	SD	12	3	1-4	3	3	20.1430428505099	3.12864439807528	0.97870814131017	494207	0.8558	0.0426260112009956	0.107875586752497	0.411502761803089	FALSE	TRUE	LUM-2
SD-1_93	3494	18596	SD	0.0712518821251882	SD-1	SD	12	5	5-8	0	0	-2.13103175618969	22.2505375663393	0.98252395016937	1257344	0.8719	0.0709922846120874	0.0754031194563171	0.419358252791224	FALSE	TRUE	Epi-15
SD-1_95	3231	11479	SD	0.0668176670441676	SD-1	SD	12	7	5-8	9	9	13.2563933070927	-26.6886571016767	0.979553526887479	829082	0.867	0.0667130555797164	0.0780209049766071	0.401539235479718	FALSE	TRUE	KIT
SD-1_96	3080	10346	SD	0.0592499516721438	SD-1	SD	12	8	5-8	3	3	13.5591373154216	-1.99000130249309	0.974324118810028	482905	0.8673	0.0591071256388005	0.078547518514361	0.410861845524743	FALSE	TRUE	LUM-2
SD-2_01	3237	11830	SD	0.0920540997464074	SD-2	SD	1	1	1-4	0	0	-11.7917531520861	19.0149497779441	0.960845625427115	1271009	0.7857	0.0918745785569791	0.0825580400720532	0.400563509176259	FALSE	TRUE	Epi-15
SD-2_02	3384	11820	SD	0.0544839255499154	SD-2	SD	1	2	1-4	3	3	14.7564836392654	-0.0458127769113983	0.945528374764782	1506468	0.8051	0.0543643423940571	0.0942243248570865	0.421174589804157	FALSE	TRUE	LUM-2
SD-2_03	4441	22313	SD	0.0712140904405504	SD-2	SD	1	3	1-4	5	5	7.51696028009144	17.862569360156	0.986098600398156	1785135	0.8543	0.0711057412628093	0.0496935467331372	0.452163824923951	FALSE	TRUE	Epi-13
SD-2_05	4812	20210	SD	0.0447798119742702	SD-2	SD	1	5	5-8	3	3	19.352959910554	-0.587672622955661	0.989629474433259	2409167	0.8527	0.0446582778188996	0.0318179186435926	0.450996844869964	FALSE	TRUE	LUM-2
SD-2_06	3574	14158	SD	0.0382116118095776	SD-2	SD	1	6	5-8	8	8	6.61748729356152	-15.8313252258682	0.979239088323458	1708197	0.8096	0.0380530350988253	0.0813382067157165	0.426470967149966	FALSE	TRUE	LUM-3
SD-2_07	4109	21068	SD	0.0579077273590279	SD-2	SD	1	7	5-8	2	2	-0.467696177841985	-7.76330111250647	0.985707935599069	2366319	0.825	0.0577788302154866	0.0660923051101394	0.441782381470477	FALSE	TRUE	LUM-1
SD-2_08	3875	16681	SD	0.0401055092620346	SD-2	SD	1	8	5-8	3	3	17.6051082232725	3.33661521190152	0.987134556887352	1695281	0.8453	0.0400239306012564	0.0596183625132572	0.444281505744562	FALSE	TRUE	LUM-2
SD-2_09	3274	11843	SD	0.0586844549522925	SD-2	SD	2	1	1-4	7	7	30.3722182760832	-10.4834468262838	0.954267382805872	1272165	0.7706	0.058506608300362	0.0782467370659343	0.416004904910464	FALSE	TRUE	Ms-A
SD-2_10	3812	16140	SD	0.0802973977695167	SD-2	SD	2	2	1-4	0	0	-5.04512548231242	18.2462376590121	0.971889455718193	1907040	0.7531	0.0801137417320888	0.0691572307022247	0.431422529009853	FALSE	TRUE	Epi-15
SD-2_13	4227	17209	SD	0.0249288163170434	SD-2	SD	2	5	5-8	1	1	-22.1688737513849	-3.40302059225303	0.987963701542928	1952398	0.845	0.0248450802108067	0.0448619882774393	0.439846479392081	FALSE	TRUE	Ms-E
SD-2_14	4466	21921	SD	0.0634095159892341	SD-2	SD	2	6	5-8	6	6	-8.86972094455399	-26.0552868024181	0.986906748685543	2163215	0.8414	0.0632450632450633	0.043955543161088	0.449046382653773	FALSE	TRUE	NC
SD-2_15	4724	26565	SD	0.0548089591567852	SD-2	SD	2	7	5-8	0	0	-3.74504524580444	21.5529058240025	0.988651704245276	3056059	0.8502	0.0546731253050956	0.052568534220602	0.45842426376011	FALSE	TRUE	Epi-15
SD-2_17	4714	18652	SD	0.061601972978769	SD-2	SD	3	1	1-4	0	0	-8.5661470249434	23.3423056997786	0.96385433753681	1920503	0.8359	0.0614635711993153	0.054025816927834	0.448973755437545	FALSE	TRUE	Epi-15
SD-2_18	3385	11131	SD	0.0599227382984458	SD-2	SD	3	2	1-4	7	7	29.9514450963184	-9.49019199857274	0.95825770245282	1282977	0.8125	0.0597723810377274	0.101667331452994	0.418785931017552	FALSE	TRUE	Ms-A
SD-2_21	4464	20794	SD	0.0762720015389055	SD-2	SD	3	5	5-8	2	2	-0.149405886287419	-10.0163477457394	0.991137835461683	2367327	0.8536	0.0760525558645823	0.0395758630398301	0.44581991139956	FALSE	TRUE	LUM-1
SD-2_22	4261	19244	SD	0.0356994387861152	SD-2	SD	3	6	5-8	4	4	6.48564527751745	2.02066832678028	0.984896182006229	2324634	0.8476	0.0355534854836206	0.0549370741504976	0.444373114467436	FALSE	TRUE	LUM-0
SD-2_23	5584	35899	SD	0.103707624167804	SD-2	SD	3	7	5-8	5	5	11.3503348520297	12.904806467047	0.992110516951649	4120088	0.8588	0.103574906106552	0.023904639439123	0.465077790142603	FALSE	TRUE	Epi-13
SD-2_25	5507	35812	SD	0.104071261029822	SD-2	SD	4	1	1-4	5	5	11.2486933671574	13.2312516258559	0.973378127152793	2956680	0.8517	0.103972549238409	0.0389548148350907	0.465298003473881	FALSE	TRUE	Epi-13
SD-2_26	5082	32720	SD	0.0977689486552567	SD-2	SD	4	2	1-4	5	5	11.0865755965541	15.8482969432248	0.97882548652587	3555474	0.858	0.0976227532118771	0.0373215997098972	0.454947680725629	FALSE	TRUE	Epi-13
SD-2_27	4477	19654	SD	0.0618194769512567	SD-2	SD	4	3	1-4	1	1	-29.8776287391554	-6.67776765623	0.985558286735569	1650478	0.8436	0.0616219506010042	0.048521032745146	0.447556692083552	FALSE	TRUE	Ms-E
SD-2_29	2553	9269	SD	0.0631136044880785	SD-2	SD	4	5	5-8	2	2	0.217329876421325	-3.2328732526187	0.980519041763113	1175500	0.7541	0.0629777155775649	0.0916032357243067	0.392359602906682	FALSE	TRUE	LUM-1
SD-2_30	4991	25343	SD	0.0309750226887109	SD-2	SD	4	6	5-8	3	3	17.7582801394732	0.402213836481163	0.982752627719684	2739398	0.8608	0.0308957808564232	0.0439021051767089	0.462024731972793	FALSE	TRUE	LUM-2
SD-2_31	4919	22236	SD	0.035258139953229	SD-2	SD	4	7	5-8	3	3	18.4881876126202	0.87495324854775	0.991076145229181	3275164	0.7604	0.0351474939478167	0.0571242082484197	0.458009275095232	FALSE	TRUE	LUM-2
SD-2_33	4435	23941	SD	0.082076772064659	SD-2	SD	5	1	1-4	0	0	-6.52599539153993	15.6966663298402	0.967958151524739	1836696	0.8275	0.0820116861435726	0.0460546014651536	0.451555881669083	FALSE	TRUE	Epi-15
SD-2_34	2539	8907	SD	0.0979005276748625	SD-2	SD	5	2	1-4	8	8	8.89037812580063	-14.0713033248653	0.936762128662513	904665	0.764	0.0977578475336323	0.133427788058564	0.386110141299789	FALSE	TRUE	LUM-3
SD-2_37	3125	13377	SD	0.0589818344920386	SD-2	SD	5	5	5-8	4	4	7.47334525252338	-5.23927880146957	0.977741043328989	1249250	0.8045	0.0588937821900425	0.0744298417785395	0.412454113962804	FALSE	TRUE	LUM-0
SD-2_38	2834	11333	SD	0.0594723374216889	SD-2	SD	5	6	5-8	1	1	-24.8853035327912	-5.97559046505275	0.982450237756501	1077777	0.784	0.0593518844663614	0.102935330920349	0.397884266478031	FALSE	TRUE	Ms-E
SD-2_39	4186	23817	SD	0.0602090943443759	SD-2	SD	5	7	5-8	2	2	-1.10638111650583	-8.32386650031603	0.981339248778935	2201591	0.8255	0.0601157038651798	0.0540472132920232	0.445656242935937	FALSE	TRUE	LUM-1
SD-2_40	3969	17128	SD	0.0397594581971042	SD-2	SD	5	8	5-8	7	7	30.3047811265103	-9.61718313679913	0.986182409882077	1706505	0.8261	0.039595325309611	0.0495555738851051	0.422531830038462	FALSE	TRUE	Ms-A
SD-2_41	4393	33888	SD	0.0352042020774315	SD-2	SD	6	1	1-4	4	4	7.8106672073524	-3.25457727241253	0.966996901299457	1862296	0.8194	0.0350985583995293	0.0760755876574419	0.450314084166741	FALSE	TRUE	LUM-0
SD-2_42	4191	30318	SD	0.0783033181608286	SD-2	SD	6	2	1-4	0	0	-7.79943201200322	16.0640789286353	0.966697974572001	1962476	0.8345	0.0777927057050169	0.073286476471197	0.435596118971486	FALSE	TRUE	Epi-15
SD-2_46	4069	31276	SD	0.0550581915846016	SD-2	SD	6	6	5-8	8	8	8.60594567808293	-14.1681819544853	0.984096264174506	1765743	0.8343	0.0549685574743831	0.0774917037214134	0.440248711402585	FALSE	TRUE	LUM-3
SD-2_47	3645	25258	SD	0.0261699263599652	SD-2	SD	6	7	5-8	1	1	-24.8106058443919	-7.95328157244948	0.982442303345026	1692570	0.8273	0.0261202876788113	0.118053483011934	0.434982249007371	FALSE	TRUE	Ms-E
SD-2_48	5124	53207	SD	0.0432086003721315	SD-2	SD	6	8	5-8	0	0	-10.6591287613854	16.9217181553109	0.989411655326234	2582347	0.8541	0.0431413023081254	0.0255517740123418	0.465958664863501	FALSE	TRUE	Epi-15
SD-2_49	3745	16629	SD	0.0836490468458717	SD-2	SD	7	1	1-4	0	0	-11.7029305432015	19.3104098045912	0.952664163272387	1518387	0.8066	0.083398285268901	0.0750077542705164	0.427224350804156	FALSE	TRUE	Epi-15
SD-2_50	3885	17774	SD	0.0807359063801058	SD-2	SD	7	2	1-4	6	6	-8.65468658517418	-23.6574407346279	0.964693483062047	2392307	0.8388	0.0803741458496695	0.0504633164395479	0.416298429986386	FALSE	TRUE	NC
SD-2_51	3544	15230	SD	0.050295469468155	SD-2	SD	7	3	1-4	2	2	-1.19924926656411	-3.6276189590327	0.984615936577012	1086402	0.8359	0.0501604348110798	0.0950063872104869	0.424702331598312	FALSE	TRUE	LUM-1
SD-2_54	3511	17730	SD	0.0584884376762549	SD-2	SD	7	6	5-8	4	4	6.54038254487262	-6.27637354956002	0.970583489087028	1662324	0.807	0.0584093725357666	0.0738432465078221	0.426195820573823	FALSE	TRUE	LUM-0
SD-2_55	4528	28352	SD	0.0670499435665914	SD-2	SD	7	7	5-8	0	0	-3.53528835019865	18.831877855803	0.992374511728909	2920126	0.849	0.0669649147527124	0.0439462065074494	0.447172876328005	FALSE	TRUE	Epi-15
SD-2_56	3641	17729	SD	0.0657679508150488	SD-2	SD	7	8	5-8	6	6	-7.84332045926115	-25.6881136723409	0.985850467646619	1433188	0.8354	0.0656605473589368	0.0479191856156636	0.411820086182327	FALSE	TRUE	NC
SD-2_57	4697	45016	SD	0.0319441976186245	SD-2	SD	8	1	1-4	2	2	3.91915888067292	-7.3427421597422	0.968712348628724	1926030	0.8425	0.0319222145758874	0.0515076425382312	0.461947913067798	FALSE	TRUE	LUM-1
SD-2_58	4523	55614	SD	0.0543388355450067	SD-2	SD	8	2	1-4	0	0	-10.7365964071338	13.8298098149786	0.969796654536168	2324723	0.8411	0.0542383832582515	0.0903205268181138	0.452599684462689	FALSE	TRUE	Epi-15
SD-2_59	4443	33804	SD	0.0488107916222932	SD-2	SD	8	3	1-4	0	0	-7.71044270781058	21.1724442613218	0.987603750285058	1435065	0.8464	0.0487401411987121	0.047860743554112	0.458977253591837	FALSE	TRUE	Epi-15
SD-2_61	4533	51670	SD	0.0604606154441649	SD-2	SD	8	5	5-8	0	0	-11.4865840530243	14.3050233995747	0.991262129073255	2295219	0.8571	0.060355486862442	0.0406415265020478	0.448332265659535	FALSE	TRUE	Epi-15
SD-2_62	3840	31766	SD	0.132689038594724	SD-2	SD	8	6	5-8	1	1	-31.6805027445206	-4.57471788331616	0.981072265874413	1735212	0.8344	0.132388969156354	0.0690636235438206	0.420212034994225	FALSE	TRUE	Ms-E
SD-2_63	3583	22348	SD	0.0912385895829604	SD-2	SD	8	7	5-8	9	9	12.1918197308385	-24.6349335800526	0.981070955106739	1713772	0.6607	0.0910186590482993	0.0731833252909126	0.430029842448534	FALSE	TRUE	KIT
SD-2_65	5022	33752	SD	0.113356245555819	SD-2	SD	9	1	1-4	5	5	11.3107064308705	12.3100400497649	0.972747538327585	3029491	0.8287	0.113225415051345	0.0375676242927351	0.448586315009801	FALSE	TRUE	Epi-13
SD-2_67	4616	22261	SD	0.0525582857912942	SD-2	SD	9	3	1-4	0	0	-3.96781404141385	24.7582882286648	0.986964349254457	1730702	0.8543	0.0524616626311542	0.0436321963920524	0.452408483160138	FALSE	TRUE	Epi-15
SD-2_69	4376	24216	SD	0.0505037991410638	SD-2	SD	9	5	5-8	1	1	-27.8738700289774	-6.54801798630786	0.988352910094345	2626366	0.8577	0.0503686009637165	0.0534557413281055	0.443820641234134	FALSE	TRUE	Ms-E
