myAUC	avg_diff	power	pct.1	pct.2	gene	Cluster
0.889	3.945849952	0.778	0.833	0.185	RIIAD1	1
0.889	3.440719936	0.778	0.833	0.185	DTNA	1
0.889	3.399902224	0.778	0.833	0.111	PLEKHS1	1
0.889	3.089958094	0.778	0.833	0.333	AK8	1
0.889	3.036757323	0.778	0.833	0.111	TNFRSF19	1
0.889	2.53667386	0.778	0.833	0.185	C8orf34	1
0.886	3.885435086	0.772	0.833	0.222	LRRC74B	1
0.886	3.662267076	0.772	0.833	0.074	CFAP61	1
0.886	3.246232303	0.772	0.833	0.148	TP73	1
0.886	2.948662169	0.772	0.833	0.074	CCDC65	1
0.886	2.52270777	0.772	0.833	0.222	CFAP46	1
0.883	2.943773434	0.766	0.833	0.333	RRAD	1
0.883	2.640189148	0.766	0.833	0.185	PLCB2	1
0.883	2.597691106	0.766	0.833	0.259	DNAH9	1
0.883	2.1194685	0.766	1	0.37	LZTFL1	1
0.88	3.675657083	0.76	0.833	0.148	LRRC27	1
0.88	3.459819508	0.76	0.833	0.222	NELL2	1
0.88	2.830061778	0.76	0.833	0.148	RIBC1	1
0.877	3.224935292	0.754	0.833	0.259	SLC41A1	1
0.877	2.783875119	0.754	0.833	0.111	EFHC2	1
0.877	2.599710553	0.754	0.833	0.259	IFT88	1
0.877	2.209740077	0.754	0.833	0.333	ST6GALNAC2	1
0.873	3.23231068	0.746	0.833	0.444	RSPH9	1
0.873	3.100423929	0.746	0.833	0.296	CEP162	1
0.873	2.845964154	0.746	0.833	0.222	CSMD1	1
0.873	2.594198324	0.746	0.833	0.222	SPATA17	1
0.873	2.315158856	0.746	0.833	0.148	CCDC33	1
0.87	3.299011174	0.74	0.833	0.111	TTLL6	1
0.87	2.941968245	0.74	0.833	0.407	LRRC10B	1
0.87	2.65751506	0.74	0.833	0.407	MB	1
0.87	2.597781834	0.74	0.833	0.259	CEP97	1
0.87	2.444119514	0.74	0.833	0.185	CFAP57	1
0.87	2.268054804	0.74	0.833	0.185	PPP1R42	1
0.87	2.153704116	0.74	1	0.593	STX7	1
0.867	3.237713872	0.734	0.833	0.222	C20orf96	1
0.867	3.05985905	0.734	0.833	0.296	TEKT2	1
0.867	2.962075107	0.734	0.833	0.222	TTC25	1
0.867	2.52170465	0.734	0.833	0.148	SLC27A2	1
0.867	2.396549161	0.734	0.833	0.222	DTHD1	1
0.867	2.129045548	0.734	0.833	0.37	SDF2L1	1
0.864	3.259008405	0.728	0.833	0.407	DNAH1	1
0.864	2.482227282	0.728	0.833	0.333	CCDC39	1
0.864	2.419437816	0.728	0.833	0.481	CHST9	1
0.864	2.20990516	0.728	0.833	0.259	DZIP1L	1
0.861	3.222720086	0.722	0.833	0.222	DRC1	1
0.861	2.99896675	0.722	0.833	0.222	ANKRD66	1
0.861	2.469769398	0.722	0.833	0.296	TMEM234	1
0.861	2.390566785	0.722	0.833	0.296	IFT46	1
0.861	2.271981341	0.722	0.833	0.296	SNX7	1
0.858	3.040159837	0.716	0.833	0.259	GALNS	1
0.858	2.4229997	0.716	0.833	0.185	C11orf16	1
0.858	2.366427036	0.716	1	0.444	NPIPA1	1
0.855	2.529798262	0.71	0.833	0.444	SPEF2	1
0.855	2.523567778	0.71	0.833	0.296	KIF19	1
0.855	2.382869525	0.71	0.833	0.37	VWA3B	1
0.855	2.211767823	0.71	0.833	0.222	BTC	1
0.855	2.20321079	0.71	0.833	0.667	MLF1	1
0.855	2.091481875	0.71	0.833	0.296	TTC21A	1
0.852	2.349736859	0.704	0.833	0.556	SYNE1	1
0.852	2.251885952	0.704	0.833	0.259	ARMC2	1
0.852	2.240207698	0.704	0.833	0.556	MLLT1	1
0.852	2.000945791	0.704	0.833	0.185	LOC388780	1
0.849	2.51067436	0.698	0.833	0.222	CCDC81	1
0.849	2.282567071	0.698	0.833	0.37	LRIG1	1
0.849	2.16793685	0.698	0.833	0.296	ZNF322	1
0.849	2.158084861	0.698	0.833	0.37	FABP6	1
0.849	2.074702237	0.698	0.833	0.444	TMEM67	1
0.849	2.043641899	0.698	0.833	0.444	SLC25A29	1
0.846	2.532548092	0.692	0.833	0.185	NXF3	1
0.846	2.399872496	0.692	0.833	0.259	ECT2L	1
0.846	2.367973928	0.692	0.833	0.704	SCGB2A1	1
0.846	2.225673885	0.692	0.833	0.704	SPAG1	1
0.843	2.147593815	0.686	0.833	0.148	SMPD2	1
0.84	2.913284225	0.68	0.833	0.185	PTRH1	1
0.84	2.138917301	0.68	0.833	0.185	DALRD3	1
0.84	2.113138509	0.68	0.833	0.185	GAS8	1
0.84	2.067386411	0.68	0.833	0.259	TEKT4	1
0.84	2.008568771	0.68	0.833	0.481	MDH1B	1
0.836	2.38052399	0.672	0.833	0.296	CCDC78	1
0.836	2.351518802	0.672	0.833	0.444	ARHGAP39	1
0.836	2.335490806	0.672	0.833	0.593	PFN2	1
0.836	2.317390124	0.672	0.833	0.296	BASP1	1
0.836	2.295119161	0.672	0.833	0.37	SLC12A7	1
0.836	2.285582294	0.672	0.833	0.37	TIMM10B	1
0.836	2.022592215	0.672	0.833	0.296	SNX13	1
0.833	6.529423242	0.666	0.667	0	KCNMB2	1
0.833	6.412587945	0.666	0.667	0	PPP1R36	1
0.833	5.007489546	0.666	0.667	0	ENDOG	1
0.83	2.538493625	0.66	0.833	0.296	RBM38	1
0.83	2.336054369	0.66	0.833	0.444	ANKMY1	1
0.83	2.277897296	0.66	0.833	0.222	ADGB	1
0.83	2.221240317	0.66	0.833	0.37	OR7E37P	1
0.83	2.215157177	0.66	0.833	0.444	ABCA13	1
0.83	2.143743417	0.66	0.833	0.519	UBXN10	1
0.83	2.125602194	0.66	0.833	0.296	FGFR1OP	1
0.83	2.113186767	0.66	0.833	0.37	AARS2	1
0.827	5.926399692	0.654	0.667	0.037	LINC01571	1
0.827	4.890606668	0.654	0.667	0.037	SVOPL	1
0.824	2.532550308	0.648	0.833	0.444	SPA17	1
0.821	4.495265411	0.642	0.667	0.074	CCDC13	1
0.821	3.998155193	0.642	0.667	0.074	CXXC4	1
0.821	3.985784545	0.642	0.667	0.074	ZNF440	1
0.821	3.096157408	0.642	0.667	0.074	EFHB	1
0.815	3.005621078	0.63	0.667	0.074	DPY19L2P2	1
0.815	2.445661359	0.63	0.833	0.556	C2orf40	1
0.815	2.047716967	0.63	0.833	0.407	WDR38	1
0.812	2.943336508	0.624	0.833	0.296	DCP1B	1
0.812	2.719554174	0.624	0.833	0.222	TMEM232	1
0.809	5.196880508	0.618	0.667	0.111	PTPRT	1
0.809	4.842657017	0.618	0.667	0.148	PECR	1
0.809	3.896886408	0.618	0.667	0.148	KNDC1	1
0.809	3.498904125	0.618	0.667	0.148	TSNAXIP1	1
0.809	3.462064529	0.618	0.667	0.074	LOC100130476	1
0.809	3.212403921	0.618	0.667	0.111	CFAP54	1
0.809	2.199413222	0.618	0.667	0.037	LOC101928269	1
0.802	4.777515791	0.604	0.667	0.111	RNLS	1
0.802	3.436654487	0.604	0.667	0.074	SHANK2	1
0.802	3.196197434	0.604	0.667	0.111	TTLL9	1
0.802	3.111944499	0.604	0.667	0.111	USP2	1
0.802	2.877809226	0.604	0.667	0.111	IQCD	1
0.796	3.74356748	0.592	0.667	0.222	KLHDC9	1
0.796	3.457474132	0.592	0.667	0.111	MDM1	1
0.796	3.270620986	0.592	0.667	0.148	RASA3	1
0.796	2.990172095	0.592	0.667	0.222	ERBB4	1
0.796	2.484285981	0.592	0.667	0.185	ANKRD54	1
0.796	2.428509059	0.592	0.667	0.111	LOC648987	1
0.79	3.686945572	0.58	0.667	0.259	ZNF688	1
0.79	3.613417117	0.58	0.667	0.259	TTLL7	1
0.79	2.932905977	0.58	0.667	0.259	PRR29	1
0.79	2.920688967	0.58	0.667	0.185	QTRT1	1
0.79	2.916557903	0.58	0.667	0.259	AP3M2	1
0.79	2.866859406	0.58	0.667	0.259	MOB1B	1
0.79	2.671964083	0.58	0.667	0.185	C1orf168	1
0.79	2.393800606	0.58	0.667	0.259	IQCA1	1
0.79	2.241997443	0.58	0.667	0.148	RPGRIP1L	1
0.787	2.234104328	0.574	0.833	0.37	WBSCR27	1
0.784	4.512070668	0.568	0.667	0.185	MAT1A	1
0.784	3.365642629	0.568	0.667	0.148	FLJ32255	1
0.784	3.263611966	0.568	0.667	0.259	OXTR	1
0.784	3.260607943	0.568	0.667	0.185	C16orf46	1
0.784	3.100842483	0.568	0.667	0.296	PHTF1	1
0.784	2.863431464	0.568	0.667	0.148	C3orf67	1
0.784	2.845113483	0.568	0.667	0.296	C5orf42	1
0.784	2.741481875	0.568	0.667	0.185	HRASLS2	1
0.784	2.633840852	0.568	0.667	0.148	SPATA6L	1
0.784	2.533896717	0.568	0.667	0.185	DCDC2	1
0.784	2.337567226	0.568	0.667	0.185	TXNDC11	1
0.784	2.229357798	0.568	0.667	0.111	BAIAP3	1
0.784	2.128699845	0.568	0.667	0.185	APH1B	1
0.778	3.564771095	0.556	0.667	0.333	UBE3D	1
0.778	3.261843319	0.556	0.667	0.333	ALDH16A1	1
0.778	3.247075319	0.556	0.667	0.296	PRICKLE2	1
0.778	2.820878779	0.556	0.667	0.259	BBS1	1
0.778	2.729394268	0.556	0.667	0.259	SNX29	1
0.778	2.488892705	0.556	0.667	0.185	NEK5	1
0.778	2.483487159	0.556	0.667	0.296	C7orf57	1
0.778	2.399458806	0.556	0.667	0.185	ARHGEF38	1
0.778	2.381211398	0.556	0.667	0.222	LOC100129534	1
0.778	2.302640631	0.556	0.667	0.148	DMPK	1
0.778	2.139480013	0.556	0.667	0.222	IL5RA	1
0.778	2.098010289	0.556	0.667	0.111	GJA4	1
0.778	2.003814131	0.556	0.667	0.148	KCNB1	1
0.772	3.377383402	0.544	0.667	0.296	RABL2A	1
0.772	2.855473493	0.544	0.667	0.222	GALC	1
0.772	2.540132173	0.544	0.667	0.37	APCDD1	1
0.772	2.340892445	0.544	0.667	0.148	RARB	1
0.772	2.198926864	0.544	0.667	0.259	KIF27	1
0.765	2.714518641	0.53	0.667	0.333	MPDZ	1
0.765	2.597220076	0.53	0.667	0.333	ALMS1	1
0.765	2.498490222	0.53	0.667	0.185	CCDC24	1
0.765	2.419221824	0.53	0.667	0.222	CFAP47	1
0.765	2.291780065	0.53	0.667	0.37	SGMS2	1
0.765	2.28826218	0.53	0.667	0.222	TEKT3	1
0.765	2.041844819	0.53	0.667	0.333	DYX1C1	1
0.759	3.812551068	0.518	0.667	0.407	CST6	1
0.759	3.227038541	0.518	0.667	0.444	CES4A	1
0.759	2.768313975	0.518	0.667	0.148	KIAA1257	1
0.759	2.357530479	0.518	0.667	0.259	ASIC1	1
0.759	2.111337792	0.518	0.667	0.37	IKZF4	1
0.759	2.031270121	0.518	0.667	0.296	EP300-AS1	1
0.759	2.011982396	0.518	0.667	0.148	TRIM37	1
0.753	2.520573343	0.506	0.667	0.222	FGF14	1
0.753	2.503345121	0.506	0.667	0.37	APBB2	1
0.753	2.432268886	0.506	0.667	0.259	LKAAEAR1	1
0.753	2.36444996	0.506	0.667	0.222	BBS5	1
0.753	2.222360865	0.506	0.667	0.259	USP24	1
0.753	2.20723705	0.506	0.667	0.259	LGR4	1
0.753	2.187217872	0.506	0.667	0.259	CEBPA	1
0.75	6.838253605	0.5	0.5	0	LOC101928812	1
0.75	6.502996726	0.5	0.5	0	FBXO36	1
0.75	6.494804593	0.5	0.5	0	TTC16	1
0.75	6.210580621	0.5	0.5	0	TTC23L	1
0.75	6.160400654	0.5	0.5	0	TRPC1	1
0.75	5.836256017	0.5	0.5	0	KIAA0754	1
0.75	5.696452026	0.5	0.5	0	CACNG6	1
0.75	5.186309918	0.5	0.5	0	KLHL32	1
0.75	4.426811765	0.5	0.5	0	GYG2P1	1
0.747	2.498611193	0.494	0.667	0.333	NWD1	1
0.747	2.324620233	0.494	0.667	0.37	FBXO31	1
0.747	2.296732036	0.494	0.667	0.444	ATXN2	1
0.747	2.109876794	0.494	0.667	0.37	TMEM45B	1
0.747	2.090192291	0.494	0.667	0.296	ARL13B	1
0.744	2.205340997	0.488	0.833	0.741	WARS	1
0.741	6.281395679	0.482	0.5	0.037	IL20RA	1
0.741	5.376194026	0.482	0.5	0.037	SYT10	1
0.741	4.918823068	0.482	0.5	0.037	SLC6A9	1
0.741	4.764455569	0.482	0.5	0.037	LOC101928227	1
0.741	4.736384598	0.482	0.5	0.037	KIF17	1
0.741	4.694912409	0.482	0.5	0.037	ZNF674	1
0.741	4.662242816	0.482	0.5	0.037	DPY19L2	1
0.741	4.394275982	0.482	0.5	0.037	DPY19L1	1
0.741	3.396558072	0.482	0.5	0.037	CCDC103	1
0.741	3.213709615	0.482	0.5	0.037	LOC100422737	1
0.741	2.905822865	0.482	0.667	0.481	AKAP14	1
0.741	2.539681977	0.482	0.667	0.556	ZNF273	1
0.741	2.418467091	0.482	0.667	0.407	IFT80	1
0.741	2.263563294	0.482	0.667	0.407	OSGEP	1
0.741	2.199549559	0.482	0.667	0.333	CCDC157	1
0.735	3.720425576	0.47	0.5	0.037	SNORA7B	1
0.735	3.271734274	0.47	0.5	0.037	MIPEPP3	1
0.731	4.962978251	0.462	0.5	0.074	BHLHB9	1
0.731	4.450666078	0.462	0.5	0.074	SLC22A16	1
0.731	4.009477483	0.462	0.5	0.074	GLIS3-AS1	1
0.731	3.946690519	0.462	0.5	0.074	CPEB1	1
0.731	3.799881827	0.462	0.5	0.074	PZP	1
0.731	3.607636351	0.462	0.5	0.074	CLDN16	1
0.731	3.489055566	0.462	0.5	0.074	SIAH3	1
0.728	3.126181705	0.456	0.5	0.037	USP51	1
0.728	2.11673888	0.456	0.667	0.333	KATNB1	1
0.725	3.74379416	0.45	0.5	0.074	ANKRD18A	1
0.725	3.13799714	0.45	0.5	0.074	GLB1L	1
0.725	2.874865965	0.45	0.5	0.074	DHRS9	1
0.722	4.339587826	0.444	0.5	0.111	SSUH2	1
0.722	3.908474021	0.444	0.5	0.111	WFDC3	1
0.722	3.702045314	0.444	0.5	0.111	TMEM151B	1
0.722	3.588526405	0.444	0.5	0.111	SPATS1	1
0.722	3.379418555	0.444	0.5	0.111	CFP	1
0.722	3.312900734	0.444	0.5	0.111	RAET1E	1
0.722	2.386237795	0.444	0.667	0.296	TRMT1	1
0.722	2.27351071	0.444	0.667	0.296	COL4A5	1
0.722	2.218926812	0.444	0.667	0.37	ZBED4	1
0.719	3.457850402	0.438	0.5	0.074	TBC1D31	1
0.719	3.073202429	0.438	0.5	0.074	ADAP1	1
0.719	2.950431314	0.438	0.5	0.074	ATP6V0A4	1
0.719	2.696977168	0.438	0.5	0.074	MORN3	1
0.719	2.423737869	0.438	0.5	0.074	POLQ	1
0.719	2.234694358	0.438	0.5	0.074	C4orf22	1
0.719	2.038229494	0.438	0.5	0.074	TTC30A	1
0.716	2.804935521	0.432	0.5	0.111	PWARSN	1
0.716	2.594353905	0.432	0.5	0.111	LOC100506124	1
0.716	2.31571102	0.432	0.667	0.37	ZBED5-AS1	1
0.716	2.25133149	0.432	0.667	0.444	SLC22A18	1
0.713	4.710862028	0.426	0.5	0.148	WNT16	1
0.713	4.541927548	0.426	0.5	0.148	HHLA2	1
0.713	2.852742588	0.426	0.5	0.148	ARHGEF11	1
0.713	2.258457644	0.426	0.5	0.148	ABCB10	1
0.713	2.244222791	0.426	0.5	0.148	PRUNE2	1
0.713	2.22435224	0.426	0.5	0.148	NOVA1	1
0.713	2.175695452	0.426	0.5	0.148	C12orf76	1
0.713	2.149324809	0.426	0.5	0.148	IQUB	1
0.713	2.037400954	0.426	0.5	0.074	INPP5B	1
0.71	3.424199049	0.42	0.5	0.111	ARRDC1-AS1	1
0.71	2.774528811	0.42	0.5	0.111	C2orf70	1
0.71	2.395541068	0.42	0.5	0.111	KSR1	1
0.71	2.313310382	0.42	0.5	0.111	ITGAL	1
0.707	4.152617326	0.414	0.5	0.148	NHLRC4	1
0.707	2.277857475	0.414	0.5	0.148	DCDC1	1
0.707	2.020141457	0.414	0.5	0.148	TSPAN15	1
0.704	4.276293662	0.408	0.5	0.111	KLF3-AS1	1
0.704	3.597813769	0.408	0.5	0.111	ASTN2	1
0.704	3.573086753	0.408	0.5	0.185	ATAT1	1
0.704	3.149767567	0.408	0.5	0.185	CCDC148	1
0.704	3.038772493	0.408	0.5	0.111	IQCH	1
0.704	2.869684761	0.408	0.5	0.185	WDR5B	1
0.704	2.710613021	0.408	0.5	0.185	RITA1	1
0.704	2.70472039	0.408	0.5	0.111	ITGBL1	1
0.704	2.595477337	0.408	0.5	0.111	SAMD15	1
0.704	2.446199436	0.408	0.5	0.111	GCA	1
0.704	2.268270253	0.408	0.667	0.333	IPW	1
0.704	2.15404471	0.408	0.667	0.333	LTBP1	1
0.704	2.060603775	0.408	0.667	0.333	RHPN1	1
0.701	3.204343415	0.402	0.5	0.148	GPC5-AS1	1
0.701	2.964818262	0.402	0.5	0.148	PRICKLE2-AS3	1
0.701	2.612077427	0.402	0.5	0.148	LOC642852	1
0.701	2.412497712	0.402	0.5	0.148	TGM3	1
0.701	2.195426998	0.402	0.5	0.148	SPATA4	1
0.701	2.043462441	0.402	0.5	0.148	PNO1	1
0.701	2.017340408	0.402	0.5	0.148	CHST11	1
0.988	2.241922289	0.976	1	0.818	MACC1	2
0.983	3.485825287	0.966	1	0.682	HOPX	2
0.983	2.123272566	0.966	1	0.818	PRSS8	2
0.975	3.423404051	0.95	1	0.682	TMPRSS11B	2
0.975	2.432862807	0.95	1	0.727	DUOX2	2
0.975	2.007560457	0.95	1	0.818	EPS8L1	2
0.971	3.755475305	0.942	1	0.409	PRSS27	2
0.946	2.347687099	0.892	1	0.5	GPT2	2
0.938	4.393487434	0.876	0.909	0.273	TMPRSS11E	2
0.936	4.223871417	0.872	0.909	0.136	SPNS2	2
0.928	3.56871444	0.856	0.909	0.409	DUSP5	2
0.926	2.448730943	0.852	1	0.545	APOBEC3A	2
