cluster	gene	size	boundary	protein_coding	lncRNA	sncRNA	pseudogene	Ig/TCR	tf
SD1	RP11-20O24.4	52	1:52	0.538461538461538	0.0192307692307692	0	0.442307692307692	0	0
SD1	RPL15	52	1:52	0.538461538461538	0.0192307692307692	0	0.442307692307692	0	0
SD1	RPL15P3	52	1:52	0.538461538461538	0.0192307692307692	0	0.442307692307692	0	0
SD1	RPS27A	52	1:52	0.538461538461538	0.0192307692307692	0	0.442307692307692	0	0
SD1	RPS27AP16	52	1:52	0.538461538461538	0.0192307692307692	0	0.442307692307692	0	0
SD1	RPL7P32	52	1:52	0.538461538461538	0.0192307692307692	0	0.442307692307692	0	0
SD1	RPL7P23	52	1:52	0.538461538461538	0.0192307692307692	0	0.442307692307692	0	0
SD1	RPL7P9	52	1:52	0.538461538461538	0.0192307692307692	0	0.442307692307692	0	0
SD1	RPL7P1	52	1:52	0.538461538461538	0.0192307692307692	0	0.442307692307692	0	0
SD1	RPL7	52	1:52	0.538461538461538	0.0192307692307692	0	0.442307692307692	0	0
SD1	RPL13	52	1:52	0.538461538461538	0.0192307692307692	0	0.442307692307692	0	0
SD1	RPL38	52	1:52	0.538461538461538	0.0192307692307692	0	0.442307692307692	0	0
SD1	RPS8	52	1:52	0.538461538461538	0.0192307692307692	0	0.442307692307692	0	0
SD1	RPL13AP25	52	1:52	0.538461538461538	0.0192307692307692	0	0.442307692307692	0	0
SD1	RPL13AP5	52	1:52	0.538461538461538	0.0192307692307692	0	0.442307692307692	0	0
SD1	RPL13A	52	1:52	0.538461538461538	0.0192307692307692	0	0.442307692307692	0	0
SD2	BTF3	57	53:109	0.649122807017544	0	0	0.350877192982456	0	0
SD2	RPL14	57	53:109	0.649122807017544	0	0	0.350877192982456	0	0
SD2	RPL14P1	57	53:109	0.649122807017544	0	0	0.350877192982456	0	0
SD2	RPL22	57	53:109	0.649122807017544	0	0	0.350877192982456	0	0
SD2	RPS4X	57	53:109	0.649122807017544	0	0	0.350877192982456	0	0
SD2	RPL27	57	53:109	0.649122807017544	0	0	0.350877192982456	0	0
SD2	RPL10AP6	57	53:109	0.649122807017544	0	0	0.350877192982456	0	0
SD2	RPL10A	57	53:109	0.649122807017544	0	0	0.350877192982456	0	0
SD2	RPL19	57	53:109	0.649122807017544	0	0	0.350877192982456	0	0
SD2	RPS11	57	53:109	0.649122807017544	0	0	0.350877192982456	0	0
SD2	RPL32	57	53:109	0.649122807017544	0	0	0.350877192982456	0	0
SD2	RPS24	57	53:109	0.649122807017544	0	0	0.350877192982456	0	0
SD2	RPL3P4	57	53:109	0.649122807017544	0	0	0.350877192982456	0	0
SD2	RPL3	57	53:109	0.649122807017544	0	0	0.350877192982456	0	0
SD2	RPS6	57	53:109	0.649122807017544	0	0	0.350877192982456	0	0
SD2	RPS17	57	53:109	0.649122807017544	0	0	0.350877192982456	0	0
SD2	RPS12	57	53:109	0.649122807017544	0	0	0.350877192982456	0	0
SD2	RPL8	57	53:109	0.649122807017544	0	0	0.350877192982456	0	0
SD2	RPS3	57	53:109	0.649122807017544	0	0	0.350877192982456	0	0
SD2	RPS16	57	53:109	0.649122807017544	0	0	0.350877192982456	0	0
SD2	RPL11	57	53:109	0.649122807017544	0	0	0.350877192982456	0	0
SD2	NACA	57	53:109	0.649122807017544	0	0	0.350877192982456	0	0
SD2	RPS23	57	53:109	0.649122807017544	0	0	0.350877192982456	0	0
SD2	RPL5	57	53:109	0.649122807017544	0	0	0.350877192982456	0	0
SD2	TPT1	57	53:109	0.649122807017544	0	0	0.350877192982456	0	0
SD2	RPL23	57	53:109	0.649122807017544	0	0	0.350877192982456	0	0
SD2	RPL34	57	53:109	0.649122807017544	0	0	0.350877192982456	0	0
SD2	RPS20	57	53:109	0.649122807017544	0	0	0.350877192982456	0	0
SD2	RPLP2	57	53:109	0.649122807017544	0	0	0.350877192982456	0	0
SD2	RPL30	57	53:109	0.649122807017544	0	0	0.350877192982456	0	0
SD2	RPL31	57	53:109	0.649122807017544	0	0	0.350877192982456	0	0
SD2	RPL37A	57	53:109	0.649122807017544	0	0	0.350877192982456	0	0
SD2	RPL9	57	53:109	0.649122807017544	0	0	0.350877192982456	0	0
SD2	RPL9P9	57	53:109	0.649122807017544	0	0	0.350877192982456	0	0
SD2	RPL27A	57	53:109	0.649122807017544	0	0	0.350877192982456	0	0
SD2	RPL4	57	53:109	0.649122807017544	0	0	0.350877192982456	0	0
SD2	RPL6	57	53:109	0.649122807017544	0	0	0.350877192982456	0	0
SD2	RPL6P27	57	53:109	0.649122807017544	0	0	0.350877192982456	0	0
SD2	RP11-408P14.1	57	53:109	0.649122807017544	0	0	0.350877192982456	0	0
SD2	AC009245.3	57	53:109	0.649122807017544	0	0	0.350877192982456	0	0
SD2	RPS3AP49	57	53:109	0.649122807017544	0	0	0.350877192982456	0	0
SD2	AC010468.1	57	53:109	0.649122807017544	0	0	0.350877192982456	0	0
SD2	RPS3AP47	57	53:109	0.649122807017544	0	0	0.350877192982456	0	0
SD2	RPS3AP6	57	53:109	0.649122807017544	0	0	0.350877192982456	0	0
SD2	RPS3A	57	53:109	0.649122807017544	0	0	0.350877192982456	0	0
SD2	RPS3AP26	57	53:109	0.649122807017544	0	0	0.350877192982456	0	0
SD2	RP11-69L16.5	57	53:109	0.649122807017544	0	0	0.350877192982456	0	0
SD2	RPL26	57	53:109	0.649122807017544	0	0	0.350877192982456	0	0
SD2	EEF1A1P13	57	53:109	0.649122807017544	0	0	0.350877192982456	0	0
SD2	RPL5P34	57	53:109	0.649122807017544	0	0	0.350877192982456	0	0
SD2	RP11-234A1.1	57	53:109	0.649122807017544	0	0	0.350877192982456	0	0
SD2	RPS18	57	53:109	0.649122807017544	0	0	0.350877192982456	0	0
SD2	RP11-371A22.1	57	53:109	0.649122807017544	0	0	0.350877192982456	0	0
SD2	EEF1A1P11	57	53:109	0.649122807017544	0	0	0.350877192982456	0	0
SD2	EEF1A1P6	57	53:109	0.649122807017544	0	0	0.350877192982456	0	0
SD2	EEF1A1	57	53:109	0.649122807017544	0	0	0.350877192982456	0	0
SD2	EEF1A1P5	57	53:109	0.649122807017544	0	0	0.350877192982456	0	0
SD3	PPP1R10	15	110:124	0.4	0	0	0.6	0	0
SD3	RCN1P2	15	110:124	0.4	0	0	0.6	0	0
SD3	SEC22A	15	110:124	0.4	0	0	0.6	0	0
SD3	TMEM14A	15	110:124	0.4	0	0	0.6	0	0
SD3	DENND2A	15	110:124	0.4	0	0	0.6	0	0
SD3	CNP	15	110:124	0.4	0	0	0.6	0	0
SD3	ST13P15	15	110:124	0.4	0	0	0.6	0	0
SD3	ST13P3	15	110:124	0.4	0	0	0.6	0	0
SD3	AC083873.4	15	110:124	0.4	0	0	0.6	0	0
SD3	ST13P5	15	110:124	0.4	0	0	0.6	0	0
SD3	ST13P4	15	110:124	0.4	0	0	0.6	0	0
SD3	ST13P6	15	110:124	0.4	0	0	0.6	0	0
SD3	ST13P19	15	110:124	0.4	0	0	0.6	0	0
SD3	ST13	15	110:124	0.4	0	0	0.6	0	0
SD3	ST13P18	15	110:124	0.4	0	0	0.6	0	0
SD4	OGN	32	125:156	1	0	0	0	0	0.09375
SD4	MMP2	32	125:156	1	0	0	0	0	0.09375
SD4	MARCKS	32	125:156	1	0	0	0	0	0.09375
SD4	KITLG	32	125:156	1	0	0	0	0	0.09375
SD4	TPBG	32	125:156	1	0	0	0	0	0.09375
SD4	LDLRAD3	32	125:156	1	0	0	0	0	0.09375
SD4	COX4I1	32	125:156	1	0	0	0	0	0.09375
SD4	CDH2	32	125:156	1	0	0	0	0	0.09375
SD4	PDZRN3	32	125:156	1	0	0	0	0	0.09375
SD4	DSTN	32	125:156	1	0	0	0	0	0.09375
SD4	TMSB10	32	125:156	1	0	0	0	0	0.09375
SD4	HOXC8	32	125:156	1	0	0	0	0	0.09375
SD4	HOXC6	32	125:156	1	0	0	0	0	0.09375
SD4	HOXC4	32	125:156	1	0	0	0	0	0.09375
SD4	LRRTM3	32	125:156	1	0	0	0	0	0.09375
SD4	CDH9	32	125:156	1	0	0	0	0	0.09375
SD4	PI15	32	125:156	1	0	0	0	0	0.09375
SD4	CBLN2	32	125:156	1	0	0	0	0	0.09375
SD4	ADH1A	32	125:156	1	0	0	0	0	0.09375
SD4	ADH1B	32	125:156	1	0	0	0	0	0.09375
SD4	GFRA2	32	125:156	1	0	0	0	0	0.09375
SD4	MAPK10	32	125:156	1	0	0	0	0	0.09375
SD4	SEPT11	32	125:156	1	0	0	0	0	0.09375
SD4	PRSS12	32	125:156	1	0	0	0	0	0.09375
SD4	COL24A1	32	125:156	1	0	0	0	0	0.09375
SD4	FIBIN	32	125:156	1	0	0	0	0	0.09375
SD4	PCDH11X	32	125:156	1	0	0	0	0	0.09375
SD4	PCDH11Y	32	125:156	1	0	0	0	0	0.09375
SD4	RSPO3	32	125:156	1	0	0	0	0	0.09375
SD4	SHISA3	32	125:156	1	0	0	0	0	0.09375
SD4	C1QTNF3	32	125:156	1	0	0	0	0	0.09375
SD4	PDGFD	32	125:156	1	0	0	0	0	0.09375
SD5	NET1	39	157:195	1	0	0	0	0	0.0512820512820513
SD5	TMTC2	39	157:195	1	0	0	0	0	0.0512820512820513
SD5	PTPRZ1	39	157:195	1	0	0	0	0	0.0512820512820513
SD5	NCALD	39	157:195	1	0	0	0	0	0.0512820512820513
SD5	PBX1	39	157:195	1	0	0	0	0	0.0512820512820513
SD5	COL9A1	39	157:195	1	0	0	0	0	0.0512820512820513
SD5	CYP26B1	39	157:195	1	0	0	0	0	0.0512820512820513
SD5	SLIT2	39	157:195	1	0	0	0	0	0.0512820512820513
SD5	PMEPA1	39	157:195	1	0	0	0	0	0.0512820512820513
SD5	EFNA5	39	157:195	1	0	0	0	0	0.0512820512820513
SD5	FZD7	39	157:195	1	0	0	0	0	0.0512820512820513
SD5	SCN7A	39	157:195	1	0	0	0	0	0.0512820512820513
SD5	SULF1	39	157:195	1	0	0	0	0	0.0512820512820513
SD5	GFRA1	39	157:195	1	0	0	0	0	0.0512820512820513
SD5	PDGFRA	39	157:195	1	0	0	0	0	0.0512820512820513
SD5	SEMA3D	39	157:195	1	0	0	0	0	0.0512820512820513
SD5	KCNN3	39	157:195	1	0	0	0	0	0.0512820512820513
SD5	DHRS3	39	157:195	1	0	0	0	0	0.0512820512820513
SD5	ZFHX4	39	157:195	1	0	0	0	0	0.0512820512820513
SD5	MYO3B	39	157:195	1	0	0	0	0	0.0512820512820513
SD5	LRRN3	39	157:195	1	0	0	0	0	0.0512820512820513
SD5	GREM1	39	157:195	1	0	0	0	0	0.0512820512820513
SD5	TNC	39	157:195	1	0	0	0	0	0.0512820512820513
SD5	TENM3	39	157:195	1	0	0	0	0	0.0512820512820513
SD5	LOX	39	157:195	1	0	0	0	0	0.0512820512820513
SD5	DPT	39	157:195	1	0	0	0	0	0.0512820512820513
SD5	NPR3	39	157:195	1	0	0	0	0	0.0512820512820513
SD5	THBS2	39	157:195	1	0	0	0	0	0.0512820512820513
SD5	SPARC	39	157:195	1	0	0	0	0	0.0512820512820513
SD5	COL3A1	39	157:195	1	0	0	0	0	0.0512820512820513
SD5	COL1A2	39	157:195	1	0	0	0	0	0.0512820512820513
SD5	COL1A1	39	157:195	1	0	0	0	0	0.0512820512820513
SD5	PTN	39	157:195	1	0	0	0	0	0.0512820512820513
SD5	MATN2	39	157:195	1	0	0	0	0	0.0512820512820513
SD5	C7	39	157:195	1	0	0	0	0	0.0512820512820513
SD5	ADAMTSL3	39	157:195	1	0	0	0	0	0.0512820512820513
SD5	PLOD2	39	157:195	1	0	0	0	0	0.0512820512820513
SD5	FGF10	39	157:195	1	0	0	0	0	0.0512820512820513
SD5	NELL1	39	157:195	1	0	0	0	0	0.0512820512820513
SD6	ELP3	44	196:239	1	0	0	0	0	0.0681818181818182
SD6	RPA1	44	196:239	1	0	0	0	0	0.0681818181818182
SD6	RFC5	44	196:239	1	0	0	0	0	0.0681818181818182
SD6	PXMP2	44	196:239	1	0	0	0	0	0.0681818181818182
SD6	HMGB2	44	196:239	1	0	0	0	0	0.0681818181818182
SD6	CTSA	44	196:239	1	0	0	0	0	0.0681818181818182
SD6	PRPF19	44	196:239	1	0	0	0	0	0.0681818181818182
SD6	NR2C2AP	44	196:239	1	0	0	0	0	0.0681818181818182
SD6	ERFE	44	196:239	1	0	0	0	0	0.0681818181818182
SD6	TIPIN	44	196:239	1	0	0	0	0	0.0681818181818182
SD6	AGPAT5	44	196:239	1	0	0	0	0	0.0681818181818182
SD6	RBBP8	44	196:239	1	0	0	0	0	0.0681818181818182
SD6	SMC2	44	196:239	1	0	0	0	0	0.0681818181818182
SD6	RNASEH2A	44	196:239	1	0	0	0	0	0.0681818181818182
SD6	POLE2	44	196:239	1	0	0	0	0	0.0681818181818182
SD6	ZRANB3	44	196:239	1	0	0	0	0	0.0681818181818182
SD6	LIG1	44	196:239	1	0	0	0	0	0.0681818181818182
SD6	STMN1	44	196:239	1	0	0	0	0	0.0681818181818182
SD6	NUCKS1	44	196:239	1	0	0	0	0	0.0681818181818182
SD6	ITGB3BP	44	196:239	1	0	0	0	0	0.0681818181818182
SD6	FANCI	44	196:239	1	0	0	0	0	0.0681818181818182
SD6	GMNN	44	196:239	1	0	0	0	0	0.0681818181818182
SD6	MCM8	44	196:239	1	0	0	0	0	0.0681818181818182
SD6	TCF19	44	196:239	1	0	0	0	0	0.0681818181818182
SD6	PCNA	44	196:239	1	0	0	0	0	0.0681818181818182
SD6	CBX5	44	196:239	1	0	0	0	0	0.0681818181818182
SD6	MCM3	44	196:239	1	0	0	0	0	0.0681818181818182
SD6	RRM1	44	196:239	1	0	0	0	0	0.0681818181818182
SD6	CDC7	44	196:239	1	0	0	0	0	0.0681818181818182
SD6	CHEK1	44	196:239	1	0	0	0	0	0.0681818181818182
SD6	RMI2	44	196:239	1	0	0	0	0	0.0681818181818182
SD6	FANCA	44	196:239	1	0	0	0	0	0.0681818181818182
SD6	TUBA1B	44	196:239	1	0	0	0	0	0.0681818181818182
SD6	TYMS	44	196:239	1	0	0	0	0	0.0681818181818182
SD6	MCM4	44	196:239	1	0	0	0	0	0.0681818181818182
SD6	WDHD1	44	196:239	1	0	0	0	0	0.0681818181818182
SD6	GINS2	44	196:239	1	0	0	0	0	0.0681818181818182
SD6	CENPK	44	196:239	1	0	0	0	0	0.0681818181818182
SD6	MCM2	44	196:239	1	0	0	0	0	0.0681818181818182
SD6	KNTC1	44	196:239	1	0	0	0	0	0.0681818181818182
SD6	TIMELESS	44	196:239	1	0	0	0	0	0.0681818181818182
SD6	CDCA7	44	196:239	1	0	0	0	0	0.0681818181818182
SD6	DSN1	44	196:239	1	0	0	0	0	0.0681818181818182
SD6	MCM5	44	196:239	1	0	0	0	0	0.0681818181818182
SD7	VCAM1	20	240:259	0.95	0	0	0.05	0	0
SD7	VPS52	20	240:259	0.95	0	0	0.05	0	0
SD7	IGFBP7	20	240:259	0.95	0	0	0.05	0	0
SD7	FSTL1	20	240:259	0.95	0	0	0.05	0	0
SD7	GPC3	20	240:259	0.95	0	0	0.05	0	0
SD7	LAMA2	20	240:259	0.95	0	0	0.05	0	0
SD7	MOXD1	20	240:259	0.95	0	0	0.05	0	0
SD7	LRRC7	20	240:259	0.95	0	0	0.05	0	0
SD7	LUM	20	240:259	0.95	0	0	0.05	0	0
SD7	DCN	20	240:259	0.95	0	0	0.05	0	0
SD7	TMEM200A	20	240:259	0.95	0	0	0.05	0	0
SD7	HBB	20	240:259	0.95	0	0	0.05	0	0
SD7	HBG1	20	240:259	0.95	0	0	0.05	0	0
SD7	HBG2	20	240:259	0.95	0	0	0.05	0	0
SD7	AC079780.3	20	240:259	0.95	0	0	0.05	0	0
SD7	FGD4	20	240:259	0.95	0	0	0.05	0	0
SD7	NRP1	20	240:259	0.95	0	0	0.05	0	0
SD7	PPFIBP1	20	240:259	0.95	0	0	0.05	0	0
SD7	IFI44	20	240:259	0.95	0	0	0.05	0	0
SD7	TIPRL	20	240:259	0.95	0	0	0.05	0	0
SD8	LAMC1	48	260:307	1	0	0	0	0	0.104166666666667
SD8	ETS2	48	260:307	1	0	0	0	0	0.104166666666667
SD8	OVOS2	48	260:307	1	0	0	0	0	0.104166666666667
SD8	ADGRL2	48	260:307	1	0	0	0	0	0.104166666666667
SD8	QSOX1	48	260:307	1	0	0	0	0	0.104166666666667
SD8	EXT1	48	260:307	1	0	0	0	0	0.104166666666667
SD8	TWSG1	48	260:307	1	0	0	0	0	0.104166666666667
SD8	NLGN1	48	260:307	1	0	0	0	0	0.104166666666667
SD8	RBPJ	48	260:307	1	0	0	0	0	0.104166666666667
SD8	TIMP3	48	260:307	1	0	0	0	0	0.104166666666667
SD8	PMP22	48	260:307	1	0	0	0	0	0.104166666666667
SD8	FGF13	48	260:307	1	0	0	0	0	0.104166666666667
SD8	VPS13B	48	260:307	1	0	0	0	0	0.104166666666667
SD8	PTPRM	48	260:307	1	0	0	0	0	0.104166666666667
SD8	FAT4	48	260:307	1	0	0	0	0	0.104166666666667
SD8	NID1	48	260:307	1	0	0	0	0	0.104166666666667
SD8	VCAN	48	260:307	1	0	0	0	0	0.104166666666667
SD8	FBN1	48	260:307	1	0	0	0	0	0.104166666666667
SD8	FBN2	48	260:307	1	0	0	0	0	0.104166666666667
SD8	COL14A1	48	260:307	1	0	0	0	0	0.104166666666667
SD8	COL5A2	48	260:307	1	0	0	0	0	0.104166666666667
SD8	SVEP1	48	260:307	1	0	0	0	0	0.104166666666667
SD8	CLMP	48	260:307	1	0	0	0	0	0.104166666666667
SD8	IMPA2	48	260:307	1	0	0	0	0	0.104166666666667
SD8	AGPS	48	260:307	1	0	0	0	0	0.104166666666667
SD8	RAB27B	48	260:307	1	0	0	0	0	0.104166666666667
SD8	RIOX2	48	260:307	1	0	0	0	0	0.104166666666667
SD8	RERG	48	260:307	1	0	0	0	0	0.104166666666667
SD8	IRAK3	48	260:307	1	0	0	0	0	0.104166666666667
SD8	FILIP1L	48	260:307	1	0	0	0	0	0.104166666666667
SD8	TGFBI	48	260:307	1	0	0	0	0	0.104166666666667
SD8	FHL1	48	260:307	1	0	0	0	0	0.104166666666667
SD8	DUSP10	48	260:307	1	0	0	0	0	0.104166666666667
SD8	PPP1R1B	48	260:307	1	0	0	0	0	0.104166666666667
SD8	TXNIP	48	260:307	1	0	0	0	0	0.104166666666667
SD8	NKX2-3	48	260:307	1	0	0	0	0	0.104166666666667
SD8	STIM2	48	260:307	1	0	0	0	0	0.104166666666667
SD8	ZEB2	48	260:307	1	0	0	0	0	0.104166666666667
SD8	TDO2	48	260:307	1	0	0	0	0	0.104166666666667
SD8	NREP	48	260:307	1	0	0	0	0	0.104166666666667
SD8	ARHGAP15	48	260:307	1	0	0	0	0	0.104166666666667
SD8	EPB41L2	48	260:307	1	0	0	0	0	0.104166666666667
SD8	SYNPO2	48	260:307	1	0	0	0	0	0.104166666666667
SD8	ADAM28	48	260:307	1	0	0	0	0	0.104166666666667
SD8	NFE2L2	48	260:307	1	0	0	0	0	0.104166666666667
SD8	ISOC1	48	260:307	1	0	0	0	0	0.104166666666667
SD8	ANTXR2	48	260:307	1	0	0	0	0	0.104166666666667
SD8	CORO1C	48	260:307	1	0	0	0	0	0.104166666666667
SD9	LAMA4	22	308:329	1	0	0	0	0	0.0454545454545455
SD9	EFEMP1	22	308:329	1	0	0	0	0	0.0454545454545455
SD9	ROBO1	22	308:329	1	0	0	0	0	0.0454545454545455
SD9	RYR2	22	308:329	1	0	0	0	0	0.0454545454545455
SD9	ARHGAP24	22	308:329	1	0	0	0	0	0.0454545454545455
SD9	FAM84A	22	308:329	1	0	0	0	0	0.0454545454545455
SD9	MTCL1	22	308:329	1	0	0	0	0	0.0454545454545455
SD9	COL21A1	22	308:329	1	0	0	0	0	0.0454545454545455
SD9	OSR2	22	308:329	1	0	0	0	0	0.0454545454545455
SD9	KANK4	22	308:329	1	0	0	0	0	0.0454545454545455
SD9	TGFBR3	22	308:329	1	0	0	0	0	0.0454545454545455
SD9	STXBP5	22	308:329	1	0	0	0	0	0.0454545454545455
SD9	ITGA8	22	308:329	1	0	0	0	0	0.0454545454545455
SD9	SEMA3A	22	308:329	1	0	0	0	0	0.0454545454545455
SD9	AP1S2	22	308:329	1	0	0	0	0	0.0454545454545455
SD9	GBP1	22	308:329	1	0	0	0	0	0.0454545454545455
SD9	ADAMTS1	22	308:329	1	0	0	0	0	0.0454545454545455
SD9	PLK2	22	308:329	1	0	0	0	0	0.0454545454545455
SD9	PRNP	22	308:329	1	0	0	0	0	0.0454545454545455
SD9	TNFRSF19	22	308:329	1	0	0	0	0	0.0454545454545455
SD9	ZNF804A	22	308:329	1	0	0	0	0	0.0454545454545455
SD9	NETO2	22	308:329	1	0	0	0	0	0.0454545454545455
SD10	PHACTR3	40	330:369	1	0	0	0	0	0.1
SD10	NEDD9	40	330:369	1	0	0	0	0	0.1
SD10	ST6GALNAC5	40	330:369	1	0	0	0	0	0.1
SD10	SORCS1	40	330:369	1	0	0	0	0	0.1
SD10	ADGRL3	40	330:369	1	0	0	0	0	0.1
SD10	HPSE2	40	330:369	1	0	0	0	0	0.1
SD10	SLC12A2	40	330:369	1	0	0	0	0	0.1
SD10	TMTC1	40	330:369	1	0	0	0	0	0.1
SD10	ZNF536	40	330:369	1	0	0	0	0	0.1
SD10	NLGN4X	40	330:369	1	0	0	0	0	0.1
SD10	SNED1	40	330:369	1	0	0	0	0	0.1
SD10	CCDC80	40	330:369	1	0	0	0	0	0.1
SD10	SLC8A1	40	330:369	1	0	0	0	0	0.1
SD10	TPM1	40	330:369	1	0	0	0	0	0.1
SD10	GPC4	40	330:369	1	0	0	0	0	0.1
SD10	PTGER2	40	330:369	1	0	0	0	0	0.1
SD10	WNT2B	40	330:369	1	0	0	0	0	0.1
SD10	TMEM176B	40	330:369	1	0	0	0	0	0.1
SD10	FBXL7	40	330:369	1	0	0	0	0	0.1
SD10	NR2F2	40	330:369	1	0	0	0	0	0.1
SD10	PTCH1	40	330:369	1	0	0	0	0	0.1
SD10	VSTM4	40	330:369	1	0	0	0	0	0.1
SD10	ABI3BP	40	330:369	1	0	0	0	0	0.1
SD10	SELENOP	40	330:369	1	0	0	0	0	0.1
SD10	FOXF2	40	330:369	1	0	0	0	0	0.1
SD10	DACH1	40	330:369	1	0	0	0	0	0.1
SD10	THSD4	40	330:369	1	0	0	0	0	0.1
SD10	SEMA5A	40	330:369	1	0	0	0	0	0.1
SD10	FNDC1	40	330:369	1	0	0	0	0	0.1
SD10	SLITRK6	40	330:369	1	0	0	0	0	0.1
SD10	FN1	40	330:369	1	0	0	0	0	0.1
SD10	CCDC68	40	330:369	1	0	0	0	0	0.1
SD10	LIFR	40	330:369	1	0	0	0	0	0.1
SD10	MYOCD	40	330:369	1	0	0	0	0	0.1
SD10	IQGAP2	40	330:369	1	0	0	0	0	0.1
SD10	F2R	40	330:369	1	0	0	0	0	0.1
SD10	MYO6	40	330:369	1	0	0	0	0	0.1
SD10	MAPK1IP1L	40	330:369	1	0	0	0	0	0.1
SD10	EMCN	40	330:369	1	0	0	0	0	0.1
SD10	ARGLU1	40	330:369	1	0	0	0	0	0.1
SD11	RP11-2E11.9	25	370:394	0.96	0.04	0	0	0	0.28
SD11	GOLGA8A	25	370:394	0.96	0.04	0	0	0	0.28
SD11	GOLGA8B	25	370:394	0.96	0.04	0	0	0	0.28
SD11	CRABP2	25	370:394	0.96	0.04	0	0	0	0.28
SD11	RARB	25	370:394	0.96	0.04	0	0	0	0.28
SD11	FRAS1	25	370:394	0.96	0.04	0	0	0	0.28
SD11	ATP2B1	25	370:394	0.96	0.04	0	0	0	0.28
SD11	DPP10	25	370:394	0.96	0.04	0	0	0	0.28
SD11	FST	25	370:394	0.96	0.04	0	0	0	0.28
SD11	ZNF385D	25	370:394	0.96	0.04	0	0	0	0.28
SD11	CELF2	25	370:394	0.96	0.04	0	0	0	0.28
SD11	CCBE1	25	370:394	0.96	0.04	0	0	0	0.28
SD11	BMP7	25	370:394	0.96	0.04	0	0	0	0.28
SD11	HOXD8	25	370:394	0.96	0.04	0	0	0	0.28
SD11	ADAMTS17	25	370:394	0.96	0.04	0	0	0	0.28
SD11	MKX	25	370:394	0.96	0.04	0	0	0	0.28
