mdid	size	TF	PPI	GO	KEGG	class	avgCor_Small intestine.Fibro-COL14A1.14w	avgCor_Small intestine.Fibro-COL14A1.20w	avgCor_Small intestine.Fibro-COL6A5.20w	avgCor_Small intestine.SM-Visceral.20w	avgCor_Small intestine.T.20w	avgCor_Stomach.Fibro-ADAM28.14w	avgCor_Stomach.Fibro-ADAM28.20w	avgCor_Stomach.Fibro-FBLN1.14w	avgCor_Stomach.Fibro-FBLN1.20w	avgCor_Stomach.Fibro-IRF1.20w	avgExpr_Small intestine.Fibro-COL14A1.14w	avgExpr_Small intestine.Fibro-COL14A1.20w	avgExpr_Small intestine.Fibro-COL6A5.20w	avgExpr_Small intestine.SM-Visceral.20w	avgExpr_Small intestine.T.20w	avgExpr_Stomach.Fibro-ADAM28.14w	avgExpr_Stomach.Fibro-ADAM28.20w	avgExpr_Stomach.Fibro-FBLN1.14w	avgExpr_Stomach.Fibro-FBLN1.20w	avgExpr_Stomach.Fibro-IRF1.20w
SD107	34	TRUE	FALSE	TRUE	FALSE	Development	0.00692171012450925	0.0190902356095565	0.0332289480468233	0.0389293425838288	0.0162005395230428	0.0889475669414054	0.0241350544424414	0.00978704113885528	0.013797026997901	0.0340758036147568	168.351147635911	174.255975406167	239.361619492744	117.755734689657	124.491223905335	246.101772437911	255.455994607893	195.422872856775	200.181721453244	237.860684837426
SD49	25	FALSE	TRUE	TRUE	TRUE	Development	0.027306183787683	0.0368602758647787	0.0192990804470438	0.0930406030596923	0.0222210252151014	0.017351572935574	0.0122955598660615	0.0167208598184956	0.0181569629859983	0.0216365558636503	294.634647780944	241.361584837921	375.145708552519	213.221750157626	27.7572788807102	278.550144154311	270.929337818133	252.550849367334	226.083292321955	220.34985201791
SD11	25	TRUE	TRUE	TRUE	FALSE	Development	0.164737357512033	0.019710931746417	0.00826376945618825	0.021397792348029	0.00735557763910801	0.0114933874283385	0.00807083415138726	0.0126313939199985	0.0126858294637449	0.00701575259283637	45.2074001471237	25.9791434007752	47.6650955584737	32.4907258599283	38.8980111613829	39.3472580762925	32.0427059792163	50.9255953337566	35.4657868482103	25.7701995160756
SD55	34	FALSE	FALSE	TRUE	FALSE	Development	0.0128425169003527	0.0182809361328025	0.0149963778303451	0.0955696966005631	0.0161871555397917	0.0110908839548188	0.0160662021353139	0.019777544599452	0.0294170048588722	0.0163072957919588	87.3204670917372	81.2607291194826	135.079319341085	161.400024238065	123.905898277082	127.101559729796	118.309369707885	99.5461653645858	89.3258633393222	106.692301738847
SD175	24	TRUE	TRUE	TRUE	TRUE	ECM organization	0.0150311951777254	0.0149161440403542	0.0878964044341137	0.025862472971688	0.0204463848205154	0.208644651387763	0.145612511085139	0.0172831033711544	0.0138827411244754	0.208114612247153	360.527179302356	359.813498016061	431.705577473971	225.809695182453	54.6269666145884	390.121446971109	409.883637153925	276.091971527828	250.929333974458	340.233736615816
SD134	25	TRUE	TRUE	TRUE	TRUE	ECM organization	0.0110195276948415	0.0157399872696634	0.0891069701098292	0.0570942895811632	0.00964318408016799	0.19645394428715	0.174132800930157	0.0173374259505114	0.0162918126746249	0.160712767774174	210.835195584482	174.024721582503	442.130379954013	199.774415672491	48.0069924614959	431.055409624575	457.894237269142	186.35656738405	164.666126716226	356.956536682777
SD123	38	TRUE	TRUE	TRUE	TRUE	ECM organization	0.0260718921837433	0.0353027407079999	0.0845630765504643	0.0246712795332827	0.019807428707447	0.146357775987967	0.122243457761908	0.0240847210817748	0.0398634807370498	0.139470664686459	459.290083121208	439.749450830965	301.359092007906	454.393440313531	36.6476643059027	430.299656663521	372.643932755338	647.862489118087	545.173179124016	324.841921037137
SD37	20	FALSE	TRUE	TRUE	TRUE	ECM organization	0.0177223621513073	0.0302013099784133	0.214570951552565	0.0401919785313697	0.0354337495953018	0.0628183840968639	0.0457766488537895	0.0283571100983188	0.0267097627999436	0.0644638989290218	1340.2345304494	1425.97032185296	938.800166167559	555.752789481275	10.4627689776676	755.306159469786	608.190850398446	1436.47199032698	1063.12928496495	486.287039333168
SD48	12	TRUE	FALSE	TRUE	FALSE	ECM organization	0.0643126422107226	0.0365798797565382	0.039034201154423	0.186325377001479	0.0195072210825507	0.0664957340647389	0.0352229410459785	0.0188228934397204	0.0372207707852034	0.0439175705123558	261.721372902219	186.097225064048	502.544735480712	194.874587960238	10.4279657331762	409.202062809401	441.455416320111	246.164596615899	216.064295266976	359.04442740441
SD100	22	TRUE	FALSE	TRUE	FALSE	Gene expression regulation	0.0311436260542669	0.11210189003358	0.109547756494827	0.145836091849579	0.270683142048311	0.0388597577806639	0.0456140207792889	0.0927037635187162	0.0901232042867231	0.0604962767049214	85.885879207198	171.737879554521	190.621013393228	170.498624209888	1501.55466174374	75.1731332698385	91.3338374686961	102.272223592751	135.108758579241	253.258877915784
SD53	22	TRUE	FALSE	TRUE	FALSE	Gene expression regulation	0.0165364465272112	0.0646185032008756	0.0590127200742171	0.123567412193316	0.0169151506684543	0.0201444973752413	0.0235409173455356	0.046211279739347	0.0564587976922497	0.031529956932564	103.986274734299	133.467835173889	137.150483584041	137.519665392982	523.142529115123	92.7639324220147	97.4278090567876	100.226558024444	109.908803791532	168.758195724151
SD99	21	TRUE	FALSE	TRUE	FALSE	Gene expression regulation	0.00974945530298158	0.0350999664544348	0.0269818192025548	0.0216698542509937	0.181223943119916	0.00602873440570437	0.0185307335058261	0.0219997941051999	0.0256706314738349	0.0199157441925872	163.145415721382	134.597947054921	175.751791832926	141.852269076049	386.642713480092	171.999905272997	133.914522867069	157.445776872802	118.185846441121	151.804279777731
SD156	32	TRUE	FALSE	TRUE	FALSE	Histone modification	0.0712539982392766	0.0804098366818075	0.0708404416836806	0.0785755011285627	0.0581240306299969	0.0717172840376721	0.073125890231398	0.0718143569548533	0.115476632481119	0.0748422549567715	190.754397946918	178.501743649381	181.935342143325	207.401277480091	125.016925702924	208.175605308591	166.618140685871	180.485226633333	132.05048693008	149.281715347883
SD67	33	FALSE	TRUE	TRUE	TRUE	Immune	0.0175535461090511	0.0351848801460814	0.0305571182034499	0.0373126200419129	0.248413564775534	0.0140096212927258	0.0246033981835028	0.00385045128393221	0.0155929983387631	0.0347434292710583	78.3601837147563	95.1000111446952	204.449129014069	121.989185055155	1033.48021606929	80.906422226584	101.616939833699	81.2694876266394	101.359723424881	129.192628360376
SD131	56	TRUE	TRUE	TRUE	TRUE	Metabolism	0.161818460649569	0.293543694414652	0.331893385557839	0.381192546420006	0.0927901117201482	0.217305793326314	0.220775215831732	0.336428685563123	0.309749763119653	0.0863721431240513	589.259047679502	1166.81240343971	982.971202135885	874.418328593032	906.022110550862	496.478788168128	481.239660411117	865.265358377875	1029.43861135307	1519.45710261388
SD12	12	TRUE	FALSE	TRUE	FALSE	Metabolism	0.136534089711383	0.187423617869459	0.256753707687479	0.255336946475904	0.0609963312108805	0.105451493681365	0.136356108979232	0.212888792188189	0.190139972252507	0.0692509872088353	105.5221305558	191.690003602559	248.326707775195	196.187296326574	375.516761262255	118.523707591469	119.976132728358	153.902530225367	179.542211995079	400.567117289592
SD27	126	TRUE	TRUE	TRUE	TRUE	Metabolism	0.0960405040072498	0.22435023992217	0.219188011556308	0.271579617514777	0.0543980396030328	0.109446910209649	0.11611770099254	0.221916365766002	0.224150688167078	0.065382435414137	396.540801286628	730.068597701026	628.234351697174	554.60286335655	643.317117473251	351.837095093709	350.247642927365	540.052531252179	661.465135558101	949.135730917043
SD163	120	TRUE	TRUE	TRUE	TRUE	Metabolism	0.0893117231386557	0.199204902202602	0.211696609298656	0.246399794356715	0.0574661394444521	0.104875822687153	0.111348399487629	0.211797652250887	0.256787546739991	0.0676494685426615	383.905241962106	718.543767905837	605.725384905182	543.395157160067	619.785164426809	334.266152033509	336.033897450735	525.994927271274	668.666390474407	932.441783889077
SD109	11	TRUE	TRUE	TRUE	FALSE	Metabolism	0.157508523852781	0.161898880951493	0.169965125232031	0.159700688587469	0.175042611474029	0.171890758145736	0.0992741949355203	0.190317338067236	0.15695395426503	0.110704010137786	467.704963797455	495.854889983333	661.982289105903	550.700338523473	1488.60862268306	509.942129323624	535.695412165592	416.480531970613	449.960516813221	645.284494450933
SD43	148	TRUE	TRUE	TRUE	TRUE	Metabolism	0.0823749274357527	0.18129953756684	0.225867511307028	0.237257647580888	0.0493887665306457	0.0911836535166791	0.0966798355014273	0.180741959192133	0.18684752711095	0.0640595028544856	304.364184024476	580.018536697722	526.604855879525	449.413514946789	592.332628100687	270.285595872837	267.02841120996	424.921832435183	505.043844322112	766.373909134039
SD54	161	TRUE	TRUE	TRUE	TRUE	Metabolism	0.0830282804309093	0.180943805960327	0.197547304809894	0.249920961367531	0.0451876276485229	0.091688289617912	0.0936800247521222	0.180528201325575	0.189016063569532	0.0584211541921238	307.520296470979	567.1055542011	498.461917384626	433.924242438871	503.68998367316	273.517839295968	264.76183740819	420.196682310979	502.974120662655	738.98936253036
SD18	26	TRUE	FALSE	TRUE	FALSE	Metabolism	0.101118240921328	0.124869066664299	0.0959823419935198	0.103566063461421	0.0773970486220281	0.102606555595581	0.0990521768156487	0.101481908366485	0.12122837488434	0.106991643808711	199.525944525149	181.748159212018	166.052833843251	198.890607663175	115.28605956814	221.682745585975	184.149433051632	188.54267343228	138.297770354747	162.561792097822
SD101	57	TRUE	TRUE	TRUE	TRUE	Metabolism	0.0470892165092973	0.0853727520414081	0.112603298853779	0.105884958659533	0.13195201991022	0.0587337077060551	0.0738424252966268	0.101348151880301	0.107100611882994	0.0336972464570405	241.736031892533	578.131577811655	491.512730721723	445.613865431704	429.889487437618	207.597345646583	263.361464601489	359.7966349318	545.446329719776	809.553569142125
