cluster	gene	size	boundary	protein_coding	lncRNA	sncRNA	pseudogene	Ig/TCR	tf	enrich_TF	enrich_miRNA	enrich_GO	enrich_KEGG	enrich_PPI
MD4	PDE1B	14	56:69	0.571428571428571	0.428571428571429	0	0	0	0	FALSE	FALSE	FALSE	FALSE	FALSE
MD4	RP11-318C2.1	14	56:69	0.571428571428571	0.428571428571429	0	0	0	0	FALSE	FALSE	FALSE	FALSE	FALSE
MD4	LINC00511	14	56:69	0.571428571428571	0.428571428571429	0	0	0	0	FALSE	FALSE	FALSE	FALSE	FALSE
MD4	CCDC30	14	56:69	0.571428571428571	0.428571428571429	0	0	0	0	FALSE	FALSE	FALSE	FALSE	FALSE
MD4	RP11-273G15.2	14	56:69	0.571428571428571	0.428571428571429	0	0	0	0	FALSE	FALSE	FALSE	FALSE	FALSE
MD4	LINC01655	14	56:69	0.571428571428571	0.428571428571429	0	0	0	0	FALSE	FALSE	FALSE	FALSE	FALSE
MD4	BRCA1	14	56:69	0.571428571428571	0.428571428571429	0	0	0	0	FALSE	FALSE	FALSE	FALSE	FALSE
MD4	RP3-412A9.17	14	56:69	0.571428571428571	0.428571428571429	0	0	0	0	FALSE	FALSE	FALSE	FALSE	FALSE
MD4	RP11-544A12.4	14	56:69	0.571428571428571	0.428571428571429	0	0	0	0	FALSE	FALSE	FALSE	FALSE	FALSE
MD4	KCNB1	14	56:69	0.571428571428571	0.428571428571429	0	0	0	0	FALSE	FALSE	FALSE	FALSE	FALSE
MD5	TMEM87B	25	70:94	0.84	0	0	0.16	0	0.04	TRUE	TRUE	FALSE	FALSE	FALSE
MD5	ALS2	25	70:94	0.84	0	0	0.16	0	0.04	TRUE	TRUE	FALSE	FALSE	FALSE
MD5	LRP12	25	70:94	0.84	0	0	0.16	0	0.04	TRUE	TRUE	FALSE	FALSE	FALSE
MD5	TMEM185A	25	70:94	0.84	0	0	0.16	0	0.04	TRUE	TRUE	FALSE	FALSE	FALSE
MD5	NPIPB12	25	70:94	0.84	0	0	0.16	0	0.04	TRUE	TRUE	FALSE	FALSE	FALSE
MD5	NPIPB3	25	70:94	0.84	0	0	0.16	0	0.04	TRUE	TRUE	FALSE	FALSE	FALSE
MD5	NPIPB4	25	70:94	0.84	0	0	0.16	0	0.04	TRUE	TRUE	FALSE	FALSE	FALSE
MD5	NPIPB5	25	70:94	0.84	0	0	0.16	0	0.04	TRUE	TRUE	FALSE	FALSE	FALSE
MD5	NBPF20	25	70:94	0.84	0	0	0.16	0	0.04	TRUE	TRUE	FALSE	FALSE	FALSE
MD5	PNKD	25	70:94	0.84	0	0	0.16	0	0.04	TRUE	TRUE	FALSE	FALSE	FALSE
MD5	NBPF1	25	70:94	0.84	0	0	0.16	0	0.04	TRUE	TRUE	FALSE	FALSE	FALSE
MD5	AC240274.1	25	70:94	0.84	0	0	0.16	0	0.04	TRUE	TRUE	FALSE	FALSE	FALSE
MD5	NBPF12	25	70:94	0.84	0	0	0.16	0	0.04	TRUE	TRUE	FALSE	FALSE	FALSE
MD5	NBPF11	25	70:94	0.84	0	0	0.16	0	0.04	TRUE	TRUE	FALSE	FALSE	FALSE
MD5	NBPF9	25	70:94	0.84	0	0	0.16	0	0.04	TRUE	TRUE	FALSE	FALSE	FALSE
MD5	NBPF15	25	70:94	0.84	0	0	0.16	0	0.04	TRUE	TRUE	FALSE	FALSE	FALSE
MD5	NBPF8	25	70:94	0.84	0	0	0.16	0	0.04	TRUE	TRUE	FALSE	FALSE	FALSE
MD5	NBPF25P	25	70:94	0.84	0	0	0.16	0	0.04	TRUE	TRUE	FALSE	FALSE	FALSE
MD5	NBPF10	25	70:94	0.84	0	0	0.16	0	0.04	TRUE	TRUE	FALSE	FALSE	FALSE
MD5	NBPF26	25	70:94	0.84	0	0	0.16	0	0.04	TRUE	TRUE	FALSE	FALSE	FALSE
MD5	NBPF14	25	70:94	0.84	0	0	0.16	0	0.04	TRUE	TRUE	FALSE	FALSE	FALSE
MD5	NBPF19	25	70:94	0.84	0	0	0.16	0	0.04	TRUE	TRUE	FALSE	FALSE	FALSE
MD5	BCLAF1P1	25	70:94	0.84	0	0	0.16	0	0.04	TRUE	TRUE	FALSE	FALSE	FALSE
MD5	BCLAF1	25	70:94	0.84	0	0	0.16	0	0.04	TRUE	TRUE	FALSE	FALSE	FALSE
MD5	BCLAF1P2	25	70:94	0.84	0	0	0.16	0	0.04	TRUE	TRUE	FALSE	FALSE	FALSE
MD6	RCBTB2	27	95:121	0.888888888888889	0.0740740740740741	0	0.037037037037037	0	0.0740740740740741	FALSE	FALSE	TRUE	FALSE	TRUE
MD6	SLC16A1	27	95:121	0.888888888888889	0.0740740740740741	0	0.037037037037037	0	0.0740740740740741	FALSE	FALSE	TRUE	FALSE	TRUE
MD6	TMEM200C	27	95:121	0.888888888888889	0.0740740740740741	0	0.037037037037037	0	0.0740740740740741	FALSE	FALSE	TRUE	FALSE	TRUE
MD6	SLFN12L	27	95:121	0.888888888888889	0.0740740740740741	0	0.037037037037037	0	0.0740740740740741	FALSE	FALSE	TRUE	FALSE	TRUE
MD6	TOMM20P2	27	95:121	0.888888888888889	0.0740740740740741	0	0.037037037037037	0	0.0740740740740741	FALSE	FALSE	TRUE	FALSE	TRUE
MD6	COL6A3	27	95:121	0.888888888888889	0.0740740740740741	0	0.037037037037037	0	0.0740740740740741	FALSE	FALSE	TRUE	FALSE	TRUE
MD6	VCAN	27	95:121	0.888888888888889	0.0740740740740741	0	0.037037037037037	0	0.0740740740740741	FALSE	FALSE	TRUE	FALSE	TRUE
MD6	ADGRG6	27	95:121	0.888888888888889	0.0740740740740741	0	0.037037037037037	0	0.0740740740740741	FALSE	FALSE	TRUE	FALSE	TRUE
MD6	FAT3	27	95:121	0.888888888888889	0.0740740740740741	0	0.037037037037037	0	0.0740740740740741	FALSE	FALSE	TRUE	FALSE	TRUE
MD6	POSTN	27	95:121	0.888888888888889	0.0740740740740741	0	0.037037037037037	0	0.0740740740740741	FALSE	FALSE	TRUE	FALSE	TRUE
MD6	ARHGAP28	27	95:121	0.888888888888889	0.0740740740740741	0	0.037037037037037	0	0.0740740740740741	FALSE	FALSE	TRUE	FALSE	TRUE
MD6	ENAH	27	95:121	0.888888888888889	0.0740740740740741	0	0.037037037037037	0	0.0740740740740741	FALSE	FALSE	TRUE	FALSE	TRUE
MD6	FAT4	27	95:121	0.888888888888889	0.0740740740740741	0	0.037037037037037	0	0.0740740740740741	FALSE	FALSE	TRUE	FALSE	TRUE
MD6	F2R	27	95:121	0.888888888888889	0.0740740740740741	0	0.037037037037037	0	0.0740740740740741	FALSE	FALSE	TRUE	FALSE	TRUE
MD6	TBX5	27	95:121	0.888888888888889	0.0740740740740741	0	0.037037037037037	0	0.0740740740740741	FALSE	FALSE	TRUE	FALSE	TRUE
MD6	CHN1	27	95:121	0.888888888888889	0.0740740740740741	0	0.037037037037037	0	0.0740740740740741	FALSE	FALSE	TRUE	FALSE	TRUE
MD6	CPE	27	95:121	0.888888888888889	0.0740740740740741	0	0.037037037037037	0	0.0740740740740741	FALSE	FALSE	TRUE	FALSE	TRUE
MD6	SLC4A4	27	95:121	0.888888888888889	0.0740740740740741	0	0.037037037037037	0	0.0740740740740741	FALSE	FALSE	TRUE	FALSE	TRUE
MD6	LINC01314	27	95:121	0.888888888888889	0.0740740740740741	0	0.037037037037037	0	0.0740740740740741	FALSE	FALSE	TRUE	FALSE	TRUE
MD6	SDC2	27	95:121	0.888888888888889	0.0740740740740741	0	0.037037037037037	0	0.0740740740740741	FALSE	FALSE	TRUE	FALSE	TRUE
MD6	NR2F2	27	95:121	0.888888888888889	0.0740740740740741	0	0.037037037037037	0	0.0740740740740741	FALSE	FALSE	TRUE	FALSE	TRUE
MD6	NTM	27	95:121	0.888888888888889	0.0740740740740741	0	0.037037037037037	0	0.0740740740740741	FALSE	FALSE	TRUE	FALSE	TRUE
MD6	EDNRA	27	95:121	0.888888888888889	0.0740740740740741	0	0.037037037037037	0	0.0740740740740741	FALSE	FALSE	TRUE	FALSE	TRUE
MD6	RP11-752L20.3	27	95:121	0.888888888888889	0.0740740740740741	0	0.037037037037037	0	0.0740740740740741	FALSE	FALSE	TRUE	FALSE	TRUE
MD6	ROR1-AS1	27	95:121	0.888888888888889	0.0740740740740741	0	0.037037037037037	0	0.0740740740740741	FALSE	FALSE	TRUE	FALSE	TRUE
MD6	SPON1	27	95:121	0.888888888888889	0.0740740740740741	0	0.037037037037037	0	0.0740740740740741	FALSE	FALSE	TRUE	FALSE	TRUE
MD6	PRSS23	27	95:121	0.888888888888889	0.0740740740740741	0	0.037037037037037	0	0.0740740740740741	FALSE	FALSE	TRUE	FALSE	TRUE
MD7	S100A10	12	122:133	0.916666666666667	0.0833333333333333	0	0	0	0.0833333333333333	FALSE	FALSE	FALSE	FALSE	FALSE
MD7	GEMIN5	12	122:133	0.916666666666667	0.0833333333333333	0	0	0	0.0833333333333333	FALSE	FALSE	FALSE	FALSE	FALSE
MD7	RNF180	12	122:133	0.916666666666667	0.0833333333333333	0	0	0	0.0833333333333333	FALSE	FALSE	FALSE	FALSE	FALSE
MD7	KATNA1	12	122:133	0.916666666666667	0.0833333333333333	0	0	0	0.0833333333333333	FALSE	FALSE	FALSE	FALSE	FALSE
MD7	CEP120	12	122:133	0.916666666666667	0.0833333333333333	0	0	0	0.0833333333333333	FALSE	FALSE	FALSE	FALSE	FALSE
MD7	ITPRIP	12	122:133	0.916666666666667	0.0833333333333333	0	0	0	0.0833333333333333	FALSE	FALSE	FALSE	FALSE	FALSE
MD7	TFRC	12	122:133	0.916666666666667	0.0833333333333333	0	0	0	0.0833333333333333	FALSE	FALSE	FALSE	FALSE	FALSE
MD7	CTA-29F11.1	12	122:133	0.916666666666667	0.0833333333333333	0	0	0	0.0833333333333333	FALSE	FALSE	FALSE	FALSE	FALSE
MD7	TRMT1L	12	122:133	0.916666666666667	0.0833333333333333	0	0	0	0.0833333333333333	FALSE	FALSE	FALSE	FALSE	FALSE
MD7	UBTF	12	122:133	0.916666666666667	0.0833333333333333	0	0	0	0.0833333333333333	FALSE	FALSE	FALSE	FALSE	FALSE
MD7	FARP2	12	122:133	0.916666666666667	0.0833333333333333	0	0	0	0.0833333333333333	FALSE	FALSE	FALSE	FALSE	FALSE
MD7	RUVBL2	12	122:133	0.916666666666667	0.0833333333333333	0	0	0	0.0833333333333333	FALSE	FALSE	FALSE	FALSE	FALSE
MD8	NEGR1	20	134:153	1	0	0	0	0	0.1	TRUE	FALSE	TRUE	TRUE	TRUE
MD8	EIF4E2	20	134:153	1	0	0	0	0	0.1	TRUE	FALSE	TRUE	TRUE	TRUE
MD8	CHTOP	20	134:153	1	0	0	0	0	0.1	TRUE	FALSE	TRUE	TRUE	TRUE
MD8	PARP9	20	134:153	1	0	0	0	0	0.1	TRUE	FALSE	TRUE	TRUE	TRUE
MD8	FBXW11	20	134:153	1	0	0	0	0	0.1	TRUE	FALSE	TRUE	TRUE	TRUE
MD8	TUB	20	134:153	1	0	0	0	0	0.1	TRUE	FALSE	TRUE	TRUE	TRUE
MD8	BET1L	20	134:153	1	0	0	0	0	0.1	TRUE	FALSE	TRUE	TRUE	TRUE
MD8	CMKLR1	20	134:153	1	0	0	0	0	0.1	TRUE	FALSE	TRUE	TRUE	TRUE
MD8	GSTM3	20	134:153	1	0	0	0	0	0.1	TRUE	FALSE	TRUE	TRUE	TRUE
MD8	CD2BP2	20	134:153	1	0	0	0	0	0.1	TRUE	FALSE	TRUE	TRUE	TRUE
MD8	FDPS	20	134:153	1	0	0	0	0	0.1	TRUE	FALSE	TRUE	TRUE	TRUE
MD8	NR4A2	20	134:153	1	0	0	0	0	0.1	TRUE	FALSE	TRUE	TRUE	TRUE
MD8	FDFT1	20	134:153	1	0	0	0	0	0.1	TRUE	FALSE	TRUE	TRUE	TRUE
MD8	LDLR	20	134:153	1	0	0	0	0	0.1	TRUE	FALSE	TRUE	TRUE	TRUE
MD8	DHCR24	20	134:153	1	0	0	0	0	0.1	TRUE	FALSE	TRUE	TRUE	TRUE
MD8	SQLE	20	134:153	1	0	0	0	0	0.1	TRUE	FALSE	TRUE	TRUE	TRUE
MD8	MSMO1	20	134:153	1	0	0	0	0	0.1	TRUE	FALSE	TRUE	TRUE	TRUE
MD8	INSIG1	20	134:153	1	0	0	0	0	0.1	TRUE	FALSE	TRUE	TRUE	TRUE
MD8	HMGCR	20	134:153	1	0	0	0	0	0.1	TRUE	FALSE	TRUE	TRUE	TRUE
MD8	IDI1	20	134:153	1	0	0	0	0	0.1	TRUE	FALSE	TRUE	TRUE	TRUE
MD9	SMAP2	14	154:167	1	0	0	0	0	0	FALSE	FALSE	TRUE	TRUE	TRUE
MD9	SMPD1	14	154:167	1	0	0	0	0	0	FALSE	FALSE	TRUE	TRUE	TRUE
MD9	ARHGAP12	14	154:167	1	0	0	0	0	0	FALSE	FALSE	TRUE	TRUE	TRUE
MD9	MCM4	14	154:167	1	0	0	0	0	0	FALSE	FALSE	TRUE	TRUE	TRUE
MD9	GNL3L	14	154:167	1	0	0	0	0	0	FALSE	FALSE	TRUE	TRUE	TRUE
MD9	GM2A	14	154:167	1	0	0	0	0	0	FALSE	FALSE	TRUE	TRUE	TRUE
MD9	MCM7	14	154:167	1	0	0	0	0	0	FALSE	FALSE	TRUE	TRUE	TRUE
MD9	GOT2	14	154:167	1	0	0	0	0	0	FALSE	FALSE	TRUE	TRUE	TRUE
MD9	MCM3	14	154:167	1	0	0	0	0	0	FALSE	FALSE	TRUE	TRUE	TRUE
MD9	TWISTNB	14	154:167	1	0	0	0	0	0	FALSE	FALSE	TRUE	TRUE	TRUE
MD9	MCM2	14	154:167	1	0	0	0	0	0	FALSE	FALSE	TRUE	TRUE	TRUE
MD9	DSN1	14	154:167	1	0	0	0	0	0	FALSE	FALSE	TRUE	TRUE	TRUE
MD9	CDCA7	14	154:167	1	0	0	0	0	0	FALSE	FALSE	TRUE	TRUE	TRUE
MD9	GINS2	14	154:167	1	0	0	0	0	0	FALSE	FALSE	TRUE	TRUE	TRUE
MD10	ZNF501	11	168:178	1	0	0	0	0	0.272727272727273	FALSE	FALSE	TRUE	FALSE	FALSE
MD10	CAV2	11	168:178	1	0	0	0	0	0.272727272727273	FALSE	FALSE	TRUE	FALSE	FALSE
MD10	GNG2	11	168:178	1	0	0	0	0	0.272727272727273	FALSE	FALSE	TRUE	FALSE	FALSE
MD10	MLXIP	11	168:178	1	0	0	0	0	0.272727272727273	FALSE	FALSE	TRUE	FALSE	FALSE
MD10	DYRK1A	11	168:178	1	0	0	0	0	0.272727272727273	FALSE	FALSE	TRUE	FALSE	FALSE
MD10	NMD3	11	168:178	1	0	0	0	0	0.272727272727273	FALSE	FALSE	TRUE	FALSE	FALSE
MD10	UBE4A	11	168:178	1	0	0	0	0	0.272727272727273	FALSE	FALSE	TRUE	FALSE	FALSE
MD10	EYA3	11	168:178	1	0	0	0	0	0.272727272727273	FALSE	FALSE	TRUE	FALSE	FALSE
MD10	THAP11	11	168:178	1	0	0	0	0	0.272727272727273	FALSE	FALSE	TRUE	FALSE	FALSE
MD10	IRS1	11	168:178	1	0	0	0	0	0.272727272727273	FALSE	FALSE	TRUE	FALSE	FALSE
MD10	TAF2	11	168:178	1	0	0	0	0	0.272727272727273	FALSE	FALSE	TRUE	FALSE	FALSE
MD11	MXRA7	11	179:189	1	0	0	0	0	0	TRUE	FALSE	FALSE	FALSE	FALSE
MD11	CAPZB	11	179:189	1	0	0	0	0	0	TRUE	FALSE	FALSE	FALSE	FALSE
MD11	APEH	11	179:189	1	0	0	0	0	0	TRUE	FALSE	FALSE	FALSE	FALSE
MD11	TADA3	11	179:189	1	0	0	0	0	0	TRUE	FALSE	FALSE	FALSE	FALSE
MD11	CDC42EP4	11	179:189	1	0	0	0	0	0	TRUE	FALSE	FALSE	FALSE	FALSE
MD11	ADAMTS2	11	179:189	1	0	0	0	0	0	TRUE	FALSE	FALSE	FALSE	FALSE
MD11	AGPAT1	11	179:189	1	0	0	0	0	0	TRUE	FALSE	FALSE	FALSE	FALSE
MD11	KDELC2	11	179:189	1	0	0	0	0	0	TRUE	FALSE	FALSE	FALSE	FALSE
MD11	RBM3	11	179:189	1	0	0	0	0	0	TRUE	FALSE	FALSE	FALSE	FALSE
MD11	WBSCR17	11	179:189	1	0	0	0	0	0	TRUE	FALSE	FALSE	FALSE	FALSE
MD11	DCTN5	11	179:189	1	0	0	0	0	0	TRUE	FALSE	FALSE	FALSE	FALSE
MD12	EIF1B	10	190:199	0.9	0.1	0	0	0	0.1	TRUE	FALSE	FALSE	FALSE	FALSE
MD12	AK6	10	190:199	0.9	0.1	0	0	0	0.1	TRUE	FALSE	FALSE	FALSE	FALSE
MD12	EMG1--1	10	190:199	0.9	0.1	0	0	0	0.1	TRUE	FALSE	FALSE	FALSE	FALSE
MD12	ARPC3	10	190:199	0.9	0.1	0	0	0	0.1	TRUE	FALSE	FALSE	FALSE	FALSE
MD12	OTUD6B-AS1	10	190:199	0.9	0.1	0	0	0	0.1	TRUE	FALSE	FALSE	FALSE	FALSE
MD12	TSC22D1	10	190:199	0.9	0.1	0	0	0	0.1	TRUE	FALSE	FALSE	FALSE	FALSE
MD12	PCBP1	10	190:199	0.9	0.1	0	0	0	0.1	TRUE	FALSE	FALSE	FALSE	FALSE
MD12	FKBP1A	10	190:199	0.9	0.1	0	0	0	0.1	TRUE	FALSE	FALSE	FALSE	FALSE
MD12	EIF4G2	10	190:199	0.9	0.1	0	0	0	0.1	TRUE	FALSE	FALSE	FALSE	FALSE
MD12	KLHL15	10	190:199	0.9	0.1	0	0	0	0.1	TRUE	FALSE	FALSE	FALSE	FALSE
MD13	ASXL2	16	200:215	0.9375	0.0625	0	0	0	0.25	TRUE	FALSE	TRUE	FALSE	FALSE
MD13	RPP30	16	200:215	0.9375	0.0625	0	0	0	0.25	TRUE	FALSE	TRUE	FALSE	FALSE
MD13	HLX	16	200:215	0.9375	0.0625	0	0	0	0.25	TRUE	FALSE	TRUE	FALSE	FALSE
MD13	MRPL44	16	200:215	0.9375	0.0625	0	0	0	0.25	TRUE	FALSE	TRUE	FALSE	FALSE
MD13	KLF10	16	200:215	0.9375	0.0625	0	0	0	0.25	TRUE	FALSE	TRUE	FALSE	FALSE
MD13	HNRNPH3	16	200:215	0.9375	0.0625	0	0	0	0.25	TRUE	FALSE	TRUE	FALSE	FALSE
MD13	ZFP36L2	16	200:215	0.9375	0.0625	0	0	0	0.25	TRUE	FALSE	TRUE	FALSE	FALSE
MD13	HES1	16	200:215	0.9375	0.0625	0	0	0	0.25	TRUE	FALSE	TRUE	FALSE	FALSE
MD13	FBXL19-AS1	16	200:215	0.9375	0.0625	0	0	0	0.25	TRUE	FALSE	TRUE	FALSE	FALSE
MD13	NABP1	16	200:215	0.9375	0.0625	0	0	0	0.25	TRUE	FALSE	TRUE	FALSE	FALSE
MD13	HERPUD1	16	200:215	0.9375	0.0625	0	0	0	0.25	TRUE	FALSE	TRUE	FALSE	FALSE
